unit,c_unload,c_load,geo\time	2015 	2010 	2005 
PAS,AT13,HUZZ,CY	: 	: z	: 
PAS,AT13,HUZZ,MT	: 	: z	: 
PAS,AT13,IE02,AT	: 	: 	: c
PAS,AT13,IE02,CY	: 	: z	: 
PAS,AT13,IE02,MT	: 	: z	: 
PAS,AT13,ITC1,IT	: 	: 	: c
PAS,AT13,ITC3,AT	96554 	: 	: 
PAS,AT13,ITC3,CY	: z	: 	: 
PAS,AT13,ITC3,IT	: 	: 	: c
PAS,AT13,ITC3,MT	: z	: 	: 
PAS,AT13,ITC4,AT	26515 	: 	: 
PAS,AT13,ITC4,CY	: z	: z	: 
PAS,AT13,ITC4,IT	: 	: 	: c
PAS,AT13,ITC4,MT	: z	: z	: 
PAS,AT13,ITD1,IT	: 	: 	: c
PAS,AT13,ITD2,IT	: 	: 	: c
PAS,AT13,ITD3,AT	: 	: 	: c
PAS,AT13,ITD3,CY	: 	: z	: 
PAS,AT13,ITD3,IT	: 	: 	: c
PAS,AT13,ITD3,MT	: 	: z	: 
PAS,AT13,ITD4,AT	: 	: 	: c
PAS,AT13,ITD4,CY	: 	: z	: 
PAS,AT13,ITD4,IT	: 	: 	: c
PAS,AT13,ITD4,MT	: 	: z	: 
PAS,AT13,ITD5,AT	: 	: 	: c
PAS,AT13,ITD5,CY	: 	: z	: 
PAS,AT13,ITD5,IT	: 	: 	: c
PAS,AT13,ITD5,MT	: 	: z	: 
PAS,AT13,ITE1,CY	: 	: z	: 
PAS,AT13,ITE1,IT	: 	: 	: c
PAS,AT13,ITE1,MT	: 	: z	: 
PAS,AT13,ITE2,CY	: 	: z	: 
PAS,AT13,ITE2,IT	: 	: 	: c
PAS,AT13,ITE2,MT	: 	: z	: 
PAS,AT13,ITE3,IT	: 	: 	: c
PAS,AT13,ITE4,AT	: 	: 	: c
PAS,AT13,ITE4,CY	: 	: z	: 
PAS,AT13,ITE4,IT	: 	: 	: c
PAS,AT13,ITE4,MT	: 	: z	: 
PAS,AT13,ITF3,IT	: 	: 	: c
PAS,AT13,ITG1,IT	: 	: 	: c
PAS,AT13,ITH1,CY	: z	: 	: 
PAS,AT13,ITH1,IT	3436 	: 	: 
PAS,AT13,ITH1,MT	: z	: 	: 
PAS,AT13,ITH3,AT	141470 	: 	: 
PAS,AT13,ITH3,CY	: z	: 	: 
PAS,AT13,ITH3,MT	: z	: 	: 
PAS,AT13,ITI4,AT	27031 	: 	: 
PAS,AT13,ITI4,CY	: z	: 	: 
PAS,AT13,ITI4,MT	: z	: 	: 
PAS,AT13,LI,AT	: 	: 	: c
PAS,AT13,LIXX,AT	4897 	: 	: 
PAS,AT13,LIXX,CY	: z	: 	: 
PAS,AT13,LIXX,MT	: z	: 	: 
PAS,AT13,LT,AT	: 	: 	: c
PAS,AT13,LT,CY	: 	: z	: 
PAS,AT13,LT,LT	: 	84 	55 
PAS,AT13,LT,MT	: 	: z	: 
PAS,AT13,LU,AT	: 	: 	: c
PAS,AT13,LU,CY	: 	: z	: 
PAS,AT13,LU,LU	290 	397 	199 
PAS,AT13,LU,MT	: 	: z	: 
PAS,AT13,LV,AT	: 	: 	: c
PAS,AT13,LV,CY	: 	: z	: 
PAS,AT13,LV,MT	: 	: z	: 
PAS,AT13,MK,AT	: 	: 	: c
PAS,AT13,MK,CY	: 	: z	: 
PAS,AT13,MK,MT	: 	: z	: 
PAS,AT13,NL11,CY	: 	: z	: 
PAS,AT13,NL11,MT	: 	: z	: 
PAS,AT13,NL11,NL	: 	: 	80 
PAS,AT13,NL12,NL	: 	: 	11 
PAS,AT13,NL13,NL	: 	: 	20 
PAS,AT13,NL21,CY	: 	: z	: 
PAS,AT13,NL21,MT	: 	: z	: 
PAS,AT13,NL21,NL	: 	: 	115 
PAS,AT13,NL22,AT	: 	: 	: c
PAS,AT13,NL22,CY	: z	: z	: 
PAS,AT13,NL22,MT	: z	: z	: 
PAS,AT13,NL22,NL	252 	: 	557 
PAS,AT13,NL23,NL	: 	: 	14 
PAS,AT13,NL31,AT	525 	: 	: c
PAS,AT13,NL31,CY	: z	: z	: 
PAS,AT13,NL31,MT	: z	: z	: 
PAS,AT13,NL31,NL	242 	: 	531 
PAS,AT13,NL32,AT	2697 	: 	: c
PAS,AT13,NL32,CY	: z	: z	: 
PAS,AT13,NL32,MT	: z	: z	: 
PAS,AT13,NL32,NL	453 	: 	992 
PAS,AT13,NL33,AT	312 	: 	: 
PAS,AT13,NL33,CY	: z	: z	: 
PAS,AT13,NL33,MT	: z	: z	: 
PAS,AT13,NL33,NL	313 	: 	684 
PAS,AT13,NL34,NL	: 	: 	21 
PAS,AT13,NL41,AT	296 	: 	: c
PAS,AT13,NL41,CY	: z	: z	: 
PAS,AT13,NL41,MT	: z	: z	: 
PAS,AT13,NL41,NL	142 	: 	299 
PAS,AT13,NL42,CY	: 	: z	: 
PAS,AT13,NL42,MT	: 	: z	: 
PAS,AT13,NL42,NL	: 	: 	65 
PAS,AT13,NO01,AT	: 	: 	: c
PAS,AT13,NO01,CY	: 	: z	: 
PAS,AT13,NO01,MT	: 	: z	: 
PAS,AT13,NO05,AT	: 	: 	: c
PAS,AT13,NO05,CY	: 	: z	: 
PAS,AT13,NO05,MT	: 	: z	: 
PAS,AT13,NO06,AT	: 	: 	: c
PAS,AT13,NO06,CY	: 	: z	: 
PAS,AT13,NO06,MT	: 	: z	: 
PAS,AT13,PL11,PL	: 	161 	139 
PAS,AT13,PL12,AT	6798 	: 	: c
PAS,AT13,PL12,CY	: z	: z	: 
PAS,AT13,PL12,MT	: z	: z	: 
PAS,AT13,PL12,PL	: 	9077 	11843 
PAS,AT13,PL21,AT	27491 	: 	: c
PAS,AT13,PL21,CY	: z	: z	: 
PAS,AT13,PL21,MT	: z	: z	: 
PAS,AT13,PL21,PL	4 	2514 	5828 
PAS,AT13,PL22,PL	4 	4545 	5474 
PAS,AT13,PL31,PL	: 	155 	173 
PAS,AT13,PL32,PL	: 	38 	63 
PAS,AT13,PL33,PL	: 	21 	59 
PAS,AT13,PL34,PL	: 	219 	415 
PAS,AT13,PL41,PL	: 	209 	244 
PAS,AT13,PL42,PL	: 	46 	71 
PAS,AT13,PL43,PL	: 	: 	2 
PAS,AT13,PL51,PL	: 	151 	213 
PAS,AT13,PL52,PL	: 	55 	40 
PAS,AT13,PL61,PL	: 	233 	105 
PAS,AT13,PL62,PL	: 	42 	302 
PAS,AT13,PL63,PL	: 	673 	1033 
PAS,AT13,PT17,AT	: 	: 	: c
PAS,AT13,PT17,CY	: 	: z	: 
PAS,AT13,PT17,MT	: 	: z	: 
PAS,AT13,RO,AT	: 	: 	: c
PAS,AT13,RO11,CY	: 	: z	: 
PAS,AT13,RO11,MT	: 	: z	: 
PAS,AT13,RO12,AT	964 	: 	: 
PAS,AT13,RO12,CY	: z	: z	: 
PAS,AT13,RO12,MT	: z	: z	: 
PAS,AT13,RO32,AT	3921 	: 	: 
PAS,AT13,RO32,CY	: z	: z	: 
PAS,AT13,RO32,MT	: z	: z	: 
PAS,AT13,RO41,AT	3823 	: 	: 
PAS,AT13,RO41,CY	: z	: 	: 
PAS,AT13,RO41,MT	: z	: 	: 
PAS,AT13,RU,AT	: 	: 	: c
PAS,AT13,RU,CY	: 	: z	: 
PAS,AT13,RU,MT	: 	: z	: 
PAS,AT13,SEZZ,AT	: 	: 	: c
PAS,AT13,SEZZ,CY	: 	: z	: 
PAS,AT13,SEZZ,MT	: 	: z	: 
PAS,AT13,SI,AT	: 	: 	: c
PAS,AT13,SI,SI	: 	: 	9823 
PAS,AT13,SI01,SI	: 	2791 	: 
PAS,AT13,SI02,SI	: 	5195 	: 
PAS,AT13,SI03,SI	959 	: 	: 
PAS,AT13,SI04,AT	54289 	: 	: 
PAS,AT13,SI04,CY	: z	: 	: 
PAS,AT13,SI04,MT	: z	: 	: 
PAS,AT13,SI04,SI	2315 	: 	: 
PAS,AT13,SIZZ,CY	: 	: z	: 
PAS,AT13,SIZZ,MT	: 	: z	: 
PAS,AT13,SK01,AT	104132 	: 	: c
PAS,AT13,SK01,CY	: z	: z	: 
PAS,AT13,SK01,MT	: z	: z	: 
PAS,AT13,SK01,SK	586672 	514039 	641160 
PAS,AT13,SK02,SK	19984 	20450 	9128 
PAS,AT13,SK03,SK	605 	574 	120 
PAS,AT13,SK04,AT	35433 	: 	: c
PAS,AT13,SK04,CY	: z	: z	: 
PAS,AT13,SK04,MT	: z	: z	: 
PAS,AT13,SK04,SK	1919 	390 	168 
PAS,AT13,TR,AT	: 	: 	: c
PAS,AT13,TR10,CY	: 	: z	: 
PAS,AT13,TR10,MT	: 	: z	: 
PAS,AT13,TR21,AT	16 	: 	: 
PAS,AT13,TR21,CY	: z	: 	: 
PAS,AT13,TR21,MT	: z	: 	: 
PAS,AT13,UA,AT	34 	: 	: c
PAS,AT13,UA,CY	: z	: z	: 
PAS,AT13,UA,MT	: z	: z	: 
PAS,AT13,UKJ1,AT	: 	: 	: c
PAS,AT13,UKJ1,CY	: 	: z	: 
PAS,AT13,UKJ1,MT	: 	: z	: 
PAS,AT13,UKJ3,AT	: 	: 	: c
PAS,AT13,UKJ3,CY	: 	: z	: 
PAS,AT13,UKJ3,MT	: 	: z	: 
PAS,AT13,UKK4,AT	: 	: 	: c
PAS,AT13,UKK4,CY	: 	: z	: 
PAS,AT13,UKK4,MT	: 	: z	: 
PAS,AT21,AT13,AT	2640000 	: 	: c
PAS,AT21,AT13,CY	: z	: z	: 
PAS,AT21,AT13,MT	: z	: z	: 
PAS,AT21,AT21,AT	5070000 	: 	: c
PAS,AT21,AT21,CY	: z	: z	: 
PAS,AT21,AT21,MT	: z	: z	: 
PAS,AT21,AT22,AT	1150000 	: 	: c
PAS,AT21,AT22,CY	: z	: z	: 
PAS,AT21,AT22,MT	: z	: z	: 
PAS,AT21,AT31,AT	110000 	: 	: c
PAS,AT21,AT31,CY	: z	: z	: 
PAS,AT21,AT31,MT	: z	: z	: 
PAS,AT21,AT32,AT	1020000 	: 	: c
PAS,AT21,AT32,CY	: z	: z	: 
PAS,AT21,AT32,MT	: z	: z	: 
PAS,AT21,AT33,AT	350000 	: 	: c
PAS,AT21,AT33,CY	: z	: z	: 
PAS,AT21,AT33,MT	: z	: z	: 
PAS,AT21,AT34,AT	150000 	: 	: c
PAS,AT21,AT34,CY	: z	: z	: 
PAS,AT21,AT34,MT	: z	: z	: 
PAS,AT21,BE10,AT	4 	: 	: c
PAS,AT21,BE10,BE	28 	: 	33 
PAS,AT21,BE10,CY	: z	: z	: 
PAS,AT21,BE10,MT	: z	: z	: 
PAS,AT21,BE21,AT	7 	: 	: c
PAS,AT21,BE21,BE	14 	: 	16 
PAS,AT21,BE21,CY	: z	: z	: 
PAS,AT21,BE21,MT	: z	: z	: 
PAS,AT21,BE22,BE	2 	: 	2 
PAS,AT21,BE22,CY	: z	: 	: 
PAS,AT21,BE22,MT	: z	: 	: 
PAS,AT21,BE23,AT	: 	: 	: c
PAS,AT21,BE23,BE	12 	: 	14 
PAS,AT21,BE23,CY	: z	: z	: 
PAS,AT21,BE23,MT	: z	: z	: 
PAS,AT21,BE25,BE	11 	: 	13 
PAS,AT21,BE25,CY	: z	: 	: 
PAS,AT21,BE25,MT	: z	: 	: 
PAS,AT21,BE32,BE	4 	: 	5 
PAS,AT21,BE32,CY	: z	: 	: 
PAS,AT21,BE32,MT	: z	: 	: 
PAS,AT21,BE33,AT	: 	: 	: c
PAS,AT21,BE33,BE	31 	: 	36 
PAS,AT21,BE33,CY	: z	: z	: 
PAS,AT21,BE33,MT	: z	: z	: 
PAS,AT21,BE35,BE	2 	: 	2 
PAS,AT21,BE35,CY	: z	: 	: 
PAS,AT21,BE35,MT	: z	: 	: 
PAS,AT21,BG,AT	: 	: 	: c
PAS,AT21,BG41,AT	3 	: 	: 
PAS,AT21,BG41,CY	: z	: z	: 
PAS,AT21,BG41,MT	: z	: z	: 
PAS,AT21,CH01,AT	2429 	: 	: c
PAS,AT21,CH01,CY	: z	: z	: 
PAS,AT21,CH01,MT	: z	: z	: 
PAS,AT21,CH02,AT	1851 	: 	: c
PAS,AT21,CH02,CH	169 	: 	: 
PAS,AT21,CH02,CY	: z	: z	: 
PAS,AT21,CH02,MT	: z	: z	: 
PAS,AT21,CH03,AT	2496 	: 	: c
PAS,AT21,CH03,CH	510 	: 	: 
PAS,AT21,CH03,CY	: z	: z	: 
PAS,AT21,CH03,MT	: z	: z	: 
PAS,AT21,CH04,AT	5943 	: 	: c
PAS,AT21,CH04,CH	3026 	: 	: 
PAS,AT21,CH04,CY	: z	: z	: 
PAS,AT21,CH04,MT	: z	: z	: 
PAS,AT21,CH05,AT	5091 	: 	: c
PAS,AT21,CH05,CH	515 	: 	: 
PAS,AT21,CH05,CY	: z	: z	: 
PAS,AT21,CH05,MT	: z	: z	: 
PAS,AT21,CH06,AT	1290 	: 	: c
PAS,AT21,CH06,CH	1223 	: 	: 
PAS,AT21,CH06,CY	: z	: z	: 
PAS,AT21,CH06,MT	: z	: z	: 
PAS,AT21,CZ01,AT	15394 	: 	: c
PAS,AT21,CZ01,CY	: z	: z	: 
PAS,AT21,CZ01,CZ	1452 	980 	200 
PAS,AT21,CZ01,MT	: z	: z	: 
PAS,AT21,CZ02,CZ	34 	20 	10 
PAS,AT21,CZ03,AT	1995 	: 	: 
PAS,AT21,CZ03,CY	: z	: 	: 
PAS,AT21,CZ03,CZ	109 	20 	40 
PAS,AT21,CZ03,MT	: z	: 	: 
PAS,AT21,CZ04,CZ	40 	20 	10 
PAS,AT21,CZ05,CZ	135 	30 	20 
PAS,AT21,CZ06,AT	8484 	: 	: 
PAS,AT21,CZ06,CY	: z	: 	: 
PAS,AT21,CZ06,CZ	702 	280 	120 
PAS,AT21,CZ06,MT	: z	: 	: 
PAS,AT21,CZ07,CZ	248 	100 	50 
PAS,AT21,CZ08,CZ	289 	140 	90 
PAS,AT21,CZZZ,AT	: 	: 	: c
PAS,AT21,CZZZ,CY	: 	: z	: 
PAS,AT21,CZZZ,MT	: 	: z	: 
PAS,AT21,DE11,DE	: 	: 	2673 
PAS,AT21,DE12,AT	2403 	: 	: c
PAS,AT21,DE12,CY	: z	: z	: 
PAS,AT21,DE12,DE	: 	: 	1805 
PAS,AT21,DE12,MT	: z	: z	: 
PAS,AT21,DE13,AT	1839 	: 	: c
PAS,AT21,DE13,CY	: z	: z	: 
PAS,AT21,DE13,DE	: 	: 	631 
PAS,AT21,DE13,MT	: z	: z	: 
PAS,AT21,DE14,DE	: 	: 	1067 
PAS,AT21,DE21,AT	56801 	: 	: c
PAS,AT21,DE21,CY	: z	: z	: 
PAS,AT21,DE21,DE	: 	: 	11612 
PAS,AT21,DE21,MT	: z	: z	: 
PAS,AT21,DE22,DE	: 	: 	97 
PAS,AT21,DE23,AT	1600 	: 	: c
PAS,AT21,DE23,CY	: z	: z	: 
PAS,AT21,DE23,DE	: 	: 	380 
PAS,AT21,DE23,MT	: z	: z	: 
PAS,AT21,DE24,DE	: 	: 	283 
PAS,AT21,DE25,AT	1651 	: 	: c
PAS,AT21,DE25,CY	: z	: z	: 
PAS,AT21,DE25,DE	: 	: 	1064 
PAS,AT21,DE25,MT	: z	: z	: 
PAS,AT21,DE26,DE	: 	: 	413 
PAS,AT21,DE27,AT	1679 	: 	: c
PAS,AT21,DE27,CY	: z	: z	: 
PAS,AT21,DE27,DE	: 	: 	1029 
PAS,AT21,DE27,MT	: z	: z	: 
PAS,AT21,DE30,AT	7780 	: 	: c
PAS,AT21,DE30,CY	: z	: z	: 
PAS,AT21,DE30,DE	: 	: 	1397 
PAS,AT21,DE30,MT	: z	: z	: 
PAS,AT21,DE40,AT	42880 	: 	: 
PAS,AT21,DE40,CY	: z	: 	: 
PAS,AT21,DE40,MT	: z	: 	: 
PAS,AT21,DE41,AT	: 	: 	: c
PAS,AT21,DE41,CY	: 	: z	: 
PAS,AT21,DE41,DE	: 	: 	26 
PAS,AT21,DE41,MT	: 	: z	: 
PAS,AT21,DE42,DE	: 	: 	49 
PAS,AT21,DE50,DE	: 	: 	439 
PAS,AT21,DE60,AT	5744 	: 	: c
PAS,AT21,DE60,CY	: z	: z	: 
PAS,AT21,DE60,DE	: 	: 	1416 
PAS,AT21,DE60,MT	: z	: z	: 
PAS,AT21,DE71,DE	: 	: 	1655 
PAS,AT21,DE72,DE	: 	: 	234 
PAS,AT21,DE73,DE	: 	: 	508 
PAS,AT21,DE80,DE	: 	: 	127 
PAS,AT21,DE91,DE	: 	: 	426 
PAS,AT21,DE92,DE	: 	: 	1018 
PAS,AT21,DE93,DE	: 	: 	321 
PAS,AT21,DE94,DE	: 	: 	578 
PAS,AT21,DEA1,DE	: 	: 	2306 
PAS,AT21,DEA2,AT	8547 	: 	: c
PAS,AT21,DEA2,CY	: z	: z	: 
PAS,AT21,DEA2,DE	: 	: 	1867 
PAS,AT21,DEA2,MT	: z	: z	: 
PAS,AT21,DEA3,DE	: 	: 	354 
PAS,AT21,DEA4,DE	: 	: 	423 
PAS,AT21,DEA5,AT	2072 	: 	: c
PAS,AT21,DEA5,CY	: z	: z	: 
PAS,AT21,DEA5,DE	: 	: 	1163 
PAS,AT21,DEA5,MT	: z	: z	: 
PAS,AT21,DEB1,DE	: 	: 	336 
PAS,AT21,DEB2,DE	: 	: 	43 
PAS,AT21,DEB3,DE	: 	: 	709 
PAS,AT21,DEC0,DE	: 	: 	217 
PAS,AT21,DED1,DE	: 	: 	122 
PAS,AT21,DED2,DE	: 	: 	187 
PAS,AT21,DED3,DE	: 	: 	275 
PAS,AT21,DEE1,DE	: 	: 	32 
PAS,AT21,DEE2,DE	: 	: 	134 
PAS,AT21,DEE3,DE	: 	: 	89 
PAS,AT21,DEF0,DE	: 	: 	740 
PAS,AT21,DEG0,DE	: 	: 	358 
PAS,AT21,DK,DK	: 	: 	184 
PAS,AT21,DK01,AT	346 	: 	: 
PAS,AT21,DK01,CY	: z	: 	: 
PAS,AT21,DK01,MT	: z	: 	: 
PAS,AT21,DK04,AT	16 	: 	: 
PAS,AT21,DK04,CY	: z	: 	: 
PAS,AT21,DK04,MT	: z	: 	: 
PAS,AT21,EL12,AT	: 	: 	: c
PAS,AT21,EL12,CY	: 	: z	: 
PAS,AT21,EL12,MT	: 	: z	: 
PAS,AT21,ES30,AT	: 	: 	: c
PAS,AT21,ES30,CY	: 	: z	: 
PAS,AT21,ES30,MT	: 	: z	: 
PAS,AT21,FI18,AT	: 	: 	: c
PAS,AT21,FI18,CY	: 	: z	: 
PAS,AT21,FI18,MT	: 	: z	: 
PAS,AT21,FR10,AT	41 	: 	: c
PAS,AT21,FR10,CY	: z	: z	: 
PAS,AT21,FR10,FR	: 	: 	: c
PAS,AT21,FR10,MT	: z	: z	: 
PAS,AT21,FR21,FR	: 	: 	: c
PAS,AT21,FR30,AT	15 	: 	: c
PAS,AT21,FR30,CY	: z	: z	: 
PAS,AT21,FR30,MT	: z	: z	: 
PAS,AT21,FR41,FR	: 	: 	: c
PAS,AT21,FR42,CY	: z	: z	: 
PAS,AT21,FR42,FR	1 	: 	: c
PAS,AT21,FR42,MT	: z	: z	: 
PAS,AT21,FR71,AT	2 	: 	: c
PAS,AT21,FR71,CY	: z	: z	: 
PAS,AT21,FR71,FR	: 	: 	: c
PAS,AT21,FR71,MT	: z	: z	: 
PAS,AT21,FR82,CY	: 	: z	: 
PAS,AT21,FR82,FR	: 	: 	: c
PAS,AT21,FR82,MT	: 	: z	: 
PAS,AT21,HR,AT	: 	: 	: c
PAS,AT21,HR01,HR	: 	2566 	: 
PAS,AT21,HR02,CY	: 	: z	: 
PAS,AT21,HR02,HR	: 	736 	: 
PAS,AT21,HR02,MT	: 	: z	: 
PAS,AT21,HR03,HR	351 	363 	: 
PAS,AT21,HR04,AT	1724 	: 	: 
PAS,AT21,HR04,CY	: z	: 	: 
PAS,AT21,HR04,HR	3232 	: 	: 
PAS,AT21,HR04,MT	: z	: 	: 
PAS,AT21,HU10,AT	17269 	: 	: c
PAS,AT21,HU10,CY	: z	: z	: 
PAS,AT21,HU10,HU	92555 	: 	338 
PAS,AT21,HU10,MT	: z	: z	: 
PAS,AT21,HU21,CY	: z	: 	: 
PAS,AT21,HU21,HU	728 	: 	3 
PAS,AT21,HU21,MT	: z	: 	: 
PAS,AT21,HU22,AT	14743 	: 	: c
PAS,AT21,HU22,CY	: z	: z	: 
PAS,AT21,HU22,HU	2964 	: 	86 
PAS,AT21,HU22,MT	: z	: z	: 
PAS,AT21,HU23,CY	: z	: 	: 
PAS,AT21,HU23,HU	675 	: 	: 
PAS,AT21,HU23,MT	: z	: 	: 
PAS,AT21,HU31,AT	6294 	: 	: 
PAS,AT21,HU31,CY	: z	: 	: 
PAS,AT21,HU31,HU	190 	: 	: 
PAS,AT21,HU31,MT	: z	: 	: 
PAS,AT21,HU32,CY	: z	: 	: 
PAS,AT21,HU32,HU	470 	: 	: 
PAS,AT21,HU32,MT	: z	: 	: 
PAS,AT21,HU33,CY	: z	: 	: 
PAS,AT21,HU33,HU	474 	: 	: 
PAS,AT21,HU33,MT	: z	: 	: 
PAS,AT21,HUZZ,AT	: 	: 	: c
PAS,AT21,HUZZ,CY	: 	: z	: 
PAS,AT21,HUZZ,MT	: 	: z	: 
PAS,AT21,IE02,AT	: 	: 	: c
PAS,AT21,IE02,CY	: 	: z	: 
PAS,AT21,IE02,MT	: 	: z	: 
PAS,AT21,ITC1,IT	: 	: 	: c
PAS,AT21,ITC3,AT	8991 	: 	: 
PAS,AT21,ITC3,CY	: z	: 	: 
PAS,AT21,ITC3,MT	: z	: 	: 
PAS,AT21,ITC4,AT	1628 	: 	: 
PAS,AT21,ITC4,CY	: z	: z	: 
PAS,AT21,ITC4,IT	: 	: 	: c
PAS,AT21,ITC4,MT	: z	: z	: 
PAS,AT21,ITD1,IT	: 	: 	: c
PAS,AT21,ITD2,IT	: 	: 	: c
PAS,AT21,ITD3,AT	: 	: 	: c
PAS,AT21,ITD3,CY	: 	: z	: 
PAS,AT21,ITD3,IT	: 	: 	: c
PAS,AT21,ITD3,MT	: 	: z	: 
PAS,AT21,ITD4,AT	: 	: 	: c
PAS,AT21,ITD4,CY	: 	: z	: 
PAS,AT21,ITD4,IT	: 	: 	: c
PAS,AT21,ITD4,MT	: 	: z	: 
PAS,AT21,ITD5,AT	: 	: 	: c
PAS,AT21,ITD5,CY	: 	: z	: 
PAS,AT21,ITD5,IT	: 	: 	: c
PAS,AT21,ITD5,MT	: 	: z	: 
PAS,AT21,ITE1,CY	: 	: z	: 
PAS,AT21,ITE1,IT	: 	: 	: c
PAS,AT21,ITE1,MT	: 	: z	: 
PAS,AT21,ITE2,CY	: 	: z	: 
PAS,AT21,ITE2,IT	: 	: 	: c
PAS,AT21,ITE2,MT	: 	: z	: 
PAS,AT21,ITE3,IT	: 	: 	: c
PAS,AT21,ITE4,AT	: 	: 	: c
PAS,AT21,ITE4,CY	: 	: z	: 
PAS,AT21,ITE4,IT	: 	: 	: c
PAS,AT21,ITE4,MT	: 	: z	: 
PAS,AT21,ITF1,IT	: 	: 	: c
PAS,AT21,ITF4,IT	: 	: 	: c
PAS,AT21,ITF6,IT	: 	: 	: c
PAS,AT21,ITH3,AT	7613 	: 	: 
PAS,AT21,ITH3,CY	: z	: 	: 
PAS,AT21,ITH3,MT	: z	: 	: 
PAS,AT21,ITI4,AT	1889 	: 	: 
PAS,AT21,ITI4,CY	: z	: 	: 
PAS,AT21,ITI4,MT	: z	: 	: 
PAS,AT21,LI,AT	: 	: 	: c
PAS,AT21,LIXX,AT	553 	: 	: 
PAS,AT21,LIXX,CY	: z	: 	: 
PAS,AT21,LIXX,MT	: z	: 	: 
PAS,AT21,LT,AT	: 	: 	: c
PAS,AT21,LT,CY	: 	: z	: 
PAS,AT21,LT,MT	: 	: z	: 
PAS,AT21,LU,AT	: 	: 	: c
PAS,AT21,LU,CY	: 	: z	: 
PAS,AT21,LU,LU	12 	26 	13 
PAS,AT21,LU,MT	: 	: z	: 
PAS,AT21,LV,AT	: 	: 	: c
PAS,AT21,LV,CY	: 	: z	: 
PAS,AT21,LV,MT	: 	: z	: 
PAS,AT21,MK,AT	: 	: 	: c
PAS,AT21,MK,CY	: 	: z	: 
PAS,AT21,MK,MT	: 	: z	: 
PAS,AT21,NL11,CY	: 	: z	: 
PAS,AT21,NL11,MT	: 	: z	: 
PAS,AT21,NL11,NL	: 	: 	61 
PAS,AT21,NL12,NL	: 	: 	20 
PAS,AT21,NL13,CY	: 	: z	: 
PAS,AT21,NL13,MT	: 	: z	: 
PAS,AT21,NL13,NL	: 	: 	23 
PAS,AT21,NL21,CY	: 	: z	: 
PAS,AT21,NL21,MT	: 	: z	: 
PAS,AT21,NL21,NL	: 	: 	56 
PAS,AT21,NL22,AT	: 	: 	: c
PAS,AT21,NL22,CY	: z	: z	: 
PAS,AT21,NL22,MT	: z	: z	: 
PAS,AT21,NL22,NL	123 	: 	262 
PAS,AT21,NL23,NL	: 	: 	16 
PAS,AT21,NL31,AT	49 	: 	: c
PAS,AT21,NL31,CY	: z	: z	: 
PAS,AT21,NL31,MT	: z	: z	: 
PAS,AT21,NL31,NL	201 	: 	445 
PAS,AT21,NL32,AT	320 	: 	: c
PAS,AT21,NL32,CY	: z	: z	: 
PAS,AT21,NL32,MT	: z	: z	: 
PAS,AT21,NL32,NL	240 	: 	519 
PAS,AT21,NL33,AT	38 	: 	: 
PAS,AT21,NL33,CY	: z	: z	: 
PAS,AT21,NL33,MT	: z	: z	: 
PAS,AT21,NL33,NL	212 	: 	465 
PAS,AT21,NL34,NL	: 	: 	16 
PAS,AT21,NL41,AT	55 	: 	: c
PAS,AT21,NL41,CY	: z	: z	: 
PAS,AT21,NL41,MT	: z	: z	: 
PAS,AT21,NL41,NL	: 	: 	154 
PAS,AT21,NL42,CY	: 	: z	: 
PAS,AT21,NL42,MT	: 	: z	: 
PAS,AT21,NL42,NL	: 	: 	51 
PAS,AT21,NO01,AT	: 	: 	: c
PAS,AT21,NO01,CY	: 	: z	: 
PAS,AT21,NO01,MT	: 	: z	: 
PAS,AT21,NO05,AT	: 	: 	: c
PAS,AT21,NO05,CY	: 	: z	: 
PAS,AT21,NO05,MT	: 	: z	: 
PAS,AT21,NO06,AT	: 	: 	: c
PAS,AT21,NO06,CY	: 	: z	: 
PAS,AT21,NO06,MT	: 	: z	: 
PAS,AT21,PL11,PL	2 	4 	: 
PAS,AT21,PL12,AT	724 	: 	: c
PAS,AT21,PL12,CY	: z	: z	: 
PAS,AT21,PL12,MT	: z	: z	: 
PAS,AT21,PL12,PL	38 	226 	78 
PAS,AT21,PL21,AT	2258 	: 	: c
PAS,AT21,PL21,CY	: z	: z	: 
PAS,AT21,PL21,MT	: z	: z	: 
PAS,AT21,PL21,PL	5 	17 	12 
PAS,AT21,PL22,PL	57 	138 	33 
PAS,AT21,PL31,PL	: 	8 	1 
PAS,AT21,PL32,PL	: 	: 	2 
PAS,AT21,PL34,PL	: 	4 	2 
PAS,AT21,PL41,PL	2 	4 	4 
PAS,AT21,PL42,PL	: 	: 	2 
PAS,AT21,PL43,PL	: 	: 	1 
PAS,AT21,PL51,PL	: 	4 	3 
PAS,AT21,PL52,PL	: 	: 	2 
PAS,AT21,PL61,PL	: 	: 	1 
PAS,AT21,PL62,PL	: 	4 	: 
PAS,AT21,PL63,PL	: 	8 	8 
PAS,AT21,PT17,AT	: 	: 	: c
PAS,AT21,PT17,CY	: 	: z	: 
PAS,AT21,PT17,MT	: 	: z	: 
PAS,AT21,RO,AT	: 	: 	: c
PAS,AT21,RO11,CY	: 	: z	: 
PAS,AT21,RO11,MT	: 	: z	: 
PAS,AT21,RO12,AT	450 	: 	: 
PAS,AT21,RO12,CY	: z	: z	: 
