unit,geo\time	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 
NR,FIXXX	8.01 p	11.29 	7.45 	8.33 	1 	2.33 	0.5 	0.5 	1.2 	: 	1.2 	1.17 	1 	3.17 	0.75 	: 	: 	: 	0.5 	: 	0.75 	: 	0.75 	: 	: 	2 	: 	1 	1.5 	0.5 	1 	2 	: 	: 	: 	: 
NR,FIZ	1.25 p	1.87 	0.78 	2.22 	3.51 	0.17 	1.73 	1.58 	2.5 	1 	1.82 	2.92 	0.75 	1.5 	2.7 	0.95 	3.48 	2.16 	0.5 	0.63 	0.25 	0.5 	1 	0.17 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 
NR,FIZZ	1.25 p	1.87 	0.78 	2.22 	3.51 	0.17 	1.73 	1.58 	2.5 	1 	1.82 	2.92 	0.75 	1.5 	2.7 	0.95 	3.48 	2.16 	0.5 	0.63 	0.25 	0.5 	1 	0.17 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 
NR,FIZZZ	1.25 p	1.87 	0.78 	2.22 	3.51 	0.17 	1.73 	1.58 	2.5 	1 	1.82 	2.92 	0.75 	1.5 	2.7 	0.95 	3.48 	2.16 	0.5 	0.63 	0.25 	0.5 	1 	0.17 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 
NR,FR	6995.99 p	8889.86 	8454.13 	8637.35 	8721.42 	8642.44 	8501.26 	8387.56 	8342.49 	7961.59 	7450.03 	7302.45 	7312.64 	7211.66 	6776.71 	6251.81 	5627.12 	5143.35 	4997.57 	4785.86 	4631.69 	4922.65 	4906.12 	5016.06 	4781.09 	4359.69 	3831.29 	3656.98 	3274.4 	3128.67 	2911.15 	2768.67 	2379.04 	2094.04 	1225.02 	304.02 
NR,FR1	2359.57 p	3022.4 	2843.98 	3044.85 	3155.6 	3136.99 	3135.29 	3051.78 	3341.41 	3123.01 	2810.62 	2926.99 	2923.76 	3016.34 	2858.2 	2559.26 	2246.56 	2160.04 	2083.27 	1989.93 	1983.32 	2207.17 	2146.54 	2128.2 	2126.34 	1932.02 	1767.21 	1708.8 	1527.81 	1542.51 	1435.19 	1431.26 	1239.57 	1140.68 	650.84 	158.75 
NR,FR10	2359.57 p	3022.4 	2843.98 	3044.85 	3155.6 	3136.99 	3135.29 	3051.78 	3341.41 	3123.01 	2810.62 	2926.99 	2923.76 	3016.34 	2858.2 	2559.26 	2246.56 	2160.04 	2083.27 	1989.93 	1983.32 	2207.17 	2146.54 	2128.2 	2126.34 	1932.02 	1767.21 	1708.8 	1527.81 	1542.51 	1435.19 	1431.26 	1239.57 	1140.68 	650.84 	158.75 
NR,FR101	508.95 p	710.67 	679.16 	769.67 	804.7 	780.74 	771.82 	765.43 	879.58 	849.95 	781.93 	797.58 	745.51 	785.4 	742.9 	679.39 	572.3 	461.96 	524.02 	492.6 	483.09 	516.14 	507.1 	576.67 	591 	719.1 	654.89 	686.62 	597.13 	636.28 	632.85 	575.26 	523.44 	505.65 	266.46 	55.2 
NR,FR102	177.49 p	226.73 	180.51 	197.01 	184.88 	251.31 	182.08 	163.62 	205.17 	202.45 	177.25 	175.55 	133.39 	126.26 	151.17 	135.76 	133.6 	111.81 	103.55 	108.92 	90.91 	105.78 	91.66 	96.55 	94.47 	75.71 	94.44 	89.13 	59.83 	84.1 	51.7 	66.35 	52.32 	37.07 	24.83 	4.17 
NR,FR103	405.66 p	513.67 	446.99 	429.02 	497.4 	508.05 	511.32 	521.5 	565.29 	464.47 	477.9 	458.24 	462.01 	485.04 	472.32 	429.24 	341.37 	356.73 	277.78 	306.14 	320.15 	339.72 	370.01 	336.13 	314.87 	315.22 	272.54 	230.6 	217.72 	220.15 	191.81 	208.46 	164.96 	148.78 	97.57 	22 
NR,FR104	390.91 p	412.26 	419.13 	427.6 	429.88 	416.38 	379.58 	336.79 	411.58 	370.2 	299.12 	345.85 	312.5 	298.97 	262.57 	237.64 	215.45 	218.02 	214.33 	186.98 	180.5 	237.8 	175.97 	210.41 	172.61 	170.85 	152.79 	148.82 	150.96 	154.19 	131.12 	149.33 	98.38 	109.76 	54.38 	17.02 
NR,FR105	530.76 p	655.89 	654.31 	753.01 	732.63 	638.85 	738.08 	711.1 	666.82 	629.81 	473.22 	502.93 	603.56 	629.03 	551.27 	489.58 	435.46 	582.92 	550.08 	489.18 	525.07 	591.72 	600.83 	518.16 	560.48 	309.19 	281.48 	266.02 	245.62 	216.82 	195.73 	201.39 	199.2 	169.18 	103.77 	34.2 
NR,FR106	63.87 p	74.55 	70.88 	66.77 	76.71 	90.42 	85.93 	96.74 	86.52 	91.45 	86.93 	102.41 	101.01 	98.32 	85.99 	81.77 	98.36 	90.68 	101.43 	87.27 	92.06 	113.26 	124.68 	114.77 	132.75 	85.86 	75.09 	70.6 	75.01 	78.6 	75.07 	69.93 	59.88 	39.95 	34.23 	10.5 
NR,FR107	191.12 p	272.7 	237.43 	258.68 	288.62 	290.85 	295.79 	302.97 	338.99 	350.27 	370.57 	392.26 	363.87 	379.29 	371.08 	335.25 	314.04 	192.28 	182.99 	167.75 	160.98 	173.53 	136.96 	135.09 	119.27 	136.86 	106.95 	100.63 	82.86 	76.54 	80.13 	86.37 	82.48 	70.73 	46.68 	6.08 
NR,FR108	90.82 p	155.91 	155.57 	143.08 	140.79 	160.36 	170.68 	153.64 	187.46 	164.41 	143.69 	152.17 	201.92 	214.03 	220.9 	170.63 	136 	145.64 	129.08 	151.09 	130.55 	129.22 	139.34 	140.43 	140.88 	119.23 	129.04 	116.38 	98.67 	75.83 	76.78 	74.18 	58.92 	59.56 	22.92 	9.58 
NR,FR2	715.18 p	924.39 	911.23 	854.87 	906.27 	899.34 	895.71 	971.44 	913.75 	947.31 	834.74 	827.6 	877.13 	870.48 	813.48 	789.21 	750.84 	622.85 	630.45 	591.24 	534.33 	574.21 	569.85 	606.61 	567.48 	470.53 	408.13 	343.64 	330.53 	297.23 	289 	262.77 	213.78 	200.86 	107.78 	30.67 
NR,FR21	83.99 p	89.58 	78.37 	77.26 	66.56 	64.71 	95.78 	77.3 	70.88 	83.8 	83.23 	74.63 	92.72 	86.59 	71.26 	81.54 	55.73 	52.68 	46.98 	65.43 	59.05 	68.75 	64.28 	68.54 	61.76 	52.53 	54.58 	27.08 	35.1 	36.25 	26.92 	28.75 	22.83 	23 	8.33 	5 
NR,FR211	16.58 p	27.53 	15.52 	10.88 	15.17 	12.83 	23.55 	13.05 	9.21 	15.21 	16.17 	8.67 	14.17 	12.17 	14.39 	14.17 	8.62 	12.62 	6.5 	27.73 	16.67 	22.45 	19.48 	13.12 	9.93 	6.25 	13.5 	4.25 	6 	11 	3.33 	3 	1.83 	2.5 	2 	1 
NR,FR212	14.16 p	13.67 	14.8 	13.87 	8.67 	6.53 	10.57 	12.58 	7.33 	11.92 	10.83 	9.7 	17.39 	23 	12 	21.75 	7.83 	6 	8.9 	7.98 	3.5 	8.33 	11.5 	17.83 	10.33 	7.5 	11 	4 	5.33 	7.5 	8 	11.25 	7 	8.83 	3.67 	: 
NR,FR213	46.75 p	43.21 	41.88 	46.76 	36.98 	37.42 	54.23 	39.61 	44.08 	41.76 	44.6 	41.6 	43.86 	35.89 	35.15 	36.54 	33.67 	26.57 	23.58 	18.75 	28.77 	28.47 	23.47 	31.08 	36.33 	33.58 	24.75 	14 	19.93 	15.75 	13.58 	13.5 	13 	11 	2.67 	2 
NR,FR214	6.5 p	5.17 	6.17 	5.75 	5.75 	7.92 	7.43 	12.06 	10.25 	14.92 	11.63 	14.67 	17.3 	15.53 	9.72 	9.08 	5.62 	7.5 	8 	10.97 	10.11 	9.5 	9.83 	6.5 	5.17 	5.2 	5.33 	4.83 	3.83 	2 	2 	1 	1 	0.67 	: 	2 
NR,FR22	101.38 p	166.74 	154.63 	125.08 	145.65 	158.92 	135.91 	189.42 	151.88 	139.21 	130.38 	138.7 	139.55 	142.31 	165.47 	153.14 	123.73 	97.24 	111.81 	90.45 	107.56 	124.98 	105.05 	119.97 	111.75 	97.67 	86.92 	84.57 	60.78 	77.58 	53.02 	56.25 	38.24 	40.18 	27.08 	3.5 
NR,FR221	4.64 p	8.61 	15.55 	9.44 	14 	14.42 	17.08 	30.45 	10.12 	13.08 	14.73 	8.82 	22.32 	13.83 	12.42 	15.63 	15 	7.83 	7.92 	4.2 	12.17 	13.53 	10.83 	10.17 	11.17 	14.82 	7.67 	9.33 	11.83 	8.33 	6.67 	6.75 	3.82 	7.5 	1.5 	1 
NR,FR222	73 p	110.45 	110.04 	95.22 	101.69 	109.86 	93.77 	120.47 	104.7 	95.41 	99.6 	106.1 	99.12 	90.66 	118.7 	111.45 	83.44 	68.74 	79.19 	64.43 	78.49 	97.86 	79.88 	93.64 	81.85 	67.43 	67.6 	61.62 	42.72 	58 	35.35 	36.5 	26.75 	31.18 	23.58 	2 
NR,FR223	23.75 p	47.68 	29.04 	20.42 	29.96 	34.65 	25.05 	38.5 	37.07 	30.72 	16.05 	23.79 	18.12 	37.81 	34.35 	26.06 	25.29 	20.67 	24.7 	21.82 	16.9 	13.58 	14.33 	16.17 	18.73 	15.42 	11.65 	13.62 	6.23 	11.25 	11 	13 	7.67 	1.5 	2 	0.5 
NR,FR23	162.68 p	226.24 	227.17 	207.14 	238.6 	220.34 	236.93 	226.39 	188.07 	208.18 	167.18 	170.09 	165.81 	190.83 	156.15 	149.52 	150.34 	117.76 	96.78 	86.92 	81.65 	85.09 	102.95 	97.52 	94.58 	83.58 	70.58 	61.64 	62.41 	51.11 	49.08 	54.1 	40.24 	34.83 	24.42 	11.5 
NR,FR231	57.23 p	92.57 	73.9 	75 	80.34 	69.54 	97.12 	80.77 	83.23 	103.8 	74.17 	84.7 	77.38 	99.5 	65.04 	68.65 	60.96 	45.73 	51.8 	41.63 	40.07 	34.39 	45.25 	43.63 	41.17 	43.17 	31.25 	34.17 	26.14 	20.15 	12.08 	12.67 	10.58 	11.5 	5.75 	2.5 
NR,FR232	105.45 p	133.67 	153.27 	132.14 	158.26 	150.8 	139.81 	145.62 	104.84 	104.38 	93.01 	85.38 	88.44 	91.33 	91.1 	80.87 	89.39 	72.03 	44.98 	45.29 	41.58 	50.7 	57.7 	53.89 	53.42 	40.42 	39.33 	27.48 	36.27 	30.96 	37 	41.43 	29.66 	23.33 	18.67 	9 
NR,FR24	212.04 p	244.72 	252.64 	260.46 	265.1 	233.3 	247.59 	280.67 	271.65 	266.16 	219.19 	232.35 	259.27 	256.53 	211.17 	215.83 	228.65 	181.51 	180.96 	185.47 	141.35 	136.45 	134.51 	134.47 	119.81 	110.08 	98.58 	86.4 	78.02 	63.42 	71.6 	54.42 	52.3 	29.89 	22.78 	4.5 
NR,FR241	30.75 p	32.33 	34.67 	35.03 	41.31 	30.98 	26.17 	33.39 	36.54 	37.08 	38.63 	14.43 	22.92 	28.65 	26.03 	22.42 	23.67 	25.03 	34.5 	27.93 	23.33 	26 	19.62 	14 	20.22 	17.69 	17.25 	14.67 	9.5 	11.94 	8.4 	4.33 	6.73 	3.5 	5.58 	: 
NR,FR242	33.05 p	38.38 	50.26 	49.31 	47.14 	39.31 	36.33 	43.92 	43.98 	42.76 	24.87 	46.83 	41.8 	47.65 	37.72 	35.15 	27.38 	34.5 	24.63 	28.65 	20.75 	24.83 	18.7 	28.58 	16.7 	23.48 	20.07 	13.23 	17.25 	10.25 	15.12 	3.83 	5.2 	6.5 	5.75 	0.5 
NR,FR243	10.96 p	20.5 	11.83 	16.33 	29.62 	21.31 	24.17 	23.92 	21.48 	25.65 	22.15 	23.73 	25.33 	32.58 	26.17 	33.63 	21.67 	17 	13.33 	11.67 	2.83 	6.75 	12.5 	10.83 	6.83 	7.25 	7.67 	5.5 	12.75 	2.33 	4 	5 	5.5 	4 	0.5 	: 
NR,FR244	60.84 p	73.92 	59.89 	63.05 	46.15 	54.53 	49.84 	61.28 	61.07 	65.4 	49.03 	64.76 	60.45 	58.15 	30.55 	47.62 	47.13 	31.98 	27.63 	28.08 	22.48 	34.53 	37.21 	28.84 	28.33 	17.92 	14.83 	10 	12 	6.67 	5.33 	13.33 	8.67 	3 	2.33 	2 
NR,FR245	22.11 p	24.24 	25.75 	29.08 	29.17 	20.27 	25.14 	29.37 	15.89 	21.58 	13.5 	13.31 	24 	31.06 	17.89 	21.28 	25.88 	13.64 	15.2 	18.9 	17.92 	11.12 	15.2 	14.73 	13.95 	21.18 	11.67 	9.83 	12 	6.67 	15.58 	10.75 	5.2 	7.25 	2.7 	: 
NR,FR246	54.32 p	55.33 	70.24 	67.65 	71.71 	66.9 	85.95 	88.8 	92.69 	73.68 	71 	69.29 	84.78 	58.44 	72.81 	55.74 	82.93 	59.35 	65.68 	70.25 	54.04 	33.22 	31.28 	37.48 	33.77 	22.57 	27.1 	33.17 	14.52 	25.57 	23.17 	17.17 	21 	5.64 	5.92 	2 
NR,FR25	53.43 p	74.06 	91.7 	74.76 	102.52 	100.28 	80.63 	88.77 	106.14 	102.07 	84.79 	78.87 	84.91 	57.17 	75.31 	66.35 	68.4 	52.28 	59.63 	72.4 	51.62 	59.58 	54.58 	43.95 	39.75 	46.61 	28.98 	24.17 	17.97 	19.37 	26.25 	15.63 	17.83 	15.37 	6.17 	2 
NR,FR251	35.18 p	52.89 	64.75 	48.95 	77.72 	67.44 	53.24 	61.24 	78.17 	65.72 	63.05 	57.8 	64.41 	36.92 	62.14 	43.93 	49.32 	30.49 	32.29 	34.58 	24.87 	23.75 	25.85 	19.2 	16.5 	22.03 	10.82 	10.83 	7.08 	9.7 	7 	4.5 	5.83 	10.87 	1.67 	: 
NR,FR252	13.43 p	13.3 	16.28 	17.37 	15.97 	14.08 	19.22 	16.78 	18.32 	19.6 	11.16 	9.87 	9.42 	5.83 	5.33 	6 	5 	5.25 	14.83 	18.76 	5.75 	15.33 	14.17 	10.75 	8.08 	9.42 	5.33 	6.83 	2.53 	3.83 	3.75 	4 	5 	3 	2 	2 
NR,FR253	4.81 p	7.87 	10.67 	8.45 	8.83 	18.75 	8.16 	10.75 	9.65 	16.75 	10.58 	11.2 	11.08 	14.42 	7.83 	16.42 	14.08 	16.54 	12.5 	19.07 	21 	20.5 	14.56 	14 	15.17 	15.17 	12.83 	6.5 	8.35 	5.83 	15.5 	7.13 	7 	1.5 	2.5 	: 
NR,FR26	101.67 p	123.06 	106.73 	110.17 	87.84 	121.8 	98.88 	108.89 	125.13 	147.89 	149.98 	132.96 	134.86 	137.06 	134.12 	122.84 	123.99 	121.38 	134.28 	90.56 	93.1 	99.36 	108.49 	142.17 	139.83 	80.05 	68.48 	59.78 	76.25 	49.5 	62.13 	53.62 	42.33 	57.58 	19 	4.17 
NR,FR261	49.97 p	59.95 	47.6 	40.67 	38.8 	40.76 	43.18 	43.48 	45.78 	54.02 	60.53 	56.35 	50.1 	54.87 	44.34 	36.48 	48.66 	36.93 	67.96 	33.83 	45.8 	28.03 	29.99 	53.15 	44.37 	36.43 	30.25 	27.08 	32.42 	19.33 	21.5 	20.5 	17.5 	16.58 	8 	1.5 
NR,FR262	9.58 p	13.48 	5.95 	14.08 	6.56 	11.36 	3.92 	10.56 	14.5 	10.58 	17.7 	13.9 	28.13 	26.58 	21.58 	32.25 	16.17 	21.58 	9.5 	15.5 	8.01 	11.5 	17.5 	23.83 	12.67 	13.5 	8.15 	9.5 	6 	8.58 	7.3 	5.13 	4.83 	10.5 	2.5 	: 
NR,FR263	28.7 p	33.6 	40.67 	45.95 	29.18 	60.23 	37.3 	35.93 	52.49 	63.34 	51.52 	53.63 	42.38 	40.68 	54.53 	40.81 	43.75 	51.25 	48.08 	34.69 	31.42 	46.17 	52.33 	48.52 	65.58 	17.37 	16.08 	16.75 	25.67 	11.83 	27.08 	21.23 	13 	26.5 	7.5 	1.67 
NR,FR264	13.41 p	16.04 	12.51 	9.48 	13.3 	9.45 	14.48 	18.92 	12.37 	19.95 	20.23 	9.08 	14.25 	14.92 	13.67 	13.3 	15.42 	11.62 	8.74 	6.54 	7.88 	13.65 	8.67 	16.67 	17.21 	12.75 	14 	6.45 	12.17 	9.75 	6.25 	6.75 	7 	4 	1 	1 
NR,FR3	155.16 p	173.24 	166.26 	188.95 	177.55 	158.93 	173.68 	190.01 	174.8 	166.62 	150.53 	154.53 	163.71 	173.64 	143.02 	136.01 	119.94 	137.96 	112.11 	116.58 	130.01 	119.83 	125.3 	105.91 	108.25 	97.27 	98.4 	103.05 	96.74 	88.55 	88.65 	67.47 	77.8 	39.67 	35.17 	10.1 
NR,FR30	155.16 p	173.24 	166.26 	188.95 	177.55 	158.93 	173.68 	190.01 	174.8 	166.62 	150.53 	154.53 	163.71 	173.64 	143.02 	136.01 	119.94 	137.96 	112.11 	116.58 	130.01 	119.83 	125.3 	105.91 	108.25 	97.27 	98.4 	103.05 	96.74 	88.55 	88.65 	67.47 	77.8 	39.67 	35.17 	10.1 
NR,FR301	116.2 p	139.26 	134.62 	147.19 	147.7 	127.6 	131.41 	157.24 	135.83 	131.19 	118.98 	112.54 	110.06 	132.55 	105.97 	106.2 	88.51 	103.09 	79.73 	95.67 	99.65 	95.76 	90.66 	74.49 	79.3 	71.81 	67.98 	78.05 	72.46 	68.55 	55.95 	47.47 	64.8 	25.5 	21.67 	7.2 
NR,FR302	38.95 p	33.97 	31.64 	41.76 	29.84 	31.34 	42.26 	32.78 	38.97 	35.44 	31.54 	41.98 	53.65 	41.09 	37.05 	29.81 	31.43 	34.87 	32.38 	20.91 	30.36 	24.07 	34.64 	31.42 	28.95 	25.46 	30.42 	25 	24.28 	20 	32.7 	20 	13 	14.17 	13.5 	2.9 
NR,FR4	511.42 p	616.47 	588.37 	578.6 	639.91 	655.43 	664.25 	624.12 	567.82 	593.62 	589.61 	508.28 	563.53 	546.02 	472.24 	470.72 	428.1 	345.95 	369.69 	380.64 	361.34 	349.52 	367.18 	391.05 	367.93 	322.84 	275.33 	266.25 	234.99 	202.13 	205.66 	181.87 	129.31 	83.68 	64.1 	12.3 
NR,FR41	135.24 p	141.63 	113.78 	137.79 	158.84 	163.3 	160.29 	138.9 	133.72 	140.96 	148 	136.89 	158.7 	159.07 	151.96 	159.2 	138.12 	105.24 	128.76 	100.93 	92.32 	105.53 	112.9 	142.9 	109.72 	77.21 	80.62 	92.5 	75.04 	63.72 	61.47 	47.33 	44.88 	33.33 	22.15 	5.8 
NR,FR411	49.04 p	44.59 	38.28 	51.21 	45.2 	64.31 	53.42 	29.03 	37.73 	34.76 	43.51 	50.09 	63.51 	40.05 	46.36 	49.37 	37.82 	23.88 	20.91 	32.39 	30.25 	38.05 	44.98 	47.83 	35.72 	23.57 	25.85 	28.67 	30.04 	23.36 	22.93 	15.42 	11.9 	7.5 	9.15 	2.4 
NR,FR412	1.83 p	7.42 	5.8 	2.17 	2.67 	3.92 	2.93 	5.5 	2.08 	5.25 	4.32 	3.94 	2.69 	2 	6.31 	0.5 	1.33 	2.4 	3 	2.95 	3.52 	3.5 	1.83 	7 	7 	5 	1.2 	1.5 	4.83 	: 	4.83 	2.5 	3.31 	1.5 	: 	: 
NR,FR413	66.04 p	75.52 	63.37 	58.3 	72.66 	69.13 	78.78 	71.69 	65.43 	66.16 	75.05 	66.13 	69.36 	100.84 	80.74 	93.75 	85.89 	70.48 	83.77 	52.1 	45.6 	55.13 	56 	75.73 	52.08 	37.64 	43.57 	45.17 	32.25 	20.85 	26.54 	19.92 	25 	21.83 	9 	3.4 
NR,FR414	18.33 p	14.11 	6.33 	26.12 	38.31 	25.93 	25.16 	32.68 	28.48 	34.78 	25.12 	16.74 	23.14 	16.18 	18.55 	15.58 	13.08 	8.48 	21.08 	13.48 	12.94 	8.84 	10.08 	12.33 	14.92 	11 	10 	17.17 	7.92 	19.5 	7.17 	9.5 	4.67 	2.5 	4 	: 
NR,FR42	255.64 p	307.76 	320.17 	296.48 	351.38 	354.24 	328.72 	337.85 	314.44 	315.99 	292.57 	259.18 	265.93 	256.61 	215.63 	199.21 	189.55 	149.95 	158.28 	192.36 	188.12 	173.65 	170.08 	178.58 	187.69 	161.03 	129.4 	106.5 	112.37 	94.92 	93.62 	72.78 	42.27 	32.35 	22.45 	5 
NR,FR421	158.24 p	182.15 	204.29 	177.11 	202.82 	172.16 	149.92 	159.62 	167.07 	145.65 	156.67 	130.04 	151.46 	141.05 	122.86 	117.4 	109.39 	84.73 	95.71 	145.3 	124.89 	112 	114.81 	128.06 	135.87 	105.33 	94.13 	70.58 	70.28 	51.18 	48.87 	45.83 	15.18 	14.28 	11.7 	3 
NR,FR422	97.4 p	125.61 	115.89 	119.37 	148.56 	182.08 	178.79 	178.23 	147.38 	170.34 	135.9 	129.14 	114.47 	115.55 	92.77 	81.81 	80.16 	65.22 	62.57 	47.06 	63.23 	61.66 	55.27 	50.52 	51.81 	55.7 	35.27 	35.92 	42.08 	43.73 	44.75 	26.95 	27.08 	18.07 	10.75 	2 
NR,FR43	120.54 p	167.08 	154.42 	144.32 	129.69 	137.89 	175.24 	147.36 	119.66 	136.68 	149.04 	112.21 	138.9 	130.34 	104.65 	112.32 	100.42 	90.77 	82.65 	87.35 	80.9 	70.33 	84.2 	69.57 	70.52 	84.6 	65.32 	67.25 	47.58 	43.5 	50.57 	61.75 	42.17 	18 	19.5 	1.5 
NR,FR431	66.32 p	108.73 	86.36 	85.92 	73.15 	67.74 	98.71 	87.9 	59.48 	61.12 	84.57 	54.23 	69.13 	73.37 	56 	56.65 	60.59 	44.27 	48.21 	47.94 	46.42 	37.75 	57.5 	33.43 	42.73 	52.27 	37.98 	49.33 	27.83 	26.83 	26 	24.33 	19.58 	9.5 	9 	1 
NR,FR432	13.06 p	20.36 	24.18 	13.28 	17.75 	26.18 	18.67 	18.23 	24.62 	33.51 	30.91 	23.87 	30.03 	25.13 	29.58 	23.92 	18.7 	18.83 	12.33 	20.25 	16 	16.25 	16.17 	19.17 	10.32 	14.5 	10.33 	3.58 	6 	5.33 	5.33 	5 	4.25 	4 	6 	0.5 
NR,FR433	22.31 p	14.14 	21.63 	23.81 	21.72 	18.23 	36.69 	31.25 	27.15 	27.78 	25.75 	19.77 	29.42 	21.17 	12.12 	18.08 	11 	10 	10.92 	9.67 	6.03 	5.5 	4.6 	8.64 	9.52 	6.83 	6.9 	7.5 	4.25 	4.5 	7.5 	19.67 	8 	1 	1.5 	: 
NR,FR434	18.86 p	23.84 	22.25 	21.32 	17.07 	25.73 	21.18 	9.98 	8.41 	14.27 	7.82 	14.35 	10.32 	10.67 	6.95 	13.67 	10.12 	17.67 	11.2 	9.49 	12.45 	10.83 	5.93 	8.33 	7.95 	11 	10.1 	6.83 	9.5 	6.83 	11.73 	12.75 	10.33 	3.5 	3 	: 
NR,FR5	650.41 p	763.93 	751.93 	768.14 	699.79 	726.25 	749.68 	738.95 	679.12 	680.4 	606.88 	565.46 	539.07 	455.22 	438.36 	396 	295.73 	300.46 	338.9 	292.01 	292.52 	220.82 	256.03 	245.92 	232.38 	209.43 	185.55 	176.2 	168.61 	167.75 	140.4 	117.37 	119.14 	104.25 	62.08 	16.95 
NR,FR51	218.95 p	253.38 	286.1 	262.17 	231.7 	254.62 	245.76 	230.97 	224.72 	207.59 	203.92 	196.27 	172.96 	172.75 	178.39 	148.41 	129.35 	117.54 	122.62 	101.09 	122.99 	85.44 	101.87 	94.68 	82.95 	78.63 	65.92 	75.37 	61.92 	72.42 	60 	42.2 	49.84 	41.75 	32.5 	6.28 
NR,FR511	87.78 p	90.55 	88.69 	95.08 	95.54 	93.11 	93.66 	99.58 	96.41 	72.36 	83.5 	80.79 	53.39 	71.48 	80.18 	52.26 	59.89 	46.36 	57.41 	41.83 	44.01 	30.42 	36.99 	31.96 	39.53 	30.52 	23.08 	32.67 	22.2 	30.83 	26.67 	26.28 	21.84 	18.5 	12.5 	1.2 
NR,FR512	46.08 p	58.1 	60.75 	53.63 	49.97 	51.93 	61.27 	41.8 	41.94 	60.7 	48.77 	40.48 	32.53 	32.94 	27.19 	28.58 	32.3 	19.2 	22.62 	20.95 	23.7 	16.19 	22.72 	18.03 	19 	21.87 	16.17 	11.92 	17.75 	14 	11.17 	5.08 	7.5 	5.42 	13 	1.75 
NR,FR513	15.4 p	26.48 	31.42 	21.2 	19.4 	27.93 	26.13 	14.49 	15.82 	16.83 	11 	10.2 	18.04 	23.92 	18.25 	14.83 	5.5 	12.67 	7.79 	9.95 	11.67 	4.83 	11.33 	13.83 	7.17 	3.75 	4.5 	5.25 	4.3 	4 	4 	0.5 	3 	2.5 	2 	: 
NR,FR514	34.52 p	42.75 	65 	58.97 	38.39 	37.63 	33.31 	44.27 	39.61 	30.07 	33.56 	35.67 	32.38 	33.18 	37.6 	35.24 	22.5 	31.87 	19.14 	18.56 	35.28 	16.5 	16.92 	20.78 	9.83 	17.15 	14.5 	10.7 	8.33 	16.08 	9.17 	7.33 	9 	7.83 	4 	2.33 
NR,FR515	35.17 p	35.51 	40.23 	33.3 	28.41 	44.02 	31.39 	30.83 	30.95 	27.63 	27.09 	29.13 	36.62 	11.23 	15.17 	17.5 	9.16 	7.45 	15.65 	9.8 	8.33 	17.5 	13.91 	10.07 	7.42 	5.33 	7.67 	14.83 	9.33 	7.5 	9 	3 	8.5 	7.5 	1 	1 
NR,FR52	367.51 p	407.75 	387.31 	404.52 	368.94 	398.34 	418.71 	404.5 	342.71 	366.94 	324.95 	300.12 	263.98 	207.32 	183.02 	166.24 	116.19 	115.05 	129.53 	124.59 	109.09 	93.88 	108.69 	113.22 	102.8 	86.3 	80.13 	65.52 	73.33 	63.22 	53.93 	51.92 	42.57 	46.5 	18.25 	4.67 
NR,FR521	54.4 p	58.67 	65.66 	77.77 	65.43 	73.64 	96.52 	84.71 	81.79 	65.06 	70.17 	48.44 	54.75 	47.16 	35.9 	45.22 	27.45 	31.75 	38.67 	43.57 	44.82 	42.86 	28.52 	39.2 	34.3 	33.08 	32.13 	21.35 	19.17 	23.33 	20.02 	18.67 	13.75 	19.33 	5 	0.67 
NR,FR522	41.04 p	53.1 	58.75 	60.6 	39.15 	48.38 	37.18 	40.3 	28.91 	37.36 	35.8 	28.62 	21.62 	18.43 	20.64 	15.71 	18.83 	13.33 	20.11 	13.96 	12.39 	20.2 	18.92 	16.29 	14.5 	14.4 	9.25 	7.33 	12.5 	9.58 	6.83 	7.08 	7.23 	8.67 	6.75 	2.33 
NR,FR523	248.4 p	269.4 	236.6 	232.79 	234.68 	245.95 	261.62 	255.76 	215.1 	246.05 	193.4 	198.98 	172.21 	121.74 	110.21 	75.21 	48.52 	50.85 	55.08 	45.69 	34.92 	25.12 	53.06 	50.23 	45.02 	29.89 	32.67 	29.67 	33.41 	25.8 	21.58 	15.33 	18.58 	17 	6.5 	1.67 
NR,FR524	23.67 p	26.58 	26.3 	33.36 	29.68 	30.37 	23.39 	23.73 	16.9 	18.47 	25.58 	24.08 	15.4 	20 	16.27 	30.1 	21.39 	19.12 	15.67 	21.38 	16.97 	5.71 	8.2 	7.5 	8.98 	8.93 	6.08 	7.17 	8.25 	4.5 	5.5 	10.83 	3 	1.5 	: 	: 
NR,FR53	63.95 p	102.79 	78.52 	101.45 	99.14 	73.29 	85.21 	103.48 	111.69 	105.87 	78.02 	69.07 	102.13 	75.14 	76.95 	81.35 	50.18 	67.87 	86.75 	66.33 	60.43 	41.49 	45.47 	38.03 	46.63 	44.5 	39.5 	35.32 	33.37 	32.12 	26.47 	23.25 	26.73 	16 	11.33 	6 
