unit,nstr24,geo\time	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
THS_T,01,DE923	31 	145 	59 	29 	34 	42 	38 	78 	: 
THS_T,01,DE924	: 	: 	: 	: 	159 	137 	104 	108 	130 
THS_T,01,DE925	246 	198 	73 	77 	102 	76 	166 	127 	509 
THS_T,01,DE926	6 	57 	: 	79 	50 	18 	13 	2 	5 
THS_T,01,DE927	217 	268 	138 	81 	83 	115 	116 	407 	112 
THS_T,01,DE928	27 	89 	23 	43 	63 	55 	51 	70 	287 
THS_T,01,DE929	127 	97 	204 	208 	202 	167 	107 	113 	135 
THS_T,01,DE931	32 	39 	30 	57 	20 	16 	9 	27 	34 
THS_T,01,DE932	37 	100 	88 	58 	124 	54 	110 	111 	29 
THS_T,01,DE933	38 	32 	25 	23 	111 	39 	72 	9 	60 
THS_T,01,DE934	50 	73 	105 	81 	98 	85 	42 	53 	58 
THS_T,01,DE935	63 	76 	198 	209 	197 	101 	91 	51 	51 
THS_T,01,DE936	10 	4 	2 	3 	: 	11 	33 	: 	3 
THS_T,01,DE937	104 	121 	157 	63 	67 	137 	19 	13 	48 
THS_T,01,DE938	90 	71 	40 	107 	74 	62 	61 	92 	124 
THS_T,01,DE939	42 	53 	71 	32 	28 	190 	64 	39 	18 
THS_T,01,DE93A	145 	87 	127 	144 	58 	63 	40 	67 	83 
THS_T,01,DE93B	10 	83 	80 	107 	83 	33 	145 	94 	16 
THS_T,01,DE941	: 	: 	1 	: 	: 	: 	: 	: 	: 
THS_T,01,DE942	: 	: 	: 	: 	: 	: 	3 	: 	: 
THS_T,01,DE943	10 	57 	2 	23 	15 	7 	60 	160 	172 
THS_T,01,DE944	3 	6 	7 	11 	13 	1 	: 	6 	: 
THS_T,01,DE945	: 	: 	: 	: 	: 	: 	: 	1 	: 
THS_T,01,DE946	10 	: 	23 	5 	: 	8 	4 	26 	5 
THS_T,01,DE947	49 	106 	150 	69 	36 	67 	56 	191 	40 
THS_T,01,DE948	174 	141 	630 	77 	62 	140 	46 	123 	130 
THS_T,01,DE949	79 	212 	75 	118 	436 	30 	84 	507 	78 
THS_T,01,DE94A	9 	9 	35 	4 	19 	21 	40 	50 	43 
THS_T,01,DE94B	3 	34 	3 	4 	12 	63 	26 	38 	: 
THS_T,01,DE94C	: 	46 	14 	34 	43 	13 	18 	15 	5 
THS_T,01,DE94D	54 	56 	22 	55 	32 	29 	75 	: 	31 
THS_T,01,DE94E	169 	290 	268 	227 	155 	61 	187 	263 	67 
THS_T,01,DE94F	48 	73 	20 	36 	40 	27 	21 	139 	113 
THS_T,01,DE94G	218 	82 	58 	95 	240 	31 	20 	5 	5 
THS_T,01,DE94H	: 	: 	31 	6 	3 	26 	36 	45 	4 
THS_T,01,DEA11	25 	13 	12 	12 	16 	9 	28 	9 	13 
THS_T,01,DEA12	19 	12 	16 	3 	8 	: 	95 	30 	21 
THS_T,01,DEA13	8 	: 	: 	: 	10 	2 	29 	14 	: 
THS_T,01,DEA14	15 	7 	7 	15 	12 	2 	12 	58 	12 
THS_T,01,DEA15	: 	: 	: 	1 	7 	1 	: 	8 	: 
THS_T,01,DEA16	4 	: 	9 	4 	: 	: 	3 	1 	: 
THS_T,01,DEA17	1 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,DEA18	: 	: 	: 	: 	: 	: 	1 	7 	7 
THS_T,01,DEA19	: 	: 	: 	: 	2 	1 	: 	1 	1 
THS_T,01,DEA1B	21 	34 	23 	13 	24 	24 	19 	58 	35 
THS_T,01,DEA1C	: 	: 	70 	15 	6 	2 	586 	39 	11 
THS_T,01,DEA1D	88 	41 	81 	11 	159 	130 	51 	104 	71 
THS_T,01,DEA1E	5 	10 	62 	18 	26 	4 	3 	6 	13 
THS_T,01,DEA1F	15 	37 	51 	31 	11 	7 	125 	333 	80 
THS_T,01,DEA21	: 	4 	2 	2 	: 	2 	: 	120 	1 
THS_T,01,DEA22	: 	3 	: 	: 	2 	: 	: 	: 	: 
THS_T,01,DEA23	14 	35 	4 	2 	17 	: z	14 	35 	113 
THS_T,01,DEA24	: 	: 	2 	: 	: 	17 	23 	: 	16 
THS_T,01,DEA25	: 	12 	20 	13 	: 	7 	6 	13 	17 
THS_T,01,DEA26	44 	94 	122 	141 	106 	82 	199 	82 	256 
THS_T,01,DEA27	58 	40 	37 	127 	22 	265 	161 	42 	315 
THS_T,01,DEA28	48 	27 	101 	119 	33 	296 	45 	47 	294 
THS_T,01,DEA29	21 	: 	13 	15 	47 	38 	42 	41 	118 
THS_T,01,DEA2A	3 	: 	1 	3 	: z	: 	1 	: 	: 
THS_T,01,DEA2B	: 	: 	: 	: 	: 	: 	: 	1 	: 
THS_T,01,DEA2C	31 	23 	10 	11 	3 	11 	115 	16 	21 
THS_T,01,DEA31	: 	: 	: 	6 	: 	: 	: z	: 	17 
THS_T,01,DEA32	13 	19 	43 	7 	20 	27 	42 	16 	5 
THS_T,01,DEA33	33 	160 	15 	22 	42 	30 	77 	42 	120 
THS_T,01,DEA34	56 	32 	10 	16 	90 	65 	127 	30 	54 
THS_T,01,DEA35	47 	14 	33 	3 	42 	29 	17 	35 	46 
THS_T,01,DEA36	22 	34 	29 	39 	84 	74 	58 	115 	29 
THS_T,01,DEA37	30 	87 	241 	50 	42 	66 	98 	138 	81 
THS_T,01,DEA38	22 	115 	83 	74 	31 	78 	59 	78 	65 
THS_T,01,DEA41	: z	7 	: 	21 	6 	1 	6 	11 	42 
THS_T,01,DEA42	69 	89 	41 	78 	79 	52 	42 	45 	8 
THS_T,01,DEA43	46 	82 	47 	69 	39 	22 	89 	3 	21 
THS_T,01,DEA44	122 	101 	73 	108 	93 	36 	230 	49 	166 
THS_T,01,DEA45	52 	53 	191 	63 	130 	116 	115 	127 	148 
THS_T,01,DEA46	85 	223 	95 	81 	86 	33 	116 	217 	43 
THS_T,01,DEA47	43 	28 	37 	36 	44 	57 	100 	77 	71 
THS_T,01,DEA51	: 	16 	26 	: 	2 	: 	1 	10 	8 
THS_T,01,DEA52	10 	32 	4 	27 	15 	16 	10 	42 	1 
THS_T,01,DEA53	: 	: 	: 	: 	2 	: 	9 	: 	2 
THS_T,01,DEA54	7 	6 	40 	7 	5 	16 	69 	22 	292 
THS_T,01,DEA55	112 	: 	: 	: 	: 	: 	: 	1 	: 
THS_T,01,DEA56	: 	: 	3 	5 	2 	1 	3 	6 	6 
THS_T,01,DEA57	7 	47 	: 	8 	16 	18 	: 	133 	53 
THS_T,01,DEA58	6 	: 	9 	6 	2 	4 	1 	32 	17 
THS_T,01,DEA59	: 	: 	: 	: 	: 	: 	17 	: 	: 
THS_T,01,DEA5A	: 	: 	3 	: 	: 	3 	: z	: 	: 
THS_T,01,DEA5B	85 	62 	33 	90 	168 	130 	127 	113 	67 
THS_T,01,DEA5C	20 	33 	74 	75 	9 	48 	59 	45 	64 
THS_T,01,DEB11	: 	: 	8 	: 	3 	: 	: 	1 	: 
THS_T,01,DEB12	16 	32 	7 	25 	16 	13 	28 	34 	: 
THS_T,01,DEB13	: 	: 	: 	4 	: 	5 	: 	: 	: 
THS_T,01,DEB14	64 	45 	57 	119 	26 	37 	68 	68 	39 
THS_T,01,DEB15	31 	20 	: 	10 	: 	3 	5 	5 	24 
THS_T,01,DEB16	42 	10 	48 	3 	66 	52 	62 	35 	16 
THS_T,01,DEB17	79 	53 	55 	87 	24 	70 	59 	42 	80 
THS_T,01,DEB18	: 	14 	: 	2 	17 	13 	38 	38 	21 
THS_T,01,DEB19	119 	32 	114 	71 	26 	120 	136 	67 	115 
THS_T,01,DEB1A	39 	38 	24 	30 	19 	42 	57 	15 	14 
THS_T,01,DEB1B	4 	: 	6 	10 	2 	3 	9 	19 	68 
THS_T,01,DEB21	: 	: 	6 	: 	9 	: 	: 	: 	36 
THS_T,01,DEB22	8 	50 	: 	1 	20 	11 	8 	: 	9 
THS_T,01,DEB23	3 	17 	17 	11 	3 	10 	11 	2 	6 
THS_T,01,DEB24	: 	6 	5 	4 	5 	18 	15 	10 	6 
THS_T,01,DEB25	20 	9 	4 	: 	2 	: z	22 	32 	9 
THS_T,01,DEB31	: 	1 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,DEB32	: 	: 	: 	: 	: z	3 	: 	1 	: 
THS_T,01,DEB33	: 	: 	: 	: 	: z	4 	6 	: 	: 
THS_T,01,DEB34	40 	: 	94 	4 	6 	2 	7 	13 	20 
THS_T,01,DEB35	53 	: 	34 	56 	34 	: 	43 	7 	36 
THS_T,01,DEB36	: 	: 	: 	5 	: 	: 	9 	: 	: 
THS_T,01,DEB37	: 	: 	: 	: 	: 	: 	2 	: 	5 
THS_T,01,DEB38	: 	: 	: 	68 	: 	: 	: 	4 	: 
THS_T,01,DEB39	61 	8 	29 	73 	39 	21 	267 	7 	31 
THS_T,01,DEB3A	: 	: 	1 	: 	10 	3 	: 	7 	: 
THS_T,01,DEB3B	37 	33 	40 	24 	17 	18 	34 	53 	7 
THS_T,01,DEB3C	29 	7 	6 	5 	4 	2 	3 	16 	3 
THS_T,01,DEB3D	38 	7 	41 	30 	10 	24 	34 	16 	10 
THS_T,01,DEB3E	8 	13 	12 	7 	69 	62 	32 	25 	4 
THS_T,01,DEB3F	3 	6 	5 	9 	7 	9 	18 	1 	9 
THS_T,01,DEB3G	5 	27 	24 	23 	4 	35 	: 	8 	4 
THS_T,01,DEB3H	: 	: 	4 	6 	: 	: 	: z	: 	6 
THS_T,01,DEB3I	: 	28 	7 	11 	: 	24 	3 	26 	: 
THS_T,01,DEB3J	35 	34 	38 	77 	74 	136 	102 	67 	26 
THS_T,01,DEB3K	: 	6 	3 	8 	2 	: 	8 	1 	: 
THS_T,01,DEC01	5 	8 	14 	7 	4 	: z	24 	3 	11 
THS_T,01,DEC02	10 	2 	6 	: 	: 	1 	: 	1 	8 
THS_T,01,DEC03	: 	: 	: 	: 	: 	: z	: 	: 	: 
THS_T,01,DEC04	28 	5 	: 	20 	4 	3 	1 	78 	15 
THS_T,01,DEC05	: 	: 	8 	: 	2 	3 	: z	10 	: 
THS_T,01,DEC06	: z	: 	5 	4 	: 	3 	: 	7 	7 
THS_T,01,DED11	15 	6 	: 	29 	: 	2 	: 	6 	20 
THS_T,01,DED12	: 	23 	47 	: 	4 	5 	: 	1 	15 
THS_T,01,DED13	21 	: 	: 	: 	: 	5 	15 	: 	4 
THS_T,01,DED14	65 	: 	: 	8 	: 	: 	4 	4 	3 
THS_T,01,DED15	132 	118 	11 	9 	44 	123 	35 	159 	180 
THS_T,01,DED16	119 	101 	426 	66 	115 	197 	79 	91 	43 
THS_T,01,DED17	257 	119 	169 	402 	160 	85 	113 	60 	17 
THS_T,01,DED18	25 	5 	11 	9 	21 	3 	8 	7 	: 
THS_T,01,DED19	56 	92 	29 	83 	54 	51 	186 	49 	15 
THS_T,01,DED1A	20 	45 	2 	12 	: 	: 	17 	23 	: 
THS_T,01,DED1B	: 	: 	: 	5 	: 	3 	23 	: z	1 
THS_T,01,DED1C	38 	16 	: 	52 	5 	246 	72 	15 	89 
THS_T,01,DED21	10 	36 	83 	30 	98 	33 	10 	54 	15 
THS_T,01,DED22	: 	: 	: 	: z	16 	: 	: 	: 	: 
THS_T,01,DED23	: 	: 	18 	: 	14 	5 	7 	37 	17 
THS_T,01,DED24	18 	121 	137 	148 	100 	375 	89 	233 	248 
THS_T,01,DED25	13 	52 	227 	87 	16 	51 	45 	59 	36 
THS_T,01,DED26	85 	9 	139 	14 	26 	110 	30 	76 	152 
THS_T,01,DED27	277 	114 	187 	40 	47 	269 	109 	133 	159 
THS_T,01,DED28	75 	99 	105 	30 	26 	47 	14 	100 	89 
THS_T,01,DED29	51 	20 	69 	38 	46 	16 	45 	86 	142 
THS_T,01,DED2A	53 	66 	111 	47 	: 	6 	21 	36 	78 
THS_T,01,DED2B	58 	1 	28 	46 	: 	31 	323 	54 	75 
THS_T,01,DED31	18 	34 	43 	: 	20 	46 	3 	5 	1 
THS_T,01,DED32	105 	218 	393 	81 	163 	286 	153 	152 	354 
THS_T,01,DED33	157 	44 	71 	63 	76 	70 	6 	26 	391 
THS_T,01,DED34	83 	142 	211 	130 	170 	102 	78 	89 	125 
THS_T,01,DED35	99 	59 	307 	134 	92 	190 	216 	161 	109 
THS_T,01,DED36	54 	137 	121 	80 	27 	212 	90 	61 	78 
THS_T,01,DEE02	32 	50 	41 	6 	9 	: 	11 	64 	56 
THS_T,01,DEE03	128 	179 	156 	239 	67 	55 	110 	122 	1129 
THS_T,01,DEE04	96 	64 	132 	111 	40 	75 	92 	219 	180 
THS_T,01,DEE0D	128 	228 	156 	145 	146 	209 	64 	291 	151 
THS_T,01,DEE11	7 	5 	: 	18 	: 	: 	8 	6 	: 
THS_T,01,DEE12	159 	42 	125 	161 	52 	53 	31 	89 	65 
THS_T,01,DEE13	123 	91 	143 	187 	211 	76 	91 	91 	71 
THS_T,01,DEE14	64 	63 	6 	48 	51 	40 	79 	36 	51 
THS_T,01,DEE15	44 	99 	167 	146 	88 	97 	4 	70 	85 
THS_T,01,DEE16	100 	175 	125 	273 	46 	9 	172 	60 	309 
THS_T,01,DEE22	350 	341 	195 	199 	151 	212 	106 	167 	49 
THS_T,01,DEE23	138 	129 	167 	217 	163 	72 	96 	95 	35 
THS_T,01,DEE24	156 	247 	293 	152 	141 	253 	430 	417 	237 
THS_T,01,DEE25	128 	78 	219 	89 	306 	97 	62 	160 	380 
THS_T,01,DEE26	90 	51 	58 	26 	87 	114 	244 	46 	48 
THS_T,01,DEE27	9 	42 	: 	22 	26 	111 	61 	213 	49 
THS_T,01,DEE32	102 	102 	216 	174 	239 	173 	70 	87 	56 
THS_T,01,DEE33	336 	244 	203 	155 	66 	395 	137 	250 	231 
THS_T,01,DEE34	296 	164 	97 	124 	210 	172 	527 	247 	307 
THS_T,01,DEE35	6 	95 	125 	89 	241 	176 	58 	98 	92 
THS_T,01,DEE36	78 	98 	73 	294 	109 	437 	205 	98 	111 
THS_T,01,DEE38	66 	22 	60 	28 	14 	52 	5 	97 	34 
THS_T,01,DEE39	25 	121 	155 	106 	183 	227 	113 	345 	36 
THS_T,01,DEE3A	: 	: 	15 	: 	11 	133 	20 	4 	53 
THS_T,01,DEF01	11 	: 	8 	41 	13 	: 	: 	1 	33 
THS_T,01,DEF02	48 	40 	13 	14 	13 	4 	56 	5 	: 
THS_T,01,DEF03	79 	125 	164 	68 	89 	64 	62 	94 	154 
THS_T,01,DEF04	3 	: 	: 	8 	4 	16 	: 	: 	4 
THS_T,01,DEF05	27 	98 	120 	44 	116 	21 	182 	120 	134 
THS_T,01,DEF06	96 	151 	90 	261 	236 	254 	222 	868 	143 
THS_T,01,DEF07	85 	54 	62 	157 	163 	299 	50 	147 	106 
THS_T,01,DEF08	307 	250 	417 	380 	541 	489 	718 	356 	754 
THS_T,01,DEF09	28 	45 	9 	26 	25 	17 	45 	38 	5 
THS_T,01,DEF0A	103 	197 	73 	121 	112 	340 	94 	57 	220 
THS_T,01,DEF0B	230 	344 	143 	198 	310 	364 	218 	328 	173 
THS_T,01,DEF0C	135 	119 	64 	109 	82 	282 	157 	159 	100 
THS_T,01,DEF0D	146 	93 	58 	75 	118 	115 	185 	172 	79 
THS_T,01,DEF0E	75 	97 	206 	74 	78 	73 	55 	60 	110 
THS_T,01,DEF0F	57 	87 	63 	77 	48 	132 	81 	77 	183 
THS_T,01,DEG01	97 	130 	127 	84 	301 	184 	200 	118 	45 
THS_T,01,DEG02	122 	76 	30 	78 	119 	: 	36 	: 	5 
THS_T,01,DEG03	23 	40 	: 	65 	9 	: 	15 	7 	: 
THS_T,01,DEG04	: 	: 	: 	: 	: 	6 	: 	: 	: 
THS_T,01,DEG05	26 	25 	28 	27 	21 	78 	1 	: 	: 
THS_T,01,DEG06	214 	169 	151 	87 	227 	110 	127 	88 	50 
THS_T,01,DEG07	113 	60 	208 	156 	210 	98 	78 	73 	6 
THS_T,01,DEG09	238 	265 	206 	93 	164 	219 	194 	45 	228 
THS_T,01,DEG0A	35 	181 	39 	155 	155 	234 	171 	55 	165 
THS_T,01,DEG0B	86 	1 	9 	23 	12 	65 	38 	7 	32 
THS_T,01,DEG0C	74 	102 	35 	109 	139 	83 	55 	67 	55 
THS_T,01,DEG0D	182 	179 	114 	120 	237 	113 	310 	427 	119 
THS_T,01,DEG0E	63 	11 	: 	: 	84 	2 	11 	1 	7 
THS_T,01,DEG0F	33 	62 	65 	44 	50 	59 	234 	45 	22 
THS_T,01,DEG0G	76 	92 	123 	140 	63 	191 	141 	274 	257 
THS_T,01,DEG0H	7 	4 	: 	: 	2 	: 	5 	: 	9 
THS_T,01,DEG0I	50 	108 	21 	96 	73 	33 	161 	169 	: 
THS_T,01,DEG0J	96 	70 	124 	120 	36 	206 	144 	120 	92 
THS_T,01,DEG0K	94 	145 	289 	19 	80 	190 	205 	10 	118 
THS_T,01,DEG0L	91 	65 	40 	54 	46 	228 	169 	105 	47 
THS_T,01,DEG0M	139 	88 	111 	64 	101 	117 	35 	38 	65 
THS_T,01,DEG0N	18 	8 	10 	22 	16 	22 	16 	8 	22 
THS_T,01,DEG0P	49 	206 	472 	194 	104 	180 	26 	110 	20 
THS_T,01,DK001	24 	: 	8 	12 	18 	14 	: z	15 	: 
THS_T,01,DK002	: 	8 	39 	42 	9 	: 	1 	: 	102 
THS_T,01,DK003	109 	10 	79 	114 	12 	160 	121 	118 	: 
THS_T,01,DK004	: 	186 	10 	107 	368 	306 	1241 	226 	565 
THS_T,01,DK005	74 	628 	408 	655 	728 	965 	1102 	1263 	979 
THS_T,01,DK006	1276 	709 	648 	1560 	1736 	1819 	1413 	1294 	984 
THS_T,01,DK009	348 	164 	324 	445 	994 	429 	650 	272 	367 
THS_T,01,DK00A	990 	367 	90 	127 	168 	127 	211 	188 	206 
THS_T,01,DK00B	618 	468 	1114 	204 	404 	149 	477 	540 	463 
THS_T,01,DK00C	: 	270 	281 	342 	555 	513 	361 	463 	416 
THS_T,01,DK00D	: 	1072 	2392 	1254 	1174 	1293 	1100 	910 	969 
THS_T,01,DK00E	: 	769 	193 	456 	534 	141 	459 	405 	906 
THS_T,01,DK00F	: 	1167 	797 	614 	1092 	1086 	1125 	286 	445 
THS_T,01,DK014	565 	: 	10 	: 	: 	: 	144 	: 	455 
THS_T,01,DK031	1233 	1023 	844 	660 	464 	487 	767 	888 	1426 
THS_T,01,EE001	172 	101 	8 	98 	82 	: 	: 	: 	: 
THS_T,01,EE004	33 	2 	27 	6 	35 	: 	: 	: 	: 
THS_T,01,EE006	733 	69 	259 	290 	192 	: 	: 	: 	: 
THS_T,01,EE007	: 	: 	: 	5 	: 	: 	: 	: 	: 
THS_T,01,EE008	144 	42 	112 	115 	70 	: 	: 	: 	: 
THS_T,01,EL111	84 	621 	357 	2186 	187 	: 	: 	: 	: 
THS_T,01,EL112	28 	907 	: 	292 	275 	: 	: 	: 	: 
THS_T,01,EL113	91 	640 	85 	180 	120 	: 	: 	: 	: 
THS_T,01,EL114	13 	24 	88 	551 	66 	: 	: 	: 	: 
THS_T,01,EL115	51 	92 	75 	332 	37 	: 	: 	: 	: 
THS_T,01,EL121	: 	: 	139 	: 	7 	: 	: 	: 	: 
THS_T,01,EL122	60 	1041 	115 	1438 	500 	: 	: 	: 	: 
THS_T,01,EL123	: 	37 	26 	172 	16 	: 	: 	: 	: 
THS_T,01,EL124	17 	: 	: 	: 	120 	: 	: 	: 	: 
THS_T,01,EL125	54 	: 	13 	35 	: 	: 	: 	: 	: 
THS_T,01,EL126	136 	135 	558 	145 	122 	: 	: 	: 	: 
THS_T,01,EL127	53 	14 	74 	: 	: 	: 	: 	: 	: 
THS_T,01,EL131	18 	32 	65 	134 	42 	: 	: 	: 	: 
THS_T,01,EL132	: 	20 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,EL133	127 	13 	143 	673 	: 	: 	: 	: 	: 
THS_T,01,EL134	: 	: 	: 	22 	: 	: 	: 	: 	: 
THS_T,01,EL141	27 	15 	: 	47 	227 	: 	: 	: 	: 
THS_T,01,EL142	46 	446 	192 	412 	643 	: 	: 	: 	: 
THS_T,01,EL143	339 	19 	54 	79 	158 	: 	: 	: 	: 
THS_T,01,EL144	14 	83 	317 	231 	236 	: 	: 	: 	: 
THS_T,01,EL211	20 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,EL213	708 	883 	258 	: 	: 	: 	: 	: 	: 
THS_T,01,EL214	72 	541 	49 	398 	: 	: 	: 	: 	: 
THS_T,01,EL231	65 	13 	: 	11 	: 	: 	: 	: 	: 
THS_T,01,EL232	: 	: 	76 	38 	: 	: 	: 	: 	: 
THS_T,01,EL233	63 	: 	23 	117 	76 	: 	: 	: 	: 
THS_T,01,EL241	165 	36 	87 	225 	126 	: 	: 	: 	: 
THS_T,01,EL242	179 	115 	70 	908 	78 	: 	: 	: 	: 
THS_T,01,EL244	449 	148 	51 	284 	59 	: 	: 	: 	: 
THS_T,01,EL252	12 	: 	: 	: 	18 	: 	: 	: 	: 
THS_T,01,EL253	23 	168 	83 	201 	260 	: 	: 	: 	: 
THS_T,01,EL254	13 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,EL255	: 	: 	36 	: 	9 	: 	: 	: 	: 
THS_T,01,EL300	111 	103 	19 	542 	1623 	: 	: 	: 	: 
THS_T,01,EL411	: 	9 	11 	19 	56 	: 	: 	: 	: 
THS_T,01,EL421	: 	: 	28 	: 	1 	: 	: 	: 	: 
THS_T,01,EL422	5 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,01,EL431	: 	145 	7 	: 	51 	: 	: 	: 	: 
THS_T,01,EL433	: 	: 	14 	: 	: 	: 	: 	: 	: 
THS_T,01,EL434	15 	: 	14 	42 	19 	: 	: 	: 	: 
THS_T,01,ES111	815 	1137 	784 	638 	1143 	986 	559 	783 	647 
THS_T,01,ES112	278 	398 	444 	12 	150 	93 	33 	21 	10 
THS_T,01,ES113	: 	47 	26 	140 	70 	46 	9 	9 	20 
THS_T,01,ES114	322 	1447 	309 	1077 	1169 	762 	331 	323 	417 
THS_T,01,ES12	: 	: 	: 	: 	28 	425 	52 	16 	47 
THS_T,01,ES120	30 	267 	27 	153 	28 	425 	52 	16 	47 
THS_T,01,ES13	: 	: 	: 	: 	547 	309 	335 	221 	421 
THS_T,01,ES130	69 	593 	346 	231 	547 	309 	335 	221 	421 
THS_T,01,ES211	29 	103 	90 	95 	112 	84 	198 	39 	114 
THS_T,01,ES212	138 	55 	397 	63 	34 	95 	90 	79 	111 
THS_T,01,ES213	96 	52 	93 	52 	537 	786 	614 	619 	487 
THS_T,01,ES22	: 	: 	: 	: 	665 	560 	789 	539 	498 
THS_T,01,ES220	987 	903 	625 	646 	665 	560 	789 	539 	498 
THS_T,01,ES23	: 	: 	: 	: 	136 	134 	78 	165 	200 
THS_T,01,ES230	103 	216 	278 	198 	136 	134 	78 	165 	200 
THS_T,01,ES241	1107 	1294 	519 	754 	1557 	1049 	819 	1066 	810 
THS_T,01,ES242	271 	332 	258 	263 	534 	179 	186 	218 	314 
THS_T,01,ES243	810 	1372 	847 	1548 	1570 	861 	810 	838 	980 
THS_T,01,ES3	: 	: 	: 	: 	462 	263 	287 	156 	236 
THS_T,01,ES300	371 	177 	201 	143 	462 	263 	287 	156 	236 
THS_T,01,ES411	282 	201 	209 	164 	128 	351 	182 	158 	173 
THS_T,01,ES412	1156 	928 	1162 	1560 	1402 	1208 	1495 	1993 	1452 
THS_T,01,ES413	1014 	910 	676 	806 	717 	612 	677 	965 	594 
THS_T,01,ES414	1271 	1070 	660 	859 	1082 	1002 	625 	999 	965 
THS_T,01,ES415	741 	451 	819 	675 	520 	174 	269 	829 	303 
THS_T,01,ES416	1028 	242 	440 	916 	314 	396 	321 	256 	292 
THS_T,01,ES417	746 	451 	825 	693 	658 	467 	468 	864 	1020 
THS_T,01,ES418	1517 	774 	747 	854 	1209 	541 	779 	1249 	1062 
THS_T,01,ES419	353 	486 	443 	395 	593 	383 	402 	480 	614 
THS_T,01,ES421	1499 	1149 	793 	1210 	848 	1159 	1199 	953 	790 
THS_T,01,ES422	545 	331 	862 	683 	1179 	648 	396 	471 	329 
THS_T,01,ES423	1512 	833 	667 	991 	572 	843 	1039 	605 	638 
THS_T,01,ES424	628 	884 	439 	359 	897 	440 	775 	264 	213 
THS_T,01,ES425	905 	823 	338 	737 	538 	666 	620 	392 	380 
THS_T,01,ES431	761 	967 	1098 	670 	1346 	1012 	811 	542 	670 
THS_T,01,ES432	153 	210 	235 	154 	115 	199 	207 	231 	265 
THS_T,01,ES511	1085 	1197 	775 	859 	1349 	1582 	948 	1312 	968 
THS_T,01,ES512	104 	24 	28 	70 	33 	53 	175 	18 	32 
THS_T,01,ES513	760 	1293 	916 	1088 	1991 	1638 	1037 	875 	828 
THS_T,01,ES514	2441 	3193 	2457 	2177 	2985 	3766 	2350 	2017 	1852 
THS_T,01,ES521	: 	32 	58 	69 	85 	50 	42 	46 	145 
THS_T,01,ES522	13 	16 	: 	: 	90 	99 	: 	12 	227 
THS_T,01,ES523	2048 	1257 	1867 	1496 	1279 	1548 	984 	1063 	1034 
THS_T,01,ES53	: 	: 	: 	: 	10 	199 	75 	6 	15 
THS_T,01,ES530	98 	71 	10 	92 	10 	199 	75 	6 	15 
THS_T,01,ES611	: 	11 	21 	22 	117 	: 	24 	26 	7 
THS_T,01,ES612	533 	460 	534 	606 	1755 	675 	360 	371 	168 
THS_T,01,ES613	474 	1158 	391 	385 	323 	515 	768 	508 	175 
THS_T,01,ES614	300 	47 	110 	86 	441 	205 	171 	186 	65 
THS_T,01,ES615	926 	497 	1884 	272 	664 	847 	324 	395 	295 
THS_T,01,ES616	48 	62 	24 	20 	189 	168 	86 	62 	135 
THS_T,01,ES617	360 	457 	739 	385 	296 	130 	329 	412 	359 
THS_T,01,ES618	1720 	2222 	2384 	2105 	2040 	2244 	1792 	1120 	1829 
THS_T,01,ES62	: 	: 	: 	: 	1231 	1782 	930 	907 	597 
THS_T,01,ES620	2836 	3972 	2262 	1384 	1231 	1782 	930 	907 	597 
THS_T,01,ES630	: 	: 	: 	4 	: 	: 	: 	: 	: 
THS_T,01,ES640	: 	: 	: 	: 	22 	: 	: 	: 	: 
THS_T,01,ES701	23 	42 	1 	91 	: 	246 	8 	: 	19 
THS_T,01,ES702	49 	92 	57 	61 	30 	193 	: 	: 	25 
THS_T,01,FI131	: 	228 	: 	: 	24 	: 	: 	: 	4 
THS_T,01,FI132	: 	: 	26 	207 	: 	93 	: 	150 	: 
THS_T,01,FI133	: 	: 	264 	: 	: 	: 	79 	214 	30 
THS_T,01,FI181	518 	239 	93 	1996 	47 	96 	375 	110 	395 
THS_T,01,FI182	250 	49 	55 	: 	: 	: 	34 	: 	84 
THS_T,01,FI183	1475 	840 	786 	770 	691 	456 	1005 	641 	1409 
THS_T,01,FI184	241 	104 	610 	155 	787 	72 	212 	227 	246 
THS_T,01,FI185	414 	145 	289 	47 	: 	: 	358 	98 	287 
THS_T,01,FI186	464 	201 	: 	125 	282 	151 	: 	89 	676 
THS_T,01,FI187	52 	: 	: 	: 	139 	: 	: 	: 	82 
THS_T,01,FI191	540 	158 	375 	292 	277 	132 	85 	214 	207 
THS_T,01,FI192	: 	: 	183 	208 	46 	86 	40 	100 	35 
THS_T,01,FI193	75 	: 	: 	45 	: 	188 	: 	: 	: 
THS_T,01,FI194	: 	51 	101 	: 	345 	193 	160 	268 	70 
THS_T,01,FI195	229 	50 	158 	151 	483 	25 	120 	598 	72 
THS_T,01,FI1A1	: 	: 	: 	: 	88 	: 	: 	: 	: 
THS_T,01,FI1A2	204 	: 	100 	109 	: 	: 	129 	6 	649 
