unit,iccs,geo\time	2010 	2009 	2008 
NR,ICCS0401,NO04	188 	125 	122 
NR,ICCS0401,NO041	9 	13 	9 
NR,ICCS0401,NO042	65 	33 	39 
NR,ICCS0401,NO043	114 	79 	74 
NR,ICCS0401,NO05	148 	152 	144 
NR,ICCS0401,NO051	133 	139 	130 
NR,ICCS0401,NO052	1 	1 	3 
NR,ICCS0401,NO053	14 	12 	11 
NR,ICCS0401,NO06	55 	45 	50 
NR,ICCS0401,NO061	52 	41 	43 
NR,ICCS0401,NO062	3 	4 	7 
NR,ICCS0401,NO07	22 	27 	21 
NR,ICCS0401,NO071	8 	13 	13 
NR,ICCS0401,NO072	13 	10 	3 
NR,ICCS0401,NO073	1 	4 	5 
NR,ICCS0401,PL	19359 	20583 	21085 
NR,ICCS0401,PL1	4063 	4281 	4591 
NR,ICCS0401,PL11	1543 	1527 	1545 
NR,ICCS0401,PL113	1003 	978 	961 
NR,ICCS0401,PL114	120 	126 	118 
NR,ICCS0401,PL115	151 	191 	186 
NR,ICCS0401,PL116	118 	101 	101 
NR,ICCS0401,PL117	151 	131 	179 
NR,ICCS0401,PL12	2520 	2754 	3046 
NR,ICCS0401,PL121	244 	153 	233 
NR,ICCS0401,PL122	272 	287 	232 
NR,ICCS0401,PL127	1169 	1344 	1510 
NR,ICCS0401,PL128	249 	292 	387 
NR,ICCS0401,PL129	279 	333 	321 
NR,ICCS0401,PL12A	307 	345 	363 
NR,ICCS0401,PL2	6148 	6402 	5938 
NR,ICCS0401,PL21	2330 	2162 	1927 
NR,ICCS0401,PL213	1282 	1183 	947 
NR,ICCS0401,PL214	284 	281 	218 
NR,ICCS0401,PL215	457 	345 	243 
NR,ICCS0401,PL216	234 	233 	402 
NR,ICCS0401,PL217	73 	120 	117 
NR,ICCS0401,PL22	3818 	4240 	4011 
NR,ICCS0401,PL224	211 	283 	233 
NR,ICCS0401,PL225	298 	306 	292 
NR,ICCS0401,PL227	301 	255 	229 
NR,ICCS0401,PL228	258 	407 	386 
NR,ICCS0401,PL229	902 	1080 	911 
NR,ICCS0401,PL22A	1002 	1093 	1140 
NR,ICCS0401,PL22B	625 	580 	599 
NR,ICCS0401,PL22C	221 	236 	221 
NR,ICCS0401,PL3	2012 	2275 	2635 
NR,ICCS0401,PL31	736 	945 	1102 
NR,ICCS0401,PL311	65 	59 	61 
NR,ICCS0401,PL312	131 	196 	193 
NR,ICCS0401,PL314	446 	610 	740 
NR,ICCS0401,PL315	94 	80 	108 
NR,ICCS0401,PL32	376 	395 	408 
NR,ICCS0401,PL323	71 	74 	59 
NR,ICCS0401,PL324	80 	69 	84 
NR,ICCS0401,PL325	96 	130 	148 
NR,ICCS0401,PL326	129 	122 	117 
NR,ICCS0401,PL33	409 	386 	627 
NR,ICCS0401,PL331	294 	339 	563 
NR,ICCS0401,PL332	115 	47 	64 
NR,ICCS0401,PL34	491 	549 	498 
NR,ICCS0401,PL343	294 	334 	312 
NR,ICCS0401,PL344	108 	123 	113 
NR,ICCS0401,PL345	89 	92 	73 
NR,ICCS0401,PL4	2097 	2330 	2251 
NR,ICCS0401,PL41	912 	1041 	960 
NR,ICCS0401,PL411	75 	135 	111 
NR,ICCS0401,PL414	149 	111 	105 
NR,ICCS0401,PL415	420 	533 	492 
NR,ICCS0401,PL416	162 	157 	176 
NR,ICCS0401,PL417	71 	59 	36 
NR,ICCS0401,PL418	35 	46 	40 
NR,ICCS0401,PL42	775 	901 	883 
NR,ICCS0401,PL422	243 	259 	227 
NR,ICCS0401,PL423	109 	113 	127 
NR,ICCS0401,PL424	339 	411 	438 
NR,ICCS0401,PL425	84 	118 	91 
NR,ICCS0401,PL43	410 	388 	408 
NR,ICCS0401,PL431	119 	140 	133 
NR,ICCS0401,PL432	291 	248 	275 
NR,ICCS0401,PL5	2590 	2621 	2679 
NR,ICCS0401,PL51	2340 	2332 	2321 
NR,ICCS0401,PL514	1049 	989 	960 
NR,ICCS0401,PL515	349 	346 	309 
NR,ICCS0401,PL516	350 	376 	365 
NR,ICCS0401,PL517	495 	508 	573 
NR,ICCS0401,PL518	97 	113 	114 
NR,ICCS0401,PL52	250 	289 	358 
NR,ICCS0401,PL521	102 	98 	125 
NR,ICCS0401,PL522	148 	191 	233 
NR,ICCS0401,PL6	2449 	2674 	2991 
NR,ICCS0401,PL61	762 	942 	983 
NR,ICCS0401,PL613	429 	601 	623 
NR,ICCS0401,PL614	118 	111 	116 
NR,ICCS0401,PL615	215 	230 	244 
NR,ICCS0401,PL62	472 	511 	560 
NR,ICCS0401,PL621	142 	160 	192 
NR,ICCS0401,PL622	249 	281 	269 
NR,ICCS0401,PL623	81 	70 	99 
NR,ICCS0401,PL63	1215 	1221 	1448 
NR,ICCS0401,PL631	138 	145 	151 
NR,ICCS0401,PL633	790 	779 	999 
NR,ICCS0401,PL634	112 	138 	134 
NR,ICCS0401,PL635	175 	159 	164 
NR,ICCS0401,PT	20423 	20460 	20807 
NR,ICCS0401,PT1	19979 	20078 	20273 
NR,ICCS0401,PT11	4411 	4648 	4506 
NR,ICCS0401,PT111	124 	118 	50 
NR,ICCS0401,PT112	482 	446 	434 
NR,ICCS0401,PT113	566 	549 	535 
NR,ICCS0401,PT114	2790 	3065 	2934 
NR,ICCS0401,PT115	236 	232 	294 
NR,ICCS0401,PT116	130 	149 	159 
NR,ICCS0401,PT117	33 	47 	29 
NR,ICCS0401,PT118	50 	42 	71 
NR,ICCS0401,PT15	1109 	1149 	1061 
NR,ICCS0401,PT150	1109 	1149 	1061 
NR,ICCS0401,PT16	1420 	1645 	1548 
NR,ICCS0401,PT161	315 	345 	332 
NR,ICCS0401,PT162	315 	435 	463 
NR,ICCS0401,PT163	207 	190 	175 
NR,ICCS0401,PT164	14 	18 	31 
NR,ICCS0401,PT165	98 	107 	81 
NR,ICCS0401,PT166	1 	2 	6 
NR,ICCS0401,PT167	4 	1 	8 
NR,ICCS0401,PT168	18 	25 	20 
NR,ICCS0401,PT169	41 	86 	39 
NR,ICCS0401,PT16A	27 	16 	13 
NR,ICCS0401,PT16B	241 	284 	269 
NR,ICCS0401,PT16C	139 	136 	111 
NR,ICCS0401,PT17	12501 	12208 	12783 
NR,ICCS0401,PT171	9833 	9652 	9883 
NR,ICCS0401,PT172	2668 	2556 	2900 
NR,ICCS0401,PT18	529 	423 	375 
NR,ICCS0401,PT181	41 	44 	49 
NR,ICCS0401,PT182	52 	52 	46 
NR,ICCS0401,PT183	121 	82 	67 
NR,ICCS0401,PT184	53 	32 	48 
NR,ICCS0401,PT185	262 	213 	165 
NR,ICCS0401,PT2	142 	148 	171 
NR,ICCS0401,PT20	142 	148 	171 
NR,ICCS0401,PT200	142 	148 	171 
NR,ICCS0401,PT3	250 	226 	310 
NR,ICCS0401,PT30	250 	226 	310 
NR,ICCS0401,PT300	250 	226 	310 
NR,ICCS0401,PTXXX	61 	13 	53 
NR,ICCS0401,RO	2484 	2541 	2464 
NR,ICCS0401,RO1	484 	504 	457 
NR,ICCS0401,RO11	250 	257 	229 
NR,ICCS0401,RO111	55 	90 	83 
NR,ICCS0401,RO112	9 	10 	12 
NR,ICCS0401,RO113	75 	60 	60 
NR,ICCS0401,RO114	56 	47 	25 
NR,ICCS0401,RO115	39 	37 	26 
NR,ICCS0401,RO116	16 	13 	23 
NR,ICCS0401,RO12	234 	247 	228 
NR,ICCS0401,RO121	22 	26 	19 
NR,ICCS0401,RO122	68 	73 	78 
NR,ICCS0401,RO123	13 	6 	9 
NR,ICCS0401,RO124	12 	29 	16 
NR,ICCS0401,RO125	72 	75 	77 
NR,ICCS0401,RO126	47 	38 	29 
NR,ICCS0401,RO2	731 	753 	765 
NR,ICCS0401,RO21	366 	401 	397 
NR,ICCS0401,RO211	77 	106 	84 
NR,ICCS0401,RO212	33 	23 	28 
NR,ICCS0401,RO213	100 	107 	109 
NR,ICCS0401,RO214	49 	56 	48 
NR,ICCS0401,RO215	60 	53 	76 
NR,ICCS0401,RO216	47 	56 	52 
NR,ICCS0401,RO22	365 	352 	368 
NR,ICCS0401,RO221	72 	49 	71 
NR,ICCS0401,RO222	41 	45 	45 
NR,ICCS0401,RO223	66 	106 	80 
NR,ICCS0401,RO224	127 	98 	113 
NR,ICCS0401,RO225	31 	35 	38 
NR,ICCS0401,RO226	28 	19 	21 
NR,ICCS0401,RO3	912 	935 	918 
NR,ICCS0401,RO31	279 	259 	204 
NR,ICCS0401,RO311	26 	40 	31 
NR,ICCS0401,RO312	33 	42 	31 
NR,ICCS0401,RO313	26 	32 	20 
NR,ICCS0401,RO314	28 	28 	23 
NR,ICCS0401,RO315	32 	24 	21 
NR,ICCS0401,RO316	105 	55 	46 
NR,ICCS0401,RO317	29 	38 	32 
NR,ICCS0401,RO32	633 	676 	714 
NR,ICCS0401,RO321	596 	648 	685 
NR,ICCS0401,RO322	37 	28 	29 
NR,ICCS0401,RO4	357 	349 	324 
NR,ICCS0401,RO41	133 	164 	146 
NR,ICCS0401,RO411	62 	83 	66 
NR,ICCS0401,RO412	16 	18 	25 
NR,ICCS0401,RO413	11 	19 	13 
NR,ICCS0401,RO414	20 	25 	21 
NR,ICCS0401,RO415	24 	19 	21 
NR,ICCS0401,RO42	224 	185 	178 
NR,ICCS0401,RO421	50 	41 	37 
NR,ICCS0401,RO422	14 	23 	11 
NR,ICCS0401,RO423	76 	65 	59 
NR,ICCS0401,RO424	84 	56 	71 
NR,ICCS0401,SE	9219 	9570 	8909 
NR,ICCS0401,SE1	4156 	4576 	4390 
NR,ICCS0401,SE11	3036 	3330 	3338 
NR,ICCS0401,SE110	3036 	3330 	3338 
NR,ICCS0401,SE12	1120 	1246 	1052 
NR,ICCS0401,SE121	265 	241 	199 
NR,ICCS0401,SE122	183 	264 	247 
NR,ICCS0401,SE123	234 	249 	243 
NR,ICCS0401,SE124	176 	211 	178 
NR,ICCS0401,SE125	262 	281 	185 
NR,ICCS0401,SE2	4368 	4271 	3985 
NR,ICCS0401,SE21	299 	286 	311 
NR,ICCS0401,SE211	119 	115 	116 
NR,ICCS0401,SE212	87 	67 	80 
NR,ICCS0401,SE213	62 	79 	86 
NR,ICCS0401,SE214	31 	25 	29 
NR,ICCS0401,SE22	2013 	1953 	1666 
NR,ICCS0401,SE221	71 	60 	72 
NR,ICCS0401,SE224	1942 	1893 	1594 
NR,ICCS0401,SE23	2056 	2032 	2008 
NR,ICCS0401,SE231	136 	154 	148 
NR,ICCS0401,SE232	1920 	1878 	1860 
NR,ICCS0401,SE3	695 	723 	534 
NR,ICCS0401,SE31	385 	406 	306 
NR,ICCS0401,SE311	77 	119 	104 
NR,ICCS0401,SE312	102 	123 	84 
NR,ICCS0401,SE313	206 	164 	118 
NR,ICCS0401,SE32	121 	115 	107 
NR,ICCS0401,SE321	84 	77 	69 
NR,ICCS0401,SE322	37 	38 	38 
NR,ICCS0401,SE33	189 	202 	121 
NR,ICCS0401,SE331	94 	92 	63 
NR,ICCS0401,SE332	95 	110 	58 
NR,ICCS0401,SI	463 	481 	386 
NR,ICCS0401,SI01	126 	158 	123 
NR,ICCS0401,SI011	6 	15 	8 
NR,ICCS0401,SI012	56 	68 	38 
NR,ICCS0401,SI013	3 	6 	2 
NR,ICCS0401,SI014	20 	27 	30 
NR,ICCS0401,SI015	5 	2 	5 
NR,ICCS0401,SI016	4 	4 	7 
NR,ICCS0401,SI017	24 	28 	32 
NR,ICCS0401,SI018	8 	8 	1 
NR,ICCS0401,SI02	334 	322 	262 
NR,ICCS0401,SI021	290 	277 	206 
NR,ICCS0401,SI022	24 	16 	26 
NR,ICCS0401,SI023	3 	7 	15 
NR,ICCS0401,SI024	17 	22 	15 
NR,ICCS0401,SK	1188 	1358 	1371 
NR,ICCS0401,SK0	1188 	1358 	1371 
NR,ICCS0401,SK01	260 	326 	317 
NR,ICCS0401,SK010	260 	326 	317 
NR,ICCS0401,SK02	331 	386 	397 
NR,ICCS0401,SK021	124 	125 	121 
NR,ICCS0401,SK022	73 	122 	120 
NR,ICCS0401,SK023	134 	139 	156 
NR,ICCS0401,SK03	286 	312 	315 
NR,ICCS0401,SK031	134 	132 	117 
NR,ICCS0401,SK032	152 	180 	198 
NR,ICCS0401,SK04	297 	321 	328 
NR,ICCS0401,SK041	92 	107 	105 
NR,ICCS0401,SK042	205 	214 	223 
NR,ICCS0401,TR	8575 	8693 	8876 
NR,ICCS0401,TR1	1808 	2024 	2080 
NR,ICCS0401,TR10	1808 	2024 	2080 
NR,ICCS0401,TR100	1808 	2024 	2080 
NR,ICCS0401,TR2	341 	294 	264 
NR,ICCS0401,TR21	163 	151 	127 
NR,ICCS0401,TR211	91 	82 	57 
NR,ICCS0401,TR212	41 	44 	31 
NR,ICCS0401,TR213	31 	25 	39 
NR,ICCS0401,TR22	178 	143 	137 
NR,ICCS0401,TR221	125 	112 	100 
NR,ICCS0401,TR222	53 	31 	37 
NR,ICCS0401,TR3	1087 	1256 	1386 
NR,ICCS0401,TR31	304 	418 	595 
NR,ICCS0401,TR310	304 	418 	595 
NR,ICCS0401,TR32	476 	458 	425 
NR,ICCS0401,TR321	204 	181 	138 
NR,ICCS0401,TR322	151 	177 	200 
NR,ICCS0401,TR323	121 	100 	87 
NR,ICCS0401,TR33	307 	380 	366 
NR,ICCS0401,TR331	181 	211 	235 
NR,ICCS0401,TR332	56 	74 	60 
NR,ICCS0401,TR333	39 	30 	43 
NR,ICCS0401,TR334	31 	65 	28 
NR,ICCS0401,TR4	574 	654 	671 
NR,ICCS0401,TR41	347 	364 	334 
NR,ICCS0401,TR411	263 	248 	236 
NR,ICCS0401,TR412	76 	109 	90 
NR,ICCS0401,TR413	8 	7 	8 
NR,ICCS0401,TR42	227 	290 	337 
NR,ICCS0401,TR421	152 	196 	207 
NR,ICCS0401,TR422	30 	34 	57 
NR,ICCS0401,TR423	21 	26 	27 
NR,ICCS0401,TR424	8 	11 	18 
NR,ICCS0401,TR425	16 	23 	28 
NR,ICCS0401,TR5	857 	776 	651 
NR,ICCS0401,TR51	741 	693 	570 
NR,ICCS0401,TR510	741 	693 	570 
NR,ICCS0401,TR52	116 	83 	81 
NR,ICCS0401,TR521	97 	67 	49 
NR,ICCS0401,TR522	19 	16 	32 
NR,ICCS0401,TR6	1409 	1337 	1592 
NR,ICCS0401,TR61	426 	340 	420 
NR,ICCS0401,TR611	382 	297 	366 
NR,ICCS0401,TR612	33 	30 	33 
NR,ICCS0401,TR613	11 	13 	21 
NR,ICCS0401,TR62	760 	755 	872 
NR,ICCS0401,TR621	233 	277 	428 
NR,ICCS0401,TR622	527 	478 	444 
NR,ICCS0401,TR63	223 	242 	300 
NR,ICCS0401,TR631	120 	108 	134 
NR,ICCS0401,TR632	78 	99 	121 
NR,ICCS0401,TR633	25 	35 	45 
NR,ICCS0401,TR7	278 	264 	262 
NR,ICCS0401,TR71	107 	105 	117 
NR,ICCS0401,TR711	31 	31 	19 
NR,ICCS0401,TR712	18 	17 	40 
NR,ICCS0401,TR713	27 	28 	26 
NR,ICCS0401,TR714	21 	17 	15 
NR,ICCS0401,TR715	10 	12 	17 
NR,ICCS0401,TR72	171 	159 	145 
NR,ICCS0401,TR721	109 	114 	108 
NR,ICCS0401,TR722	39 	34 	27 
NR,ICCS0401,TR723	23 	11 	10 
NR,ICCS0401,TR8	265 	275 	312 
NR,ICCS0401,TR81	56 	52 	33 
NR,ICCS0401,TR811	26 	26 	16 
NR,ICCS0401,TR812	14 	15 	7 
NR,ICCS0401,TR813	16 	11 	10 
NR,ICCS0401,TR82	32 	53 	54 
NR,ICCS0401,TR821	14 	36 	37 
NR,ICCS0401,TR822	5 	5 	9 
NR,ICCS0401,TR823	13 	12 	8 
NR,ICCS0401,TR83	177 	170 	225 
NR,ICCS0401,TR831	93 	99 	132 
NR,ICCS0401,TR832	25 	28 	34 
NR,ICCS0401,TR833	37 	24 	42 
NR,ICCS0401,TR834	22 	19 	17 
NR,ICCS0401,TR9	153 	129 	143 
NR,ICCS0401,TR90	153 	129 	143 
NR,ICCS0401,TR901	34 	15 	15 
NR,ICCS0401,TR902	22 	15 	15 
NR,ICCS0401,TR903	51 	55 	72 
NR,ICCS0401,TR904	12 	18 	13 
NR,ICCS0401,TR905	23 	17 	15 
NR,ICCS0401,TR906	11 	9 	13 
NR,ICCS0401,TRA	557 	533 	437 
NR,ICCS0401,TRA1	483 	461 	365 
NR,ICCS0401,TRA11	9 	13 	10 
NR,ICCS0401,TRA12	451 	406 	350 
NR,ICCS0401,TRA13	23 	42 	5 
NR,ICCS0401,TRA2	74 	72 	72 
NR,ICCS0401,TRA21	9 	5 	9 
NR,ICCS0401,TRA22	46 	35 	38 
NR,ICCS0401,TRA23	17 	25 	20 
NR,ICCS0401,TRA24	2 	7 	5 
NR,ICCS0401,TRB	232 	202 	182 
NR,ICCS0401,TRB1	47 	48 	36 
NR,ICCS0401,TRB11	0 	1 	3 
NR,ICCS0401,TRB12	1 	1 	1 
NR,ICCS0401,TRB13	25 	27 	18 
NR,ICCS0401,TRB14	21 	19 	14 
NR,ICCS0401,TRB2	185 	154 	146 
NR,ICCS0401,TRB21	1 	6 	7 
NR,ICCS0401,TRB22	105 	56 	72 
NR,ICCS0401,TRB23	75 	90 	66 
NR,ICCS0401,TRB24	4 	2 	1 
NR,ICCS0401,TRC	1014 	949 	896 
NR,ICCS0401,TRC1	70 	54 	60 
NR,ICCS0401,TRC11	44 	40 	41 
NR,ICCS0401,TRC12	14 	10 	10 
NR,ICCS0401,TRC13	12 	4 	9 
NR,ICCS0401,TRC2	36 	61 	24 
NR,ICCS0401,TRC21	18 	28 	16 
NR,ICCS0401,TRC22	18 	33 	8 
NR,ICCS0401,TRC3	908 	834 	812 
NR,ICCS0401,TRC31	137 	84 	54 
NR,ICCS0401,TRC32	690 	661 	670 
NR,ICCS0401,TRC33	34 	42 	34 
NR,ICCS0401,TRC34	47 	47 	54 
NR,ICCS0401,UK	80042 	78877 	84376 
NR,ICCS0401,UKC-L	76179 	75105 	80130 
NR,ICCS0401,UKM	2557 	2496 	2963 
NR,ICCS0401,UKN	1306 	1276 	1283 
NR,ICCS0401,UKN0	1306 	1276 	1283 
NR,ICCS0401,UKN01	707 	632 	613 
NR,ICCS0401,UKN02	211 	159 	183 
NR,ICCS0401,UKN03	186 	191 	203 
NR,ICCS0401,UKN04	83 	112 	132 
NR,ICCS0401,UKN05	119 	182 	152 
NR,ICCS05012,AT	15747 	21248 	18648 
NR,ICCS05012,AT1	12099 	16186 	13722 
NR,ICCS05012,AT11	223 	334 	241 
NR,ICCS05012,AT12	2557 	4004 	3212 
NR,ICCS05012,AT13	9319 	11848 	10269 
NR,ICCS05012,AT130	9319 	11848 	10269 
NR,ICCS05012,AT2	1670 	2114 	1863 
NR,ICCS05012,AT21	507 	544 	462 
NR,ICCS05012,AT22	1163 	1570 	1401 
NR,ICCS05012,AT3	1978 	2948 	3063 
NR,ICCS05012,AT31	988 	1368 	1492 
NR,ICCS05012,AT32	438 	660 	568 
NR,ICCS05012,AT33	361 	643 	659 
NR,ICCS05012,AT34	191 	277 	344 
NR,ICCS05012,BE	68298 	69430 	63788 
NR,ICCS05012,BE1	11606 	11286 	9676 
NR,ICCS05012,BE10	11606 	11286 	9676 
NR,ICCS05012,BE100	11606 	11286 	9676 
NR,ICCS05012,BE2	29054 	28990 	27192 
NR,ICCS05012,BE21	10860 	10802 	10177 
NR,ICCS05012,BE211	8068 	7871 	7256 
NR,ICCS05012,BE212	1268 	1485 	1284 
NR,ICCS05012,BE213	1524 	1446 	1637 
NR,ICCS05012,BE22	3092 	3055 	3332 
NR,ICCS05012,BE221	1638 	1475 	1798 
NR,ICCS05012,BE222	677 	738 	755 
NR,ICCS05012,BE223	777 	842 	779 
NR,ICCS05012,BE23	5642 	5083 	4733 
NR,ICCS05012,BE231	816 	831 	922 
NR,ICCS05012,BE232	595 	530 	576 
NR,ICCS05012,BE233	209 	212 	206 
NR,ICCS05012,BE234	2730 	2264 	1950 
NR,ICCS05012,BE235	300 	460 	360 
NR,ICCS05012,BE236	992 	786 	719 
NR,ICCS05012,BE24	6084 	6546 	5726 
NR,ICCS05012,BE241	4179 	4682 	3978 
NR,ICCS05012,BE242	1905 	1864 	1748 
NR,ICCS05012,BE25	3376 	3504 	3224 
NR,ICCS05012,BE251	970 	793 	687 
NR,ICCS05012,BE252	85 	110 	97 
NR,ICCS05012,BE253	247 	211 	217 
NR,ICCS05012,BE254	822 	993 	975 
NR,ICCS05012,BE255	607 	585 	498 
NR,ICCS05012,BE256	317 	281 	326 
NR,ICCS05012,BE257	198 	245 	208 
NR,ICCS05012,BE258	130 	286 	216 
NR,ICCS05012,BE3	27638 	29154 	26920 
NR,ICCS05012,BE31	2334 	2458 	2467 
NR,ICCS05012,BE310	2334 	2458 	2467 
NR,ICCS05012,BE32	12435 	13229 	11789 
NR,ICCS05012,BE321	535 	541 	513 
NR,ICCS05012,BE322	5526 	6082 	5040 
NR,ICCS05012,BE323	2415 	2421 	2334 
NR,ICCS05012,BE324	456 	498 	467 
NR,ICCS05012,BE325	1256 	1279 	1101 
NR,ICCS05012,BE326	1271 	1259 	1171 
NR,ICCS05012,BE327	976 	1149 	1163 
NR,ICCS05012,BE33	8696 	9156 	8561 
NR,ICCS05012,BE331	688 	735 	761 
NR,ICCS05012,BE332	6085 	6448 	6063 
NR,ICCS05012,BE334	582 	523 	516 
NR,ICCS05012,BE335	1067 	1221 	1029 
NR,ICCS05012,BE336	274 	229 	192 
NR,ICCS05012,BE34	1219 	1441 	1214 
NR,ICCS05012,BE341	250 	332 	270 
NR,ICCS05012,BE342	220 	237 	221 
NR,ICCS05012,BE343	349 	356 	309 
NR,ICCS05012,BE344	202 	267 	240 
NR,ICCS05012,BE345	198 	249 	174 
NR,ICCS05012,BE35	2954 	2870 	2889 
NR,ICCS05012,BE351	605 	512 	536 
NR,ICCS05012,BE352	1876 	1908 	1879 
NR,ICCS05012,BE353	473 	450 	474 
NR,ICCS05012,BG	24005 	23682 	19980 
NR,ICCS05012,BG3	8754 	8478 	7264 
NR,ICCS05012,BG31	2453 	2113 	1990 
NR,ICCS05012,BG311	361 	263 	269 
NR,ICCS05012,BG312	411 	310 	258 
NR,ICCS05012,BG313	529 	542 	429 
NR,ICCS05012,BG314	966 	857 	875 
NR,ICCS05012,BG315	186 	141 	159 
NR,ICCS05012,BG32	1838 	1857 	1428 
NR,ICCS05012,BG321	561 	543 	402 
NR,ICCS05012,BG322	339 	402 	293 
NR,ICCS05012,BG323	711 	740 	537 
NR,ICCS05012,BG324	102 	71 	67 
NR,ICCS05012,BG325	125 	101 	129 
NR,ICCS05012,BG33	1947 	2074 	1771 
NR,ICCS05012,BG331	1077 	990 	777 
NR,ICCS05012,BG332	329 	485 	462 
NR,ICCS05012,BG333	301 	384 	318 
NR,ICCS05012,BG334	240 	215 	214 
NR,ICCS05012,BG34	2516 	2434 	2075 
NR,ICCS05012,BG341	1126 	1269 	993 
NR,ICCS05012,BG342	259 	281 	235 
NR,ICCS05012,BG343	300 	185 	197 
NR,ICCS05012,BG344	831 	699 	650 
NR,ICCS05012,BG4	15206 	15126 	12603 
NR,ICCS05012,BG41	12411 	12892 	10800 
NR,ICCS05012,BG411	10329 	11418 	9704 
NR,ICCS05012,BG412	923 	407 	238 
NR,ICCS05012,BG413	323 	420 	344 
NR,ICCS05012,BG414	452 	400 	291 
NR,ICCS05012,BG415	384 	247 	223 
NR,ICCS05012,BG42	2795 	2234 	1803 
NR,ICCS05012,BG421	1668 	1350 	1080 
NR,ICCS05012,BG422	409 	365 	329 
NR,ICCS05012,BG423	464 	346 	246 
NR,ICCS05012,BG424	100 	65 	68 
NR,ICCS05012,BG425	154 	108 	80 
NR,ICCS05012,BGZ	45 	78 	113 
NR,ICCS05012,BGZZ	45 	78 	113 
NR,ICCS05012,BGZZZ	45 	78 	113 
NR,ICCS05012,CH	24119 	25393 	: 
NR,ICCS05012,CH01	8960 	8662 	: 
NR,ICCS05012,CH011	3674 	3680 	: 
NR,ICCS05012,CH012	592 	547 	: 
NR,ICCS05012,CH013	4694 	4435 	: 
NR,ICCS05012,CH02	3927 	3876 	: 
NR,ICCS05012,CH021	1846 	1895 	: 
NR,ICCS05012,CH022	667 	566 	: 
NR,ICCS05012,CH023	696 	791 	: 
NR,ICCS05012,CH024	593 	528 	: 
NR,ICCS05012,CH025	125 	96 	: 
NR,ICCS05012,CH03	2143 	2527 	: 
NR,ICCS05012,CH031	390 	628 	: 
NR,ICCS05012,CH032	904 	1035 	: 
NR,ICCS05012,CH033	849 	864 	: 
NR,ICCS05012,CH04	5365 	6369 	: 
NR,ICCS05012,CH040	5365 	6369 	: 
NR,ICCS05012,CH05	1318 	1225 	: 
NR,ICCS05012,CH051	32 	25 	: 
NR,ICCS05012,CH052	81 	136 	: 
NR,ICCS05012,CH053	26 	28 	: 
NR,ICCS05012,CH054	6 	0 	: 
NR,ICCS05012,CH055	698 	557 	: 
NR,ICCS05012,CH056	135 	141 	: 
NR,ICCS05012,CH057	340 	338 	: 
NR,ICCS05012,CH06	1275 	1498 	: 
NR,ICCS05012,CH061	775 	878 	: 
NR,ICCS05012,CH062	24 	49 	: 
NR,ICCS05012,CH063	195 	217 	: 
NR,ICCS05012,CH064	17 	24 	: 
NR,ICCS05012,CH065	27 	55 	: 
NR,ICCS05012,CH066	237 	275 	: 
NR,ICCS05012,CH07	1131 	1236 	: 
NR,ICCS05012,CH070	1131 	1236 	: 
NR,ICCS05012,CY	3232 	2443 	2576 
NR,ICCS05012,CZ	10091 	9616 	9111 
NR,ICCS05012,CZ0	10091 	9616 	9111 
NR,ICCS05012,CZ01	2753 	2536 	2272 
NR,ICCS05012,CZ010	2753 	2536 	2272 
NR,ICCS05012,CZ02	1570 	1506 	1811 
NR,ICCS05012,CZ020	1570 	1506 	1811 
NR,ICCS05012,CZ03	778 	774 	732 
NR,ICCS05012,CZ031	358 	305 	361 
NR,ICCS05012,CZ032	420 	469 	371 
NR,ICCS05012,CZ04	1175 	1032 	946 
NR,ICCS05012,CZ041	186 	201 	168 
NR,ICCS05012,CZ042	989 	831 	778 
NR,ICCS05012,CZ05	905 	895 	839 
NR,ICCS05012,CZ051	346 	288 	278 
NR,ICCS05012,CZ052	350 	384 	335 
NR,ICCS05012,CZ053	209 	223 	226 
NR,ICCS05012,CZ06	1330 	1269 	968 
NR,ICCS05012,CZ063	334 	259 	183 
NR,ICCS05012,CZ064	996 	1010 	785 
NR,ICCS05012,CZ07	593 	567 	641 
NR,ICCS05012,CZ071	362 	309 	295 
NR,ICCS05012,CZ072	231 	258 	346 
NR,ICCS05012,CZ08	987 	1037 	902 
NR,ICCS05012,CZ080	987 	1037 	902 
NR,ICCS05012,DE	121347 	113800 	108284 
NR,ICCS05012,DE1	7844 	7440 	6899 
NR,ICCS05012,DE111	790 	641 	: 
NR,ICCS05012,DE112	320 	265 	: 
NR,ICCS05012,DE113	331 	311 	: 
NR,ICCS05012,DE114	140 	95 	: 
NR,ICCS05012,DE115	330 	256 	: 
NR,ICCS05012,DE116	233 	173 	: 
NR,ICCS05012,DE117	49 	55 	: 
NR,ICCS05012,DE118	174 	158 	: 
NR,ICCS05012,DE119	45 	82 	: 
NR,ICCS05012,DE11A	58 	77 	: 
NR,ICCS05012,DE11B	46 	34 	: 
NR,ICCS05012,DE11C	33 	29 	: 
NR,ICCS05012,DE11D	142 	114 	: 
NR,ICCS05012,DE121	90 	103 	: 
NR,ICCS05012,DE122	443 	460 	: 
NR,ICCS05012,DE123	305 	304 	: 
NR,ICCS05012,DE124	179 	173 	: 
NR,ICCS05012,DE125	129 	141 	: 
NR,ICCS05012,DE126	652 	396 	: 
NR,ICCS05012,DE127	44 	57 	: 
NR,ICCS05012,DE128	419 	360 	: 
