"MWAY,KM_TKM2,DEB3"	: 	: 	63	63	63	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,DEC0"	94	93	93	93	93	93	93	93	93	93	93	93
"MWAY,KM_TKM2,DED2"	: 	27	27	27	27	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,DED4"	: 	31	31	31	31	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,DED5"	: 	28	28	28	28	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,DEE0"	25	19	20	20	20	20	20	20	20	20	20	20
"MWAY,KM_TKM2,DEF0"	35	32	32	34	34	34	34	34	34	34	34	34
"MWAY,KM_TKM2,DEG0"	32	29	30	31	31	31	31	32	32	32	32	32
"MWAY,KM_TKM2,DK01"	69	61	61	61 d	61	62	63	63	62	64	64	65
"MWAY,KM_TKM2,DK02"	38	36	36	36 d	36	36	36	37	37	37	37	37
"MWAY,KM_TKM2,DK03"	32	26	27	27 d	27	27	30	31	31	31	31	31
"MWAY,KM_TKM2,DK04"	26	14	15	15 d	15	15	17	17	19	19	20	24
"MWAY,KM_TKM2,DK05"	24	24	24	24 d	24	24	24	24	24	24	24	24
"MWAY,KM_TKM2,EE00"	4	2	2	2	3	3	3	3	3	3	3	4
"MWAY,KM_TKM2,ES11"	38	28	31	32	33	34	34	35	35	37	37	37
"MWAY,KM_TKM2,ES12"	43	35	37	37	37	37	39	41	43	43	43	43
"MWAY,KM_TKM2,ES13"	48	39	41	41	41	41	43	43	43	48	48	48
"MWAY,KM_TKM2,ES21"	69	68	71	73	74	77	74	74	66	68	69	69
"MWAY,KM_TKM2,ES22"	37	31	33	34	34	36	36	36	36	37	37	37
"MWAY,KM_TKM2,ES23"	36	31	32	32	32	32	33	33	35	36	36	36
"MWAY,KM_TKM2,ES24"	17	13	14	14	15	16	16	16	16	16	17	17
"MWAY,KM_TKM2,ES30"	96	94	94	95	95	98	97	98	98	98	96	96
"MWAY,KM_TKM2,ES41"	25	19	21	23	23	23	24	24	24	25	25	25
"MWAY,KM_TKM2,ES42"	23	19	20	21	23	22	23	23	23	23	23	23
"MWAY,KM_TKM2,ES43"	17	15	16	16	16	17	17	17	17	17	17	17
"MWAY,KM_TKM2,ES51"	46	40	37	40	38	40	40	45	46	45	45	46
"MWAY,KM_TKM2,ES52"	51	49	47	47	48	49	49	50	49	49	51	51
"MWAY,KM_TKM2,ES53"	19	19	19	19	19	19	19	19	19	19	19	19
"MWAY,KM_TKM2,ES61"	30	26	27	27	28	28	28	28	29	30	29	30
"MWAY,KM_TKM2,ES62"	53	40	44	46	47	47	48	50	50	51	51	53
"MWAY,KM_TKM2,ES63"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,ES64"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,ES70"	37	29	29	29	29	29	31	31	32	33	34	36
"MWAY,KM_TKM2,FI19"	2	2	2	2	2	2	2	2	2	2	2	2
"MWAY,KM_TKM2,FI1B"	35	28	28	31	31	31	31	31	35	35	34	34
"MWAY,KM_TKM2,FI1C"	11	8	9	9	9	9	9	9	10	10	9	9
"MWAY,KM_TKM2,FI1D"	1	0	0	0	1	1	1	1	1	1	1	1
"MWAY,KM_TKM2,FI20"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,FR10"	51	51	50	50	50	51	51	51	51	51	51	51
"MWAY,KM_TKM2,FRB0"	25	23	23	25	25	25	25	25	25	25	25	25
"MWAY,KM_TKM2,FRC1"	22	22	22	22	22	22	22	22	22	22	22	22
"MWAY,KM_TKM2,FRC2"	13	13	13	13	13	13	13	13	13	13	13	13
"MWAY,KM_TKM2,FRD1"	16	14	14	14	16	16	16	16	17	16	16	16
"MWAY,KM_TKM2,FRD2"	36	35	35	35	35	35	35	35	35	36	36	36
"MWAY,KM_TKM2,FRE1"	50	48	51	51	51	51	51	51	51	51	50	50
"MWAY,KM_TKM2,FRE2"	29	28	28	28	28	28	28	28	28	28	28	28
"MWAY,KM_TKM2,FRF1"	36	36	36	36	37	37	37	37	37	36	36	36
"MWAY,KM_TKM2,FRF2"	21	20	20	20	20	20	20	20	20	20	20	20
"MWAY,KM_TKM2,FRF3"	20	20	20	20	20	20	20	20	20	20	20	20
"MWAY,KM_TKM2,FRG0"	23	22	23	23	23	23	23	23	23	23	23	23
"MWAY,KM_TKM2,FRH0"	2	2	2	2	2	2	2	2	2	2	2	2
"MWAY,KM_TKM2,FRI1"	21	15	15	15	19	19	19	21	19	21	21	21
"MWAY,KM_TKM2,FRI2"	16	15	15	16	16	16	16	16	16	16	16	16
"MWAY,KM_TKM2,FRI3"	12	12	12	12	12	12	12	12	12	12	12	12
"MWAY,KM_TKM2,FRJ1"	22	19	20	20	21	21	21	21	21	21	21	21
"MWAY,KM_TKM2,FRJ2"	14	14	14	14	14	14	14	14	14	14	14	14
"MWAY,KM_TKM2,FRK1"	15	14	15	15	15	15	15	15	15	15	15	15
"MWAY,KM_TKM2,FRK2"	29	27	27	27	28	28	28	29	29	29	29	29
"MWAY,KM_TKM2,FRL0"	24	24	24	24	24	24	24	24	24	24	24	24
"MWAY,KM_TKM2,FRM0"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,FRY1"	0	: 	: 	: 	: 	: 	: 	: 	0	0	0	0
"MWAY,KM_TKM2,FRY2"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,FRY3"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,FRY4"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,FRY5"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,HR03"	27	23	24	24	24	25	25	26	26	26	26	26
"MWAY,KM_TKM2,HR04"	21	19	19	20	20	20	20	20	20	21	21	21
"MWAY,KM_TKM2,HU11"	120	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,HU12"	39	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,HU21"	24	22	23	23	24	24	24	24	24	24	24	24
"MWAY,KM_TKM2,HU22"	17	12	15	15	15	15	15	15	15	16	17	17
"MWAY,KM_TKM2,HU23"	22	7	9	9	21	21	21	21	21	21	21	21
"MWAY,KM_TKM2,HU31"	13	13	13	13	13	13	13	13	13	13	13	13
"MWAY,KM_TKM2,HU32"	13	7	7	7	7	7	7	10	11	11	11	11
"MWAY,KM_TKM2,HU33"	12	8	8	8	8	10	10	10	10	11	11	11
"MWAY,KM_TKM2,IE04"	3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,IE05"	17	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,IE06"	24	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,IS00"	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,ITC1"	33	33	33	33	33	33	33	32	32	33	33	33
"MWAY,KM_TKM2,ITC2"	34	35	35	35	35	35	35	35	35	35	35	35
"MWAY,KM_TKM2,ITC3"	68	70	70	70	70	70	70	69	69	69	69	69
"MWAY,KM_TKM2,ITC4"	31	25	26	26	26	26	26	26	28	30	30	30
"MWAY,KM_TKM2,ITF1"	33	33	33	33	33	33	33	32	32	33	33	33
"MWAY,KM_TKM2,ITF2"	8	8	8	8	8	8	8	8	8	8	8	8
"MWAY,KM_TKM2,ITF3"	33	33	33	33	33	33	33	32	32	32	32	32
"MWAY,KM_TKM2,ITF4"	16	16	16	16	16	16	16	16	16	16	16	16
"MWAY,KM_TKM2,ITF5"	3	3	3	3	3	3	3	3	3	3	3	3
"MWAY,KM_TKM2,ITF6"	19	20	20	20	20	20	20	19	19	19	19	19
"MWAY,KM_TKM2,ITG1"	26	25	26	26	26	26	26	26	26	26	26	26
"MWAY,KM_TKM2,ITG2"	: 	: 	: 	: 	: 	: 	: 	: 	: z	: 	: 	: 
"MWAY,KM_TKM2,ITH1"	28	29	29	29	29	29	29	29 d	29 d	29 d	29 d	29 d
"MWAY,KM_TKM2,ITH3"	34	28	28	30	30	30	32	30	31	32	32	32
"MWAY,KM_TKM2,ITH4"	32	28	28	28	28	28	28	27	27	27	27	27
"MWAY,KM_TKM2,ITH5"	26	25	25	25	25	25	25	25	25	25	25	25
"MWAY,KM_TKM2,ITI1"	20	19	19	19	19	19	20	19	19	20	20	20
"MWAY,KM_TKM2,ITI2"	7	7	7	7	7	7	7	7	7	7	7	7
"MWAY,KM_TKM2,ITI3"	18	18	18	18	18	18	18	18	18	18	18	18
"MWAY,KM_TKM2,ITI4"	29	28	28	28	28	28	28	27	28	29	29	29
"MWAY,KM_TKM2,LI00"	0	: z	: z	: z	: z	: z	: z	: z	0	0	0	0
"MWAY,KM_TKM2,LT01"	10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,LT02"	4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,LU00"	64	57	57	59	59	59	59	59	59	62	62	64
"MWAY,KM_TKM2,LV00"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,MT00"	0	: z	: z	: z	: z	: z	: z	: 	0	0	0	0
"MWAY,KM_TKM2,NL11"	45	40	40	40	41	41	41	41	41	47	37	36
"MWAY,KM_TKM2,NL12"	61	56	56	58	59	58	60	60	61	62	36	36
"MWAY,KM_TKM2,NL13"	55	42	42	48	48	48	48	48	48	56	55	55
"MWAY,KM_TKM2,NL21"	46	40	40	44	44	45	45	45	45	45	45	45
"MWAY,KM_TKM2,NL22"	79	79	79	79	79	79	79	79	79	79	77	77
"MWAY,KM_TKM2,NL23"	72	70	70	70	70	70	71	73	73	73	42	42
"MWAY,KM_TKM2,NL31"	125	128	128	128	128	128	128	128	128	127	121	121
"MWAY,KM_TKM2,NL32"	108	106	106	106	106	106	107	109	111	111	72	73
"MWAY,KM_TKM2,NL33"	127	125	125	125	128	129	129	129	129	129	108	108
"MWAY,KM_TKM2,NL34"	48	47	47	36	35	36	39	38	39	40	30	30
"MWAY,KM_TKM2,NL41"	102	100	100	98	100	99	100	100	100	103	99	99
"MWAY,KM_TKM2,NL42"	98	85	85	102	100	100	99	99	99	99	96	98
"MWAY,KM_TKM2,NO01"	: 	22	22	24	25	26	29	33	36	36	34	32
"MWAY,KM_TKM2,NO02"	: 	0	0	0	0	0	0	0	1	1	1	1
"MWAY,KM_TKM2,NO03"	: 	3	3	4	5	5	5	5	5	7	6	6
"MWAY,KM_TKM2,NO04"	: 	1	1	3	3	3	2	3	3	3	2	2
"MWAY,KM_TKM2,NO05"	: 	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,NO06"	: 	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,NO07"	: 	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,PL21"	10	4	4	5	5	5	9	9	10	10	10	10
"MWAY,KM_TKM2,PL22"	14	6	7	8	9	11	14	14	14	14	14	14
"MWAY,KM_TKM2,PL41"	7	7	7	7	7	7	7	7	7	7	7	7
"MWAY,KM_TKM2,PL42"	1	1	1	1	1	1	1	1	1	1	1	1
"MWAY,KM_TKM2,PL43"	6	0	0	0	0	6	6	6	6	6	6	6
"MWAY,KM_TKM2,PL51"	11	8	8	10	10	11	11	11	11	11	11	11
"MWAY,KM_TKM2,PL52"	9	9	9	9	9	9	9	9	9	9	9	9
"MWAY,KM_TKM2,PL61"	9	0	1	1	1	5	6	8	9	9	9	9
"MWAY,KM_TKM2,PL62"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,PL63"	4	0	4	4	4	4	4	4	4	4	4	4
"MWAY,KM_TKM2,PL71"	12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12
"MWAY,KM_TKM2,PL72"	0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0
"MWAY,KM_TKM2,PL81"	0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0
"MWAY,KM_TKM2,PL82"	9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9
"MWAY,KM_TKM2,PL84"	0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0
"MWAY,KM_TKM2,PT20"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,PT30"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,RO11"	2	0	0	1	2	2	2	2	2	2	2	2
"MWAY,KM_TKM2,RO12"	4	0	0	0	0	1	1	2	3	3	3	3
"MWAY,KM_TKM2,RO21"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,RO22"	2	0	0	0	0	0	2	2	2	2	2	2
"MWAY,KM_TKM2,RO31"	8	7	7	7	7	7	8	8	8	8	7	7
"MWAY,KM_TKM2,RO32"	47	29	29	29	29	29	44	43	43	43	41	41
"MWAY,KM_TKM2,RO41"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,RO42"	7	0	0	0	0	0	2	4	4	6	6	7
"MWAY,KM_TKM2,SE11"	48	41 b	40	46	45	46	46	47	47	48	47	48
"MWAY,KM_TKM2,SE12"	15	14 b	14	15	15	15	15	15	15	15	15	15
"MWAY,KM_TKM2,SE21"	6	6 b	6	6	6	6	6	6	6	6	6	6
"MWAY,KM_TKM2,SE22"	26	22 b	22	22	23	23	24	25	26	26	26	26
"MWAY,KM_TKM2,SE23"	20	14 b	15	15	16	16	18	19	19	19	19	20
"MWAY,KM_TKM2,SE31"	1	2 b	1	1	1	1	1	1	1	1	1	1
"MWAY,KM_TKM2,SE32"	0	0 b	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,SE33"	0	0 b	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,SI03"	24	: 	: 	: 	: 	: 	31	31	26	26	25	26
"MWAY,KM_TKM2,SI04"	42	: 	: 	: 	: 	: 	49	48	37	38	38	38
"MWAY,KM_TKM2,SK01"	54	54	54	54	54	56	56	55	54	54	54	54
"MWAY,KM_TKM2,SK02"	10	10	10	10	11	11	11	10	10	10	10	10
"MWAY,KM_TKM2,SK03"	6	4	4	4	4	4	4	4	4	5	5	6
"MWAY,KM_TKM2,SK04"	7	3	4	5	6	6	6	6	6	7	7	7
"MWAY,KM_TKM2,TR10"	99	41	37	36	36	36	36	58	58	58	85	85
"MWAY,KM_TKM2,TR21"	9	10	10	9	9	9	9	9	9	9	9	9
"MWAY,KM_TKM2,TR22"	3	0	0	0	0	0	0	: 	: 	: 	: 	2
"MWAY,KM_TKM2,TR31"	22	14	17	17	17	18	18	18	18	19	21	21
"MWAY,KM_TKM2,TR32"	2	3	2	2	2	2	2	2	2	2	2	2
"MWAY,KM_TKM2,TR33"	2	0	0	0	0	0	0	: 	: 	: 	: 	1
"MWAY,KM_TKM2,TR41"	5	2	2	2	3	3	3	3	3	3	5	5
"MWAY,KM_TKM2,TR42"	20	14	16	16	16	16	16	16	16	16	18	18
"MWAY,KM_TKM2,TR51"	8	8	8	8	8	8	8	8	8	8	8	8
"MWAY,KM_TKM2,TR52"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR61"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR62"	11	11	11	11	11	11	11	10	10	10	10	10
"MWAY,KM_TKM2,TR63"	8	8	9	8	8	8	8	8	8	8	8	8
"MWAY,KM_TKM2,TR71"	4	0	0	2	2	3	4	4	4	4	4	4
"MWAY,KM_TKM2,TR72"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR81"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR82"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR83"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TR90"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM_TKM2,TRA1"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TRA2"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TRB1"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TRB2"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,TRC1"	10	10	10	9	9	9	9	10	10	10	9	9
"MWAY,KM_TKM2,TRC2"	4	3	3	4	4	4	4	4	4	4	4	4
"MWAY,KM_TKM2,TRC3"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM_TKM2,UKN0"	8	8	8	8	8	9	9	8	8	8	8	8
