"sectperf,unit,geo\time"	2018	2017		ITI4
"BES,EUR_HAB,RO12"	27.4	20.5		
"BES,EUR_HAB,RO2"	1.4	1.4		
"BES,EUR_HAB,RO21"	2.4	2.1		
"BES,EUR_HAB,RO22"	0	0.4		
"BES,EUR_HAB,RO3"	84.1	77.7		
"BES,EUR_HAB,RO31"	23.3	22.6		
"BES,EUR_HAB,RO32"	162.6	150.1		
"BES,EUR_HAB,RO4"	20.7	13.3		
"BES,EUR_HAB,RO41"	9.3	2.6		
"BES,EUR_HAB,RO42"	33.1	25.1		
"BES,EUR_HAB,RS"	22	17.8		
"BES,EUR_HAB,RS1"	42.2	: 		
"BES,EUR_HAB,RS11"	61.9	: 		
"BES,EUR_HAB,RS12"	24.5	: 		
"BES,EUR_HAB,RS2"	1.1	: 		
"BES,EUR_HAB,RS21"	0.5	: 		
"BES,EUR_HAB,RS22"	2	: 		
"BES,EUR_HAB,RU"	: 	: 		
"BES,EUR_HAB,SE"	1095.9	1151.9		
"BES,EUR_HAB,SE1"	: 	1405.5		
"BES,EUR_HAB,SE11"	: 	1810.4		
"BES,EUR_HAB,SE12"	: 	853.4		
"BES,EUR_HAB,SE2"	: 	1263.7		
"BES,EUR_HAB,SE21"	: 	: c		
"BES,EUR_HAB,SE22"	: 	841.2		
"BES,EUR_HAB,SE23"	: 	1874.4		
"BES,EUR_HAB,SE3"	: 	300.7		
"BES,EUR_HAB,SE31"	: 	371.9		
"BES,EUR_HAB,SE32"	: 	: c		
"BES,EUR_HAB,SE33"	: 	250		
"BES,EUR_HAB,SI"	320.5	290.4		
"BES,EUR_HAB,SI0"	320.5	290.4		
"BES,EUR_HAB,SI03"	252.6	225.1		
"BES,EUR_HAB,SI04"	396.3	363.6		
"BES,EUR_HAB,SK"	74.6	74.6		
"BES,EUR_HAB,SK0"	74.6	74.6		
"BES,EUR_HAB,SK01"	246.2	292.3		
"BES,EUR_HAB,SK02"	78.5	68		
"BES,EUR_HAB,SK03"	42.9	38.2		
"BES,EUR_HAB,SK04"	27.6	25.9		
"BES,EUR_HAB,TR"	50.5	51.6		
"BES,EUR_HAB,UK"	427.2	410.3		
"BES,EUR_HAB,UKC"	189.2	165.9		
"BES,EUR_HAB,UKC1"	175.5	128.6		
"BES,EUR_HAB,UKC2"	200.5	196.7		
"BES,EUR_HAB,UKD"	315.6	342.4		
"BES,EUR_HAB,UKD1"	364.4	322.1		
"BES,EUR_HAB,UKD3"	152.3	141.1		
"BES,EUR_HAB,UKD4"	202.1	195		
"BES,EUR_HAB,UKD6"	941.7	1164.1		
"BES,EUR_HAB,UKD7"	330.3	363		
"BES,EUR_HAB,UKE"	190.6	196.7		
"BES,EUR_HAB,UKE1"	223.1	210.3		
"BES,EUR_HAB,UKE2"	319.2	297.8		
"BES,EUR_HAB,UKE3"	102.3	123.1		
"BES,EUR_HAB,UKE4"	185.2	199.8		
"BES,EUR_HAB,UKF"	418.3	365.3		
"BES,EUR_HAB,UKF1"	666	556.7		
"BES,EUR_HAB,UKF2"	256.4	246.1		
"BES,EUR_HAB,UKF3"	87.7	94.1		
"BES,EUR_HAB,UKG"	528.1	482.3		
"BES,EUR_HAB,UKG1"	1388.1	1321.7		
"BES,EUR_HAB,UKG2"	199.6	151.3		
"BES,EUR_HAB,UKG3"	313.5	278		
"BES,EUR_HAB,UKH"	937.6	867.6		
"BES,EUR_HAB,UKH1"	1225.8	1006.3		
"BES,EUR_HAB,UKH2"	1050.2	1096.4		
"BES,EUR_HAB,UKH3"	427.7	444.5		
"BES,EUR_HAB,UKI"	369.1	362.5		
"BES,EUR_HAB,UKI3"	1356.8	1236.9		
"BES,EUR_HAB,UKI4"	234.1	196.9		
"BES,EUR_HAB,UKI5"	30.4	28.6		
"BES,EUR_HAB,UKI6"	45	61.5		
"BES,EUR_HAB,UKI7"	484.4	555.1		
"BES,EUR_HAB,UKJ"	623.4	612.2		
"BES,EUR_HAB,UKJ1"	1169.6	1157.7		
"BES,EUR_HAB,UKJ2"	464.5	481.4		
"BES,EUR_HAB,UKJ3"	456.8	429.2		
"BES,EUR_HAB,UKJ4"	340.2	302.7		
"BES,EUR_HAB,UKK"	355	340.4		
"BES,EUR_HAB,UKK1"	597.4	577.3		
"BES,EUR_HAB,UKK2"	211.2	194.6		
"BES,EUR_HAB,UKK3"	54.9	60.6		
"BES,EUR_HAB,UKK4"	149.1	139.7		
"BES,EUR_HAB,UKL"	155.6	167.2		
"BES,EUR_HAB,UKL1"	125.3	136.1		
"BES,EUR_HAB,UKL2"	206.7	219.8		
"BES,EUR_HAB,UKM"	281.9	262.8		
"BES,EUR_HAB,UKM2"	: 	378.1		
"BES,EUR_HAB,UKM3"	: 	178		
"BES,EUR_HAB,UKM5"	391.2	372.6		
"BES,EUR_HAB,UKM6"	59.5	70.2		
"BES,EUR_HAB,UKM7"	448.7	398.9		
"BES,EUR_HAB,UKM8"	230.9	231.4		
"BES,EUR_HAB,UKM9"	67.7	67.6		
"BES,EUR_HAB,UKN"	315.8	312.6		
"BES,EUR_HAB,UKN0"	315.8	312.6		
"BES,EUR_HAB,US"	1091.5 de	1088.4 d		
"BES,MIO_EUR,AT"	8461.72 p	7888.444		
"BES,MIO_EUR,AT1"	: 	2460.993		
"BES,MIO_EUR,AT11"	: 	64.783		
"BES,MIO_EUR,AT12"	: 	789.379		
"BES,MIO_EUR,AT13"	: 	1606.831		
"BES,MIO_EUR,AT2"	: 	2237.744		
"BES,MIO_EUR,AT21"	: 	524.332		
"BES,MIO_EUR,AT22"	: 	1713.412		
"BES,MIO_EUR,AT3"	: 	3189.707		
"BES,MIO_EUR,AT31"	: 	1996.239		
"BES,MIO_EUR,AT32"	: 	297.695		
"BES,MIO_EUR,AT33"	: 	602.681		
"BES,MIO_EUR,AT34"	: 	293.092		
"BES,MIO_EUR,ATZ"	: 	: 		
"BES,MIO_EUR,ATZZ"	: 	: 		
"BES,MIO_EUR,BA"	: 	: 		
"BES,MIO_EUR,BE"	8588.7 e	8333.61		
"BES,MIO_EUR,BE1"	: 	1007.613		
"BES,MIO_EUR,BE10"	: 	1007.613		
"BES,MIO_EUR,BE2"	: 	5234.839		
"BES,MIO_EUR,BE21"	: 	: c		
"BES,MIO_EUR,BE22"	: 	: c		
"BES,MIO_EUR,BE23"	: 	: c		
"BES,MIO_EUR,BE24"	: 	: c		
"BES,MIO_EUR,BE25"	: 	: c		
"BES,MIO_EUR,BE3"	: 	2091.158		
"BES,MIO_EUR,BE31"	: 	: c		
"BES,MIO_EUR,BE32"	: 	: c		
"BES,MIO_EUR,BE33"	: 	: c		
"BES,MIO_EUR,BE34"	: 	: c		
"BES,MIO_EUR,BE35"	: 	: c		
"BES,MIO_EUR,BEZ"	: 	: 		
"BES,MIO_EUR,BEZZ"	: 	: 		
"BES,MIO_EUR,BG"	304.777	273.07		
"BES,MIO_EUR,BG3"	60.901	60.498		
"BES,MIO_EUR,BG31"	15.505	12.693		
"BES,MIO_EUR,BG32"	12.439	14.276		
"BES,MIO_EUR,BG33"	15.767	17.506		
"BES,MIO_EUR,BG34"	17.19	16.023		
"BES,MIO_EUR,BG4"	243.876	212.572		
"BES,MIO_EUR,BG41"	217.036	184.442		
"BES,MIO_EUR,BG42"	26.84	28.131		
"BES,MIO_EUR,BGZ"	: 	: 		
"BES,MIO_EUR,BGZZ"	: 	: 		
"BES,MIO_EUR,CH"	: 	14076.668		
"BES,MIO_EUR,CH0"	: 	14076.668		
"BES,MIO_EUR,CH01"	: 	: 		
"BES,MIO_EUR,CH02"	: 	: 		
"BES,MIO_EUR,CH03"	: 	: 		
"BES,MIO_EUR,CH04"	: 	: 		
"BES,MIO_EUR,CH05"	: 	: 		
"BES,MIO_EUR,CH06"	: 	: 		
"BES,MIO_EUR,CH07"	: 	: 		
"BES,MIO_EUR,CN_X_HK"	195101.553	179056.602		
"BES,MIO_EUR,CY"	53.907	40.943		
"BES,MIO_EUR,CY0"	53.907	40.943		
"BES,MIO_EUR,CY00"	53.907	40.943		
"BES,MIO_EUR,CZ"	2481.912	2157.948		
"BES,MIO_EUR,CZ0"	2481.912	2157.948		
"BES,MIO_EUR,CZ01"	679.925	573.863		
"BES,MIO_EUR,CZ02"	503.58	427.139		
"BES,MIO_EUR,CZ03"	208.092	167.025		
"BES,MIO_EUR,CZ04"	39.788	34.026		
"BES,MIO_EUR,CZ05"	273.341	237.452		
"BES,MIO_EUR,CZ06"	413.761	389.366		
"BES,MIO_EUR,CZ07"	215.892	190.223		
"BES,MIO_EUR,CZ08"	147.535	138.853		
"BES,MIO_EUR,CZZ"	0	0		
"BES,MIO_EUR,CZZZ"	0	0		
"BES,MIO_EUR,DE"	72101.3	68787.3		
"BES,MIO_EUR,DE1"	: 	23330.2		
"BES,MIO_EUR,DE11"	: 	14938.6		
"BES,MIO_EUR,DE12"	: 	3945.8		
"BES,MIO_EUR,DE13"	: 	1466		
"BES,MIO_EUR,DE14"	: 	2979.9		
"BES,MIO_EUR,DE2"	: 	14178.3		
"BES,MIO_EUR,DE21"	: 	7925.6		
"BES,MIO_EUR,DE22"	: 	562.2		
