unit,isced11,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED5,T,CY	: 	4648 	4535 	3660 	3128 	2957 	3250 
NR,ED5,T,CY0	: 	4648 	4535 	3660 	3128 	2957 	3250 
NR,ED5,T,CY00	: 	4648 	4535 	3660 	3128 	2957 	3250 
NR,ED5,T,CZ	: 	979 	1015 	962 	994 	998 	365165 
NR,ED5,T,CZ0	: 	979 	1015 	962 	994 	998 	992 
NR,ED5,T,CZ01	: 	422 	453 	423 	441 	419 	417 
NR,ED5,T,CZ02	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,CZ03	: 	87 	101 	98 	84 	110 	117 
NR,ED5,T,CZ04	: 	72 	59 	42 	54 	61 	48 
NR,ED5,T,CZ05	: 	81 	85 	79 	77 	57 	53 
NR,ED5,T,CZ06	: 	111 	119 	125 	130 	132 	141 
NR,ED5,T,CZ07	: 	91 	80 	82 	90 	90 	83 
NR,ED5,T,CZ08	: 	115 	118 	113 	118 	129 	133 
NR,ED5,T,CZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,CZZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE	: 	349 	329 	357 	394 	476 	540 
NR,ED5,T,DE1	: 	17 	17 	20 	21 	20 	20 
NR,ED5,T,DE2	: 	144 	135 	164 	119 	148 	151 
NR,ED5,T,DE3	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE4	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE5	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE6	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE7	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE8	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DE9	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DEA	: 	132 	123 	140 	191 	244 	231 
NR,ED5,T,DEB	: 	16 	10 	11 	16 	16 	20 
NR,ED5,T,DEC	: 	40 	44 	22 	47 	48 	42 
NR,ED5,T,DED	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DEE	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DEF	: 	0 	0 	0 	0 	0 	76 
NR,ED5,T,DEG	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DK	: 	35572 	35603 	34670 	34973 	33460 	31692 
NR,ED5,T,DK0	: 	35572 	35603 	34670 	34973 	33460 	31692 
NR,ED5,T,DK01	: 	13279 	12411 	12275 	12384 	11721 	11139 
NR,ED5,T,DK02	: 	3038 	3128 	3110 	3098 	3133 	3162 
NR,ED5,T,DK03	: 	7514 	7593 	6898 	7201 	7121 	6423 
NR,ED5,T,DK04	: 	8200 	8698 	8742 	8631 	8227 	7992 
NR,ED5,T,DK05	: 	3541 	3773 	3645 	3659 	3258 	2976 
NR,ED5,T,DKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,DKZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,EE	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EE0	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EE00	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL3	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL30	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL4	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL41	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL42	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL43	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL5	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL51	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL52	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL53	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL54	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL6	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL61	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL62	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL63	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL64	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,EL65	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,ELZ	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,ELZZ	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,ES	: 	414386 	392468 	368601 	372356 	366049 	: 
NR,ED5,T,ES1	: 	40941 	39714 	38421 	39948 	38861 	36330 
NR,ED5,T,ES11	: 	25580 	25062 	24507 	25540 	24716 	23366 
NR,ED5,T,ES12	: 	9183 	8774 	8576 	8826 	8764 	8112 
NR,ED5,T,ES13	: 	6178 	5878 	5338 	5582 	5381 	4852 
NR,ED5,T,ES2	: 	41966 	39837 	37034 	37605 	36918 	34937 
NR,ED5,T,ES21	: 	22496 	21368 	20062 	21124 	20467 	19472 
NR,ED5,T,ES22	: 	4961 	4590 	4331 	4158 	4228 	3807 
NR,ED5,T,ES23	: 	2903 	2821 	2503 	2413 	2431 	2195 
NR,ED5,T,ES24	: 	11606 	11058 	10138 	9910 	9792 	9463 
NR,ED5,T,ES3	: 	51398 	45870 	40259 	40932 	41752 	39473 
NR,ED5,T,ES30	: 	51398 	45870 	40259 	40932 	41752 	39473 
NR,ED5,T,ES4	: 	45607 	45288 	43139 	44979 	45164 	42288 
NR,ED5,T,ES41	: 	20005 	19564 	18429 	19236 	20084 	18861 
NR,ED5,T,ES42	: 	16646 	16766 	16368 	17354 	16940 	15960 
NR,ED5,T,ES43	: 	8956 	8958 	8342 	8389 	8140 	7467 
NR,ED5,T,ES5	: 	128689 	122193 	114937 	115480 	113329 	109705 
NR,ED5,T,ES51	: 	78458 	73138 	67339 	67502 	64666 	62932 
NR,ED5,T,ES52	: 	44178 	43802 	42540 	42996 	43943 	42325 
NR,ED5,T,ES53	: 	6053 	5253 	5058 	4982 	4720 	4448 
NR,ED5,T,ES6	: 	84089 	78158 	73748 	72045 	70598 	68037 
NR,ED5,T,ES61	: 	69914 	65008 	61755 	59944 	58977 	57377 
NR,ED5,T,ES62	: 	12364 	11340 	10303 	10428 	9952 	9023 
NR,ED5,T,ES63	: 	895 	921 	876 	905 	897 	884 
NR,ED5,T,ES64	: 	916 	889 	814 	768 	772 	753 
NR,ED5,T,ES7	: 	21696 	21408 	21063 	21367 	19427 	15612 
NR,ED5,T,ES70	: 	21696 	21408 	21063 	21367 	19427 	15612 
NR,ED5,T,ESZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ESZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,EU27_2020	: 	1205287 	: 	1109098 d	1047164 d	1124440 d	: 
NR,ED5,T,EU28	: 	1504215 	: 	1404197 d	1319652 d	1409783 d	: 
NR,ED5,T,FI	: 	: z	: z	: z	: z	21 	181418 
NR,ED5,T,FI1	: 	: z	: z	: z	: z	21 	92 
NR,ED5,T,FI19	: 	: z	: z	: z	: z	21 	92 
NR,ED5,T,FI1B	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FI1C	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FI1D	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FI2	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FI20	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FIZ	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FIZZ	: 	: z	: z	: z	: z	0 	0 
NR,ED5,T,FR	: 	511524 	501330 	496714 	495472 	503711 d	504896 
NR,ED5,T,FR1	: 	97864 	90698 	90890 	91821 	93031 	93748 
NR,ED5,T,FR10	: 	97864 	90698 	90890 	91821 	93031 	93748 
NR,ED5,T,FRB	: 	18002 	17728 	17582 	17387 	17638 	17559 
NR,ED5,T,FRB0	: 	18002 	17728 	17582 	17387 	17638 	17559 
NR,ED5,T,FRC	: 	21018 	20622 	20695 	20388 	21388 	21793 
NR,ED5,T,FRC1	: 	11131 	11022 	10902 	10560 	11084 	11220 
NR,ED5,T,FRC2	: 	9887 	9600 	9793 	9828 	10304 	10573 
NR,ED5,T,FRD	: 	24099 	24218 	24245 	23957 	24385 	24751 
NR,ED5,T,FRD1	: 	10541 	10452 	10412 	10428 	10710 	10879 
NR,ED5,T,FRD2	: 	13558 	13766 	13833 	13529 	13675 	13872 
NR,ED5,T,FRE	: 	50130 	48942 	47818 	47706 	49382 	49982 
NR,ED5,T,FRE1	: 	35940 	35921 	35085 	35104 	36393 	37255 
NR,ED5,T,FRE2	: 	14190 	13021 	12733 	12602 	12989 	12727 
NR,ED5,T,FRF	: 	44842 	45723 	45362 	45175 	45603 	45331 
NR,ED5,T,FRF1	: 	15664 	15987 	15806 	15743 	15745 	15588 
NR,ED5,T,FRF2	: 	10323 	10384 	10387 	10192 	10420 	10289 
NR,ED5,T,FRF3	: 	18855 	19352 	19169 	19240 	19438 	19454 
NR,ED5,T,FRG	: 	32363 	30136 	29623 	29154 	30211 	30292 
NR,ED5,T,FRG0	: 	32363 	30136 	29623 	29154 	30211 	30292 
NR,ED5,T,FRH	: 	27104 	26718 	26410 	26038 	26244 	26519 
NR,ED5,T,FRH0	: 	27104 	26718 	26410 	26038 	26244 	26519 
NR,ED5,T,FRI	: 	42516 	41408 	41075 	41498 	42304 	42172 
NR,ED5,T,FRI1	: 	23860 	22834 	22554 	22975 	23273 	23432 
NR,ED5,T,FRI2	: 	6110 	6151 	6275 	6124 	6140 	6142 
NR,ED5,T,FRI3	: 	12546 	12423 	12246 	12399 	12891 	12598 
NR,ED5,T,FRJ	: 	44600 	44298 	44087 	43920 	44132 	44400 
NR,ED5,T,FRJ1	: 	20518 	20264 	20171 	20113 	20270 	20542 
NR,ED5,T,FRJ2	: 	24082 	24034 	23916 	23807 	23862 	23858 
NR,ED5,T,FRK	: 	61804 	62862 	61566 	61253 	62062 	62132 
NR,ED5,T,FRK1	: 	10004 	9780 	9666 	9670 	10014 	10285 
NR,ED5,T,FRK2	: 	51800 	53082 	51900 	51583 	52048 	51847 
NR,ED5,T,FRL	: 	32609 	33495 	33247 	33103 	33565 	33050 
NR,ED5,T,FRL0	: 	32609 	33495 	33247 	33103 	33565 	33050 
NR,ED5,T,FRM	: 	1296 	1305 	1298 	1372 	1349 	1203 
NR,ED5,T,FRM0	: 	1296 	1305 	1298 	1372 	1349 	1203 
NR,ED5,T,FRY	: 	13277 	13177 	12816 	12700 	12417 d	: 
NR,ED5,T,FRY1	: 	2949 	2804 	2771 	2655 	2584 	2505 
NR,ED5,T,FRY2	: 	2893 	3040 	3042 	3049 	3046 	2836 
NR,ED5,T,FRY3	: 	1163 	1194 	1010 	916 	980 	1003 
NR,ED5,T,FRY4	: 	5809 	5749 	5653 	5807 	5807 	5620 
NR,ED5,T,FRY5	: 	463 	390 	340 	273 	: 	: 
NR,ED5,T,FRZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,FRZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,HR	: 	51 	82 	65 	118 	: 	: d
NR,ED5,T,HR0	: 	51 	82 	65 	118 	: 	: d
NR,ED5,T,HR03	: 	45 	76 	61 	118 	: 	: d
NR,ED5,T,HR04	: 	6 	6 	4 	0 	: 	: d
NR,ED5,T,HRZ	: 	0 	0 	0 	0 	: 	: d
NR,ED5,T,HRZZ	: 	0 	0 	0 	0 	: 	: d
NR,ED5,T,HU	11182 	12236 	13317 	11989 	11655 	20100 	37018 
NR,ED5,T,HU1	4520 	4735 	4844 	4140 	4637 	8188 	15081 
NR,ED5,T,HU11	4116 	4208 	4306 	3780 	4390 	7532 	13807 
NR,ED5,T,HU12	404 	527 	538 	360 	247 	656 	1274 
NR,ED5,T,HU2	2848 	3033 	3572 	3368 	3172 	5650 	9870 
NR,ED5,T,HU21	1024 	1099 	1328 	1198 	1086 	1885 	3422 
NR,ED5,T,HU22	892 	931 	1121 	1007 	807 	1765 	3437 
NR,ED5,T,HU23	932 	1003 	1123 	1163 	1279 	2000 	3011 
NR,ED5,T,HU3	3814 	4468 	4901 	4481 	3846 	6262 	12067 
NR,ED5,T,HU31	1191 	1348 	1317 	1112 	968 	1595 	3661 
NR,ED5,T,HU32	1234 	1509 	1756 	1900 	1562 	2503 	4573 
NR,ED5,T,HU33	1389 	1611 	1828 	1469 	1316 	2164 	3833 
NR,ED5,T,HUZ	0 	0 	0 	0 	0 	0 	0 
NR,ED5,T,HUZZ	0 	0 	0 	0 	0 	0 	0 
NR,ED5,T,IE	: 	19872 d	19549 	16493 	16505 	17963 	41618 
NR,ED5,T,IE0	: 	19872 d	19549 	16493 	16505 	17963 	41618 
NR,ED5,T,IE04	: 	3053 d	: 	: 	: 	: 	: 
NR,ED5,T,IE05	: 	6700 d	: 	: 	: 	: 	: 
NR,ED5,T,IE06	: 	10119 d	: 	: 	: 	: 	: 
NR,ED5,T,IEZ	: 	0 d	0 	0 	0 	0 	0 
NR,ED5,T,IEZZ	: 	0 d	0 	0 	0 	0 	0 
NR,ED5,T,IS	: 	588 	: 	: 	: 	543 	: 
NR,ED5,T,IS0	: 	588 	: 	: 	: 	543 	: 
NR,ED5,T,IS00	: 	588 	: 	: 	: 	543 	: 
NR,ED5,T,IT	: 	13378 	11014 	8316 	6548 	5201 	2486 
NR,ED5,T,ITC	: 	4545 	3824 	2853 	2031 	1527 	769 
NR,ED5,T,ITC1	: 	1020 	775 	513 	391 	354 	132 
NR,ED5,T,ITC2	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ITC3	: 	801 	671 	653 	537 	516 	275 
NR,ED5,T,ITC4	: 	2724 	2378 	1687 	1103 	657 	362 
NR,ED5,T,ITF	: 	1981 	1480 	972 	831 	749 	320 
NR,ED5,T,ITF1	: 	328 	276 	180 	202 	155 	76 
NR,ED5,T,ITF2	: 	71 	54 	25 	13 	18 	15 
NR,ED5,T,ITF3	: 	270 	275 	241 	175 	161 	55 
NR,ED5,T,ITF4	: 	957 	513 	256 	243 	276 	174 
NR,ED5,T,ITF5	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ITF6	: 	355 	362 	270 	198 	139 	0 
NR,ED5,T,ITG	: 	938 	606 	506 	361 	302 	160 
NR,ED5,T,ITG1	: 	700 	474 	411 	285 	256 	138 
NR,ED5,T,ITG2	: 	238 	132 	95 	76 	46 	22 
NR,ED5,T,ITH	: 	3474 	2924 	2368 	2025 	1534 	674 
NR,ED5,T,ITH1	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ITH2	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ITH3	: 	1776 	1427 	1098 	946 	621 	305 
NR,ED5,T,ITH4	: 	609 	518 	400 	309 	236 	115 
NR,ED5,T,ITH5	: 	1089 	979 	870 	770 	677 	254 
NR,ED5,T,ITI	: 	2440 	2180 	1617 	1300 	1089 	563 
NR,ED5,T,ITI1	: 	928 	759 	329 	217 	170 	60 
NR,ED5,T,ITI2	: 	351 	304 	244 	157 	90 	40 
NR,ED5,T,ITI3	: 	428 	385 	365 	280 	305 	141 
NR,ED5,T,ITI4	: 	733 	732 	679 	646 	524 	322 
NR,ED5,T,ITZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,ITZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,LI	: 	0 	: z	: z	: z	: z	: 
NR,ED5,T,LI0	: 	0 	: z	: z	: z	: z	: 
NR,ED5,T,LI00	: 	0 	: z	: z	: z	: z	: 
NR,ED5,T,LT	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,LT0	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,LT00	: 	: 	: z	: z	: z	: z	: z
NR,ED5,T,LT01	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,LT02	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,LTZ	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,LTZZ	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,LU	: 	766 	762 	642 	587 	560 	329 
NR,ED5,T,LU0	: 	766 	762 	642 	587 	560 	329 
NR,ED5,T,LU00	: 	766 	762 	642 	587 	560 	329 
NR,ED5,T,LV	: 	14919 	14589 	15193 	16105 	17053 	17348 
NR,ED5,T,LV0	: 	14919 	14589 	15193 	16105 	17053 	17348 
NR,ED5,T,LV00	: 	14919 	14589 	15193 	16105 	17053 	17348 
NR,ED5,T,ME	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,ME0	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,ME00	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,MK	: 	: z	: 	: z	: z	: z	: z
NR,ED5,T,MK0	: 	: z	: 	: z	: z	: z	: z
NR,ED5,T,MK00	: 	: z	: 	: z	: z	: z	: z
NR,ED5,T,MT	: 	2068 	1682 	2076 	2537 	2162 	2466 
NR,ED5,T,MT0	: 	2068 	1682 	2076 	2537 	2162 	2466 
NR,ED5,T,MT00	: 	2068 	1682 	2076 	2537 	2162 	2466 
NR,ED5,T,NL	: 	25029 	23746 	20379 	18686 	6287 	5338 
NR,ED5,T,NL1	: 	2496 	2204 	2029 	2100 	956 	792 
NR,ED5,T,NL11	: 	629 	711 	291 	426 	219 	186 
NR,ED5,T,NL12	: 	1134 	803 	810 	910 	484 	423 
NR,ED5,T,NL13	: 	733 	690 	927 	764 	253 	183 
NR,ED5,T,NL2	: 	4782 	4974 	4109 	4414 	1451 	1401 
NR,ED5,T,NL21	: 	1431 	1699 	1366 	1271 	602 	565 
NR,ED5,T,NL22	: 	2437 	2615 	1871 	2705 	647 	661 
NR,ED5,T,NL23	: 	914 	660 	871 	439 	202 	175 
NR,ED5,T,NL3	: 	12207 	11971 	9765 	7853 	2652 	1982 
NR,ED5,T,NL31	: 	1387 	1685 	1661 	1150 	333 	283 
NR,ED5,T,NL32	: 	3496 	3397 	2611 	2223 	499 	439 
NR,ED5,T,NL33	: 	6946 	6659 	5166 	4128 	1756 	1193 
NR,ED5,T,NL34	: 	378 	229 	327 	352 	64 	67 
NR,ED5,T,NL4	: 	5512 	4565 	4456 	4295 	1201 	1142 
NR,ED5,T,NL41	: 	4417 	3860 	3368 	3347 	959 	940 
NR,ED5,T,NL42	: 	1095 	706 	1088 	948 	242 	202 
NR,ED5,T,NLZ	: 	32 e	31 	20 	24 	27 	21 
NR,ED5,T,NLZZ	: 	32 e	31 	20 	24 	27 	21 
NR,ED5,T,NO	: 	8615 	8406 	9012 	9836 	9758 	9783 
NR,ED5,T,NO0	: 	8615 	8406 	9012 	9836 	9758 	9783 
NR,ED5,T,NO01	: 	1649 	1658 	1561 	2066 	3020 	3609 
NR,ED5,T,NO02	: 	746 	671 	687 	781 	851 	606 
NR,ED5,T,NO03	: 	1360 	1394 	1610 	1613 	1198 	1061 
NR,ED5,T,NO04	: 	1398 	1282 	1631 	1688 	1593 	1291 
NR,ED5,T,NO05	: 	1940 	1931 	2032 	2124 	1926 	1759 
NR,ED5,T,NO06	: 	924 	959 	1023 	998 	601 	884 
NR,ED5,T,NO07	: 	598 	511 	468 	566 	569 	573 
NR,ED5,T,NOZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,NOZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,PL	: 	234 	216 	343 	2721 	5803 	10907 
NR,ED5,T,PL2	: 	92 	93 	111 	880 	1663 	3157 
NR,ED5,T,PL21	: 	0 	0 	0 	24 	55 	244 
NR,ED5,T,PL22	: 	92 	93 	111 	856 	1608 	2913 
NR,ED5,T,PL4	: 	51 	45 	79 	276 	673 	1256 
NR,ED5,T,PL41	: 	51 	45 	79 	276 	544 	1047 
NR,ED5,T,PL42	: 	0 	0 	0 	0 	129 	209 
NR,ED5,T,PL43	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,PL5	: 	0 	10 	24 	297 	619 	1192 
NR,ED5,T,PL51	: 	0 	10 	24 	253 	481 	859 
NR,ED5,T,PL52	: 	0 	0 	0 	44 	138 	333 
NR,ED5,T,PL6	: 	0 	0 	0 	233 	581 	1187 
NR,ED5,T,PL61	: 	0 	0 	0 	163 	349 	650 
NR,ED5,T,PL62	: 	0 	0 	0 	70 	153 	316 
NR,ED5,T,PL63	: 	0 	0 	0 	0 	79 	221 
NR,ED5,T,PL7	: 	47 	28 	108 	390 	790 	1251 
NR,ED5,T,PL71	: 	0 	0 	89 	368 	706 	1066 
NR,ED5,T,PL72	: 	47 	28 	19 	22 	84 	185 
NR,ED5,T,PL8	: 	44 	40 	21 	299 	582 	1263 
NR,ED5,T,PL81	: 	44 	40 	21 	95 	227 	389 
NR,ED5,T,PL82	: 	0 	0 	0 	180 	328 	687 
NR,ED5,T,PL84	: 	0 	0 	0 	24 	27 	187 
NR,ED5,T,PL9	: 	0 	0 	0 	346 	895 	1601 
NR,ED5,T,PL91	: 	0 	0 	0 	119 	249 	449 
NR,ED5,T,PL92	: 	0 	0 	0 	227 	646 	1152 
NR,ED5,T,PLZ	: 	0 	: z	: z	0 	0 	0 
NR,ED5,T,PLZZ	: 	0 	: z	: z	0 	0 	0 
NR,ED5,T,PT	: 	12777 	11048 	6430 	395 	0 	0 
NR,ED5,T,PT1	: 	12576 	10885 	6333 	395 	0 	0 
NR,ED5,T,PT11	: 	4806 	4313 	2509 	245 	0 	0 
NR,ED5,T,PT15	: 	299 	271 	170 	0 	0 	0 
NR,ED5,T,PT16	: 	4406 	3863 	2321 	120 	0 	0 
NR,ED5,T,PT17	: 	1765 	1342 	767 	0 	0 	0 
NR,ED5,T,PT18	: 	1300 	1096 	566 	30 	0 	0 
NR,ED5,T,PT2	: 	33 	36 	25 	0 	0 	0 
NR,ED5,T,PT20	: 	33 	36 	25 	0 	0 	0 
NR,ED5,T,PT3	: 	168 	127 	72 	0 	0 	0 
NR,ED5,T,PT30	: 	168 	127 	72 	0 	0 	0 
NR,ED5,T,PTZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,PTZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,RO	: 	: z	: z	: z	: z	: z	812241 
NR,ED5,T,RO1	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO11	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO12	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO2	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO21	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO22	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO3	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO31	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO32	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO4	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO41	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RO42	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,ROZ	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,ROZZ	: 	: z	: z	: z	: z	: z	: z
NR,ED5,T,RS	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS1	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS11	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS12	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS2	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS21	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RS22	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RSZ	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,RSZZ	: 	: z	: 	: 	: 	: 	: 
NR,ED5,T,SE	: 	25569 	24705 	24492 	25244 	25465 	26036 
NR,ED5,T,SE1	: 	10192 	9200 	8506 	8474 	8792 	8740 
NR,ED5,T,SE11	: 	7129 	5929 	5237 	5274 	5429 	5561 
NR,ED5,T,SE12	: 	3063 	3271 	3269 	3200 	3363 	3179 
NR,ED5,T,SE2	: 	11669 	11662 	11564 	11922 	11823 	12484 
NR,ED5,T,SE21	: 	1609 	1689 	2056 	2460 	2534 	2843 
NR,ED5,T,SE22	: 	3925 	4003 	3833 	3701 	3711 	4081 
NR,ED5,T,SE23	: 	6135 	5970 	5675 	5761 	5578 	5560 
NR,ED5,T,SE3	: 	3708 	3843 	4422 	4848 	4850 	4812 
NR,ED5,T,SE31	: 	1787 	1660 	2016 	2337 	2342 	2235 
NR,ED5,T,SE32	: 	1017 	1265 	1350 	1350 	1219 	1266 
NR,ED5,T,SE33	: 	904 	918 	1056 	1161 	1289 	1311 
NR,ED5,T,SEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,SEZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,SI	: 	10353 	11001 	11162 	11485 	13251 	13406 
NR,ED5,T,SI0	: 	10353 	11001 	11162 	11485 	13251 	13406 
NR,ED5,T,SI03	: 	5344 	5881 	6149 	6569 	7393 	7570 
NR,ED5,T,SI04	: 	5009 	5120 	5013 	4916 	5858 	5836 
NR,ED5,T,SIZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,SIZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,SK	: 	2640 	2804 	2764 	2847 	2976 	2872 
NR,ED5,T,SK0	: 	2640 	2804 	2764 	2847 	2976 	2872 
NR,ED5,T,SK01	: 	591 	645 	701 	757 	738 	821 
NR,ED5,T,SK02	: 	712 	759 	714 	689 	813 	749 
NR,ED5,T,SK03	: 	406 	469 	505 	551 	561 	533 
NR,ED5,T,SK04	: 	931 	931 	844 	850 	864 	769 
NR,ED5,T,SKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,SKZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED5,T,TR	: 	: 	: 	2285406 	: 	1761492 	1527706 
NR,ED5,T,TR1	: 	: 	: 	160876 	: 	77117 	63749 
NR,ED5,T,TR10	: 	: 	: 	160876 	: 	77117 	63749 
NR,ED5,T,TR2	: 	: 	: 	80109 	: 	70154 	69507 
NR,ED5,T,TR21	: 	: 	: 	47099 	: 	41694 	39615 
NR,ED5,T,TR22	: 	: 	: 	33010 	: 	28460 	29892 
NR,ED5,T,TR3	: 	: 	: 	151151 	: 	122598 	120225 
NR,ED5,T,TR31	: 	: 	: 	35263 	: 	26695 	29888 
NR,ED5,T,TR32	: 	: 	: 	52460 	: 	39386 	37756 
NR,ED5,T,TR33	: 	: 	: 	63428 	: 	56517 	52581 
NR,ED5,T,TR4	: 	: 	: 	1224950 	: 	1038244 	838559 
NR,ED5,T,TR41	: 	: 	: 	1139967 	: 	965615 	769771 
NR,ED5,T,TR42	: 	: 	: 	84983 	: 	72629 	68788 
NR,ED5,T,TR5	: 	: 	: 	62276 	: 	55487 	55167 
NR,ED5,T,TR51	: 	: 	: 	23961 	: 	21706 	24033 
NR,ED5,T,TR52	: 	: 	: 	38315 	: 	33781 	31134 
NR,ED5,T,TR6	: 	: 	: 	142756 	: 	113494 	109103 
NR,ED5,T,TR61	: 	: 	: 	68607 	: 	52491 	50527 
NR,ED5,T,TR62	: 	: 	: 	37815 	: 	29938 	29532 
NR,ED5,T,TR63	: 	: 	: 	36334 	: 	31065 	29044 
NR,ED5,T,TR7	: 	: 	: 	74573 	: 	60658 	59307 
NR,ED5,T,TR71	: 	: 	: 	41738 	: 	33180 	32675 
NR,ED5,T,TR72	: 	: 	: 	32835 	: 	27478 	26632 
