unit,isced11,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED55,T,TRC	: 	: 	: 	61140 	: 	48914 	43138 
NR,ED55,T,TRC1	: 	: 	: 	28884 	: 	24660 	20247 
NR,ED55,T,TRC2	: 	: 	: 	16970 	: 	12975 	12973 
NR,ED55,T,TRC3	: 	: 	: 	15286 	: 	11279 	9918 
NR,ED55,T,TRZ	: 	: 	: 	: z	: 	: z	: z
NR,ED55,T,TRZZ	: 	: 	: 	: z	: 	: z	: z
NR,ED55,T,UK	: 	155515 d	131418 d	124388 	272487 	285343 	326829 
NR,ED55,T,UKC	: 	5542 d	4696 d	4385 	12831 	12682 	14816 
NR,ED55,T,UKD	: 	15184 d	11601 d	9578 	19860 	21531 	26070 
NR,ED55,T,UKE	: 	9082 d	7012 d	5955 	14217 	13806 	17905 
NR,ED55,T,UKF	: 	7522 d	5781 d	4940 	12500 	13224 	15115 
NR,ED55,T,UKG	: 	10163 d	8026 d	7099 	25566 	26194 	30815 
NR,ED55,T,UKH	: 	9916 d	6867 d	6253 	13801 	14040 	16048 
NR,ED55,T,UKI	: 	11684 d	8107 d	6588 	27659 	30658 	35931 
NR,ED55,T,UKJ	: 	12505 d	8339 d	7191 	40392 	45605 	59550 
NR,ED55,T,UKK	: 	8422 d	6077 d	5501 	14086 	15551 	17796 
NR,ED55,T,UKL	: 	3866 d	3766 d	3574 	23633 	24113 	25581 
NR,ED55,T,UKM	: 	57166 d	56212 d	57318 	56203 	55918 	56802 
NR,ED55,T,UKN	: 	3823 d	4519 d	5277 	11739 	12020 	7085 
NR,ED55,T,UKZ	: 	640 d	414 d	731 	0 	0 	3315 
NR,ED6,F,AT	: 	105293 	103059 	101469 	96769 	94737 	95686 
NR,ED6,F,AT1	: 	61268 	59939 	58616 	55798 	54455 	54693 
NR,ED6,F,AT11	: 	1038 	1020 	853 	816 	711 	647 
NR,ED6,F,AT12	: 	5680 	5203 	4376 	4296 	4163 	4042 
NR,ED6,F,AT13	: 	54549 	53716 	53386 	50685 	49580 	50004 
NR,ED6,F,AT2	: 	18369 	18019 	17557 	16942 	16611 	17150 
NR,ED6,F,AT21	: 	4257 	4242 	4149 	4097 	4116 	4292 
NR,ED6,F,AT22	: 	14112 	13777 	13408 	12845 	12495 	12858 
NR,ED6,F,AT3	: 	25656 	25100 	25296 	24029 	23672 	23843 
NR,ED6,F,AT31	: 	7050 	7176 	7177 	7004 	7097 	7145 
NR,ED6,F,AT32	: 	7388 	7065 	7377 	6957 	6677 	6805 
NR,ED6,F,AT33	: 	10416 	10089 	10057 	9357 	9212 	9218 
NR,ED6,F,AT34	: 	802 	770 	687 	711 	685 	676 
NR,ED6,F,ATZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,ATZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,BE	: 	208652 	215156 	206592 	205925 	204087 	204034 
NR,ED6,F,BE1	: 	43662 	47314 	46125 	49147 	47846 	45209 
NR,ED6,F,BE10	: 	43662 	47314 	46125 	49147 	47846 	45209 
NR,ED6,F,BE2	: 	99561 	102659 	95670 	94927 	93897 	94391 
NR,ED6,F,BE21	: 	30266 	31290 	28537 	27872 	26811 	27022 
NR,ED6,F,BE22	: 	9258 	10107 	9559 	9419 	9508 	9246 
NR,ED6,F,BE23	: 	32930 	30501 	28545 	28568 	28174 	30930 
NR,ED6,F,BE24	: 	15824 	19383 	18357 	18474 	18581 	16303 
NR,ED6,F,BE25	: 	11283 	11378 	10672 	10594 	10823 	10890 
NR,ED6,F,BE3	: 	65429 	65183 	64797 	61851 	62344 	60654 
NR,ED6,F,BE31	: 	8815 	7896 	7641 	8239 	9022 	8827 
NR,ED6,F,BE32	: 	21018 	21642 	21468 	19119 	19250 	18470 
NR,ED6,F,BE33	: 	22739 	22630 	22843 	21897 	21829 	21510 
NR,ED6,F,BE34	: 	2798 	2845 	2801 	2499 	2442 	2317 
NR,ED6,F,BE35	: 	10059 	10170 	10044 	10097 	9801 	9530 
NR,ED6,F,BEZ	: 	0 	0 	0 	0 	0 	3780 
NR,ED6,F,BEZZ	: 	0 	0 	0 	0 	0 	3780 
NR,ED6,F,BG	: 	80474 	86063 	92906 	98276 	100690 	103754 
NR,ED6,F,BG3	: 	30050 	32644 	35398 	38281 	39407 	41387 
NR,ED6,F,BG31	: 	1820 	1721 	1643 	1550 	1377 	1333 
NR,ED6,F,BG32	: 	11634 	12961 	13957 	15317 	15958 	16883 
NR,ED6,F,BG33	: 	11251 	12149 	13632 	14920 	15547 	16734 
NR,ED6,F,BG34	: 	5345 	5813 	6166 	6494 	6525 	6437 
NR,ED6,F,BG4	: 	50424 	53419 	57508 	59995 	61283 	62367 
NR,ED6,F,BG41	: 	36192 	38115 	40983 	42442 	43736 	44478 
NR,ED6,F,BG42	: 	14232 	15304 	16525 	17553 	17547 	17889 
NR,ED6,F,BGZ	: 	0 	: z	: z	: z	: z	: z
NR,ED6,F,BGZZ	: 	0 	: z	: z	: z	: z	: z
NR,ED6,F,CH	: 	102457 	100351 	98382 	96134 	95003 	91598 
NR,ED6,F,CH0	: 	96275 	94322 	92688 	90784 	90000 	86990 
NR,ED6,F,CH01	: 	23247 	22952 	21905 	21372 	21540 	20839 
NR,ED6,F,CH02	: 	20714 	20302 	20217 	20325 	20176 	19672 
NR,ED6,F,CH03	: 	6066 	5963 	6097 	5418 	5195 	5130 
NR,ED6,F,CH04	: 	27114 	26184 	25911 	25711 	25715 	24856 
NR,ED6,F,CH05	: 	8359 	8139 	7973 	7814 	7762 	7328 
NR,ED6,F,CH06	: 	7846 	7819 	7711 	7383 	6979 	6738 
NR,ED6,F,CH07	: 	2929 	2963 	2874 	2761 	2633 	2427 
NR,ED6,F,CHZ	: 	6182 	6029 	5694 	5350 	5003 	4608 
NR,ED6,F,CHZZ	: 	6182 	6029 	5694 	5350 	5003 	4608 
NR,ED6,F,CY	: 	10549 	10527 	10202 	10480 	10611 	10457 
NR,ED6,F,CY0	: 	10549 	10527 	10202 	10480 	10611 	10457 
NR,ED6,F,CY00	: 	10549 	10527 	10202 	10480 	10611 	10457 
NR,ED6,F,CZ	: 	110174 	117915 	126831 	135707 	146402 	152436 
NR,ED6,F,CZ0	: 	110121 	117860 	126791 	135674 	146356 	152383 
NR,ED6,F,CZ01	: 	37608 	39195 	41345 	43944 	46390 	48687 
NR,ED6,F,CZ02	: 	2303 	2619 	2806 	3111 	3402 	3574 
NR,ED6,F,CZ03	: 	11378 	12563 	13617 	14637 	15974 	16582 
NR,ED6,F,CZ04	: 	6002 	6328 	7216 	7589 	8174 	8469 
NR,ED6,F,CZ05	: 	9372 	10059 	11322 	12892 	14256 	14753 
NR,ED6,F,CZ06	: 	21111 	23767 	25058 	25998 	28235 	29265 
NR,ED6,F,CZ07	: 	12175 	12409 	13245 	13906 	14553 	15142 
NR,ED6,F,CZ08	: 	10172 	10920 	12182 	13597 	15372 	15911 
NR,ED6,F,CZZ	: 	53 	55 	40 	33 	46 	53 
NR,ED6,F,CZZZ	: 	53 	55 	40 	33 	46 	53 
NR,ED6,F,DE	: 	875203 	862614 	841674 	810960 	776792 	722611 
NR,ED6,F,DE1	: 	113513 	113330 	111509 	107759 	102929 	95636 
NR,ED6,F,DE2	: 	111139 	107026 	105777 	103565 	99309 	92105 
NR,ED6,F,DE3	: 	54623 	52809 	51325 	49095 	46273 	43262 
NR,ED6,F,DE4	: 	16611 	16450 	16421 	16554 	16900 	17599 
NR,ED6,F,DE5	: 	12612 	11641 	11578 	11125 	10993 	11009 
NR,ED6,F,DE6	: 	35058 	32031 	30996 	30605 	31015 	29514 
NR,ED6,F,DE7	: 	80871 	77399 	72858 	69605 	64310 	52957 
NR,ED6,F,DE8	: 	10046 	8902 	8763 	8782 	8880 	9244 
NR,ED6,F,DE9	: 	66074 	64641 	63192 	60064 	55175 	52722 
NR,ED6,F,DEA	: 	247347 	251957 	244190 	229971 	217209 	196249 
NR,ED6,F,DEB	: 	35660 	35016 	34381 	34186 	33206 	31769 
NR,ED6,F,DEC	: 	10649 	10430 	9942 	9083 	8601 	8022 
NR,ED6,F,DED	: 	29103 	29496 	29905 	29880 	30757 	31206 
NR,ED6,F,DEE	: 	17038 	17032 	17046 	16814 	16966 	17051 
NR,ED6,F,DEF	: 	19305 	18681 	17843 	17506 	17488 	16836 
NR,ED6,F,DEG	: 	15554 	15773 	15948 	16366 	16781 	17430 
NR,ED6,F,DEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,DK	: 	115155 	114804 	114179 	114830 	110875 	107013 
NR,ED6,F,DK0	: 	115155 	114804 	114179 	114830 	110875 	107013 
NR,ED6,F,DK01	: 	43249 	43059 	43393 	43587 	42706 	41895 
NR,ED6,F,DK02	: 	11696 	11682 	11519 	11707 	11032 	10568 
NR,ED6,F,DK03	: 	21436 	21305 	21009 	21368 	20638 	19342 
NR,ED6,F,DK04	: 	27426 	27522 	27046 	27097 	26208 	25692 
NR,ED6,F,DK05	: 	11348 	11236 	11212 	11071 	10291 	9516 
NR,ED6,F,DKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,DKZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,EE	: 	16402 	17373 	18978 	20853 	23148 	25300 
NR,ED6,F,EE0	: 	16402 	17373 	18978 	20853 	23148 	25300 
NR,ED6,F,EE00	: 	16402 	17373 	18978 	20853 	23148 	25300 
NR,ED6,F,EL	: 	312706 	300205 	295771 	290456 	286735 	282768 
NR,ED6,F,EL3	: 	112800 	111138 	105872 	104382 	103690 	97663 
NR,ED6,F,EL30	: 	112800 	111138 	105872 	104382 	103690 	97663 
NR,ED6,F,EL4	: 	28596 	27802 	28312 	28622 	25703 	27196 
NR,ED6,F,EL41	: 	5445 	5270 	5239 	5049 	4749 	4451 
NR,ED6,F,EL42	: 	3401 	2768 	2750 	2787 	2514 	2560 
NR,ED6,F,EL43	: 	19750 	19764 	20323 	20786 	18440 	20185 
NR,ED6,F,EL5	: 	105274 	97913 	98992 	95730 	96543 	96906 
NR,ED6,F,EL51	: 	16701 	15301 	15218 	15237 	14892 	15262 
NR,ED6,F,EL52	: 	61866 	58497 	56431 	55084 	55703 	54833 
NR,ED6,F,EL53	: 	10775 	8918 	11340 	10691 	10458 	11162 
NR,ED6,F,EL54	: 	15932 	15197 	16003 	14718 	15490 	15649 
NR,ED6,F,EL6	: 	66036 	63352 	62595 	61722 	60799 	61003 
NR,ED6,F,EL61	: 	14443 	13258 	13271 	12332 	12241 	12473 
NR,ED6,F,EL62	: 	5408 	4865 	5135 	4853 	3785 	4451 
NR,ED6,F,EL63	: 	33268 	32755 	31951 	32315 	32803 	32038 
NR,ED6,F,EL64	: 	6523 	6343 	6357 	6589 	6667 	6840 
NR,ED6,F,EL65	: 	6394 	6131 	5881 	5633 	5303 	5201 
NR,ED6,F,ELZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,ELZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,ES	: 	659866 	656390 	652643 	650767 	640882 	587466 
NR,ED6,F,ES1	: 	47729 	47906 	48929 	49004 	49147 	46257 
NR,ED6,F,ES11	: 	30484 	30642 	31301 	31236 	31574 	29716 
NR,ED6,F,ES12	: 	11246 	11411 	11570 	11800 	11715 	11188 
NR,ED6,F,ES13	: 	5999 	5853 	6058 	5968 	5858 	5353 
NR,ED6,F,ES2	: 	63401 	63443 	62945 	62686 	61067 	54649 
NR,ED6,F,ES21	: 	27227 	26975 	26795 	26382 	25869 	23415 
NR,ED6,F,ES22	: 	8885 	8719 	8508 	8459 	8083 	7420 
NR,ED6,F,ES23	: 	10545 	10689 	10870 	10933 	10437 	8615 
NR,ED6,F,ES24	: 	16744 	17060 	16772 	16912 	16678 	15199 
NR,ED6,F,ES3	: 	130425 	128371 	126210 	123407 	120652 	109658 
NR,ED6,F,ES30	: 	130425 	128371 	126210 	123407 	120652 	109658 
NR,ED6,F,ES4	: 	67688 	68033 	68316 	70621 	72912 	66598 
NR,ED6,F,ES41	: 	40056 	39427 	39071 	40731 	41351 	36588 
NR,ED6,F,ES42	: 	16972 	17511 	17803 	18744 	19643 	18790 
NR,ED6,F,ES43	: 	10660 	11095 	11442 	11146 	11918 	11220 
NR,ED6,F,ES5	: 	187460 	184932 	183820 	182585 	178813 	166477 
NR,ED6,F,ES51	: 	111520 	109320 	107974 	106089 	103743 	97784 
NR,ED6,F,ES52	: 	67138 	66573 	66676 	67124 	65633 	59409 
NR,ED6,F,ES53	: 	8802 	9039 	9170 	9372 	9437 	9284 
NR,ED6,F,ES6	: 	141487 	141706 	140076 	139781 	135546 	122300 
NR,ED6,F,ES61	: 	115460 	115791 	114367 	113902 	109618 	97372 
NR,ED6,F,ES62	: 	23851 	23794 	23523 	23685 	23668 	22881 
NR,ED6,F,ES63	: 	1067 	1044 	1144 	1148 	1179 	1089 
NR,ED6,F,ES64	: 	1109 	1077 	1042 	1046 	1081 	958 
NR,ED6,F,ES7	: 	21676 	21999 	22347 	22683 	22745 	21527 
NR,ED6,F,ES70	: 	21676 	21999 	22347 	22683 	22745 	21527 
NR,ED6,F,ESZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,ESZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,EU27_2020	: 	5570245 	: 	5497476 d	5548579 	5487213 d	5466403 d
NR,ED6,F,EU28	: 	6476697 	: 	6365838 d	6390759 	6331292 d	6306426 d
NR,ED6,F,FI	: 	106625 	109265 	111744 	114216 	116601 	119153 
NR,ED6,F,FI1	: 	106428 	109058 	111555 	114016 	116391 	118952 
NR,ED6,F,FI19	: 	26892 	27386 	27869 	28855 	29524 	30463 
NR,ED6,F,FI1B	: 	32644 	33605 	34101 	34483 	35128 	35789 
NR,ED6,F,FI1C	: 	20288 	20701 	21352 	21894 	22569 	22995 
NR,ED6,F,FI1D	: 	26604 	27366 	28233 	28784 	29170 	29705 
NR,ED6,F,FI2	: 	197 	207 	189 	200 	210 	201 
NR,ED6,F,FI20	: 	197 	207 	189 	200 	210 	201 
NR,ED6,F,FIZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,FIZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,FR	: 	621659 	609995 	596684 	578542 	561900 d	544563 
NR,ED6,F,FR1	: 	160785 	160565 	156556 	153176 	152140 	148167 
NR,ED6,F,FR10	: 	160785 	160565 	156556 	153176 	152140 	148167 
NR,ED6,F,FRB	: 	17458 	17092 	16656 	16077 	15195 	14715 
NR,ED6,F,FRB0	: 	17458 	17092 	16656 	16077 	15195 	14715 
NR,ED6,F,FRC	: 	18098 	18447 	17975 	17715 	17025 	16670 
NR,ED6,F,FRC1	: 	10466 	10920 	10578 	10433 	10126 	9884 
NR,ED6,F,FRC2	: 	7632 	7527 	7397 	7282 	6899 	6786 
NR,ED6,F,FRD	: 	24551 	24021 	22922 	21524 	20700 	20158 
NR,ED6,F,FRD1	: 	10303 	10318 	9889 	9020 	8616 	8402 
NR,ED6,F,FRD2	: 	14248 	13703 	13033 	12504 	12084 	11756 
NR,ED6,F,FRE	: 	52204 	50848 	49104 	47358 	45773 	44343 
NR,ED6,F,FRE1	: 	40436 	39167 	37933 	36803 	35836 	34760 
NR,ED6,F,FRE2	: 	11768 	11681 	11171 	10555 	9937 	9583 
NR,ED6,F,FRF	: 	46629 	46115 	45958 	43845 	42031 	41130 
NR,ED6,F,FRF1	: 	18261 	17937 	17202 	16632 	15946 	15848 
NR,ED6,F,FRF2	: 	8387 	8365 	9510 	8803 	8480 	7917 
NR,ED6,F,FRF3	: 	19981 	19813 	19246 	18410 	17605 	17365 
NR,ED6,F,FRG	: 	30753 	29597 	28241 	27576 	26233 	25685 
NR,ED6,F,FRG0	: 	30753 	29597 	28241 	27576 	26233 	25685 
NR,ED6,F,FRH	: 	28195 	28486 	28398 	27620 	26731 	26217 
NR,ED6,F,FRH0	: 	28195 	28486 	28398 	27620 	26731 	26217 
NR,ED6,F,FRI	: 	50640 	46604 	45390 	44038 	42080 	39984 
NR,ED6,F,FRI1	: 	31565 	28895 	28016 	27376 	26347 	24942 
NR,ED6,F,FRI2	: 	5948 	5700 	5321 	5108 	4916 	4614 
NR,ED6,F,FRI3	: 	13127 	12009 	12053 	11554 	10817 	10428 
NR,ED6,F,FRJ	: 	59076 	58250 	56693 	55240 	53968 	50929 
NR,ED6,F,FRJ1	: 	27482 	25986 	26235 	24899 	24839 	23417 
NR,ED6,F,FRJ2	: 	31594 	32264 	30458 	30341 	29129 	27512 
NR,ED6,F,FRK	: 	78343 	75122 	74428 	71974 	69586 	67248 
NR,ED6,F,FRK1	: 	12077 	11479 	11165 	11061 	10486 	10217 
NR,ED6,F,FRK2	: 	66266 	63643 	63263 	60913 	59100 	57031 
NR,ED6,F,FRL	: 	40409 	40123 	39610 	38453 	37181 	36578 
NR,ED6,F,FRL0	: 	40409 	40123 	39610 	38453 	37181 	36578 
NR,ED6,F,FRM	: 	1710 	1680 	1605 	1635 	1524 	1515 
NR,ED6,F,FRM0	: 	1710 	1680 	1605 	1635 	1524 	1515 
NR,ED6,F,FRY	: 	12808 	13045 	13148 	12311 	11733 d	: 
NR,ED6,F,FRY1	: 	3858 bd	2516 	2565 	2586 	2743 	2734 
NR,ED6,F,FRY2	: 	777 bd	2097 	2276 	2216 	2240 	2112 
NR,ED6,F,FRY3	: 	1137 	1154 	1258 	1130 	1104 	904 
NR,ED6,F,FRY4	: 	6277 	6485 	6202 	5750 	5646 	5474 
NR,ED6,F,FRY5	: 	759 	793 	847 	629 	: 	: 
NR,ED6,F,FRZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,FRZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,HR	: 	52332 	52841 	52725 	53753 	: 	: d
NR,ED6,F,HR0	: 	52332 	52841 	52725 	53753 	: 	: d
NR,ED6,F,HR03	: 	17706 	17693 	17406 	17213 	: 	: d
NR,ED6,F,HR04	: 	34626 	35148 	35319 	36540 	: 	: d
NR,ED6,F,HRZ	: 	0 	0 	0 	0 	: 	: d
NR,ED6,F,HRZZ	: 	0 	0 	0 	: 	: 	: d
NR,ED6,F,HU	95729 	96140 	98565 	105651 	114476 	123092 	126955 
NR,ED6,F,HU1	54350 	54908 	54595 	57619 	60647 	65297 	62788 
NR,ED6,F,HU11	49839 	49903 	48940 	52701 	54967 	58204 	54817 
NR,ED6,F,HU12	4511 	5005 	5655 	4918 	5680 	7093 	7971 
NR,ED6,F,HU2	15322 	15218 	17405 	18772 	21272 	23227 	25811 
NR,ED6,F,HU21	2530 	2619 	4101 	4771 	5667 	6821 	8381 
NR,ED6,F,HU22	5106 	5015 	5931 	6348 	6952 	7564 	8199 
NR,ED6,F,HU23	7686 	7584 	7373 	7653 	8653 	8842 	9231 
NR,ED6,F,HU3	26057 	26014 	26565 	29260 	32557 	34568 	38356 
NR,ED6,F,HU31	5667 	5796 	6536 	7650 	8885 	10026 	11801 
NR,ED6,F,HU32	10058 	9933 	10134 	11445 	12952 	14139 	15380 
NR,ED6,F,HU33	10332 	10285 	9895 	10165 	10720 	10403 	11175 
NR,ED6,F,HUZ	0 	0 	0 	0 	0 	0 	0 
NR,ED6,F,HUZZ	0 	0 	0 	0 	0 	0 	0 
NR,ED6,F,IE	: 	86980 	84591 	82915 	80724 	76987 	64269 
NR,ED6,F,IE0	: 	86980 	84591 	82915 	80724 	76987 	64269 
NR,ED6,F,IE04	: 	13318 	: 	: 	: 	: 	: 
NR,ED6,F,IE05	: 	29311 	: 	: 	: 	: 	: 
NR,ED6,F,IE06	: 	44351 	: 	: 	: 	: 	: 
NR,ED6,F,IEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,IEZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED6,F,IS	: 	7634 	: 	: 	: 	8521 	: 
NR,ED6,F,IS0	: 	7634 	: 	: 	: 	8521 	: 
NR,ED6,F,IS00	: 	7634 	: 	: 	: 	8521 	: 
NR,ED6,F,IT	: 	612887 	592866 	581386 	585317 	597580 	611059 
NR,ED6,F,ITC	: 	158845 	146816 	142388 	131173 	138868 	132228 
NR,ED6,F,ITC1	: 	40466 	38624 	37182 	34089 	35608 	34500 
NR,ED6,F,ITC2	: 	613 	634 	681 	703 	719 	712 
NR,ED6,F,ITC3	: 	11813 	11383 	10957 	11011 	11553 	11790 
NR,ED6,F,ITC4	: 	105953 	96175 	93568 	85370 	90988 	85226 
NR,ED6,F,ITF	: 	137853 	136686 	133097 	133693 	144064 	143480 
NR,ED6,F,ITF1	: 	17284 	18184 	18519 	19862 	22483 	22793 
NR,ED6,F,ITF2	: 	3293 	2679 	2667 	2637 	2797 	2889 
NR,ED6,F,ITF3	: 	68930 	67801 	63138 	61784 	64751 	64085 
NR,ED6,F,ITF4	: 	31026 	30827 	30963 	31059 	33915 	34065 
NR,ED6,F,ITF5	: 	2491 	2477 	2521 	2541 	2811 	3020 
NR,ED6,F,ITF6	: 	14829 	14718 	15289 	15810 	17307 	16628 
NR,ED6,F,ITG	: 	53407 	54146 	55172 	55365 	61926 	63705 
NR,ED6,F,ITG1	: 	38812 	39504 	40411 	40611 	46259 	47629 
NR,ED6,F,ITG2	: 	14595 	14642 	14761 	14754 	15667 	16076 
NR,ED6,F,ITH	: 	110267 	105483 	103230 	99145 	104359 	103283 
NR,ED6,F,ITH1	: 	1861 	1728 	1701 	1113 	1550 	1329 
NR,ED6,F,ITH2	: 	6125 	4925 	4885 	5201 	5073 	5213 
NR,ED6,F,ITH3	: 	41106 	42350 	42296 	40299 	41861 	41027 
NR,ED6,F,ITH4	: 	11252 	9609 	9532 	9484 	10157 	10439 
NR,ED6,F,ITH5	: 	49923 	46871 	44816 	43048 	45718 	45275 
NR,ED6,F,ITI	: 	152515 	149735 	147499 	141767 	148288 	146246 
NR,ED6,F,ITI1	: 	39875 	39568 	38556 	36820 	38016 	38293 
NR,ED6,F,ITI2	: 	8733 	8316 	7688 	7528 	8172 	8810 
NR,ED6,F,ITI3	: 	21661 	16764 	16566 	15336 	15926 	15159 
NR,ED6,F,ITI4	: 	82246 	85087 	84689 	82083 	86174 	83984 
NR,ED6,F,ITZ	: 	0 	0 	0 	24174 	75 	22117 
NR,ED6,F,ITZZ	: 	0 	0 	0 	24174 	75 	22117 
NR,ED6,F,LI	: 	174 	167 	143 	131 	159 	178 
NR,ED6,F,LI0	: 	174 	167 	143 	131 	159 	178 
NR,ED6,F,LI00	: 	174 	167 	143 	131 	159 	178 
NR,ED6,F,LT	: 	47947 	52091 	56031 	59914 	63578 	70099 
NR,ED6,F,LT0	: 	47947 	52091 	56031 	59914 	63578 	70099 
NR,ED6,F,LT00	: 	: 	52091 	56031 	59914 	63578 	70099 
NR,ED6,F,LT01	: 	23062 	: 	: 	: 	: 	: 
NR,ED6,F,LT02	: 	24885 	: 	: 	: 	: 	: 
NR,ED6,F,LTZ	: 	: z	: 	: 	: 	: 	: 
NR,ED6,F,LTZZ	: 	: z	: 	: 	: 	: 	: 
NR,ED6,F,LU	: 	1614 	1629 	1637 	1643 	: 	: 
NR,ED6,F,LU0	: 	1614 	1629 	1637 	1643 	: 	: 
NR,ED6,F,LU00	: 	1614 	1629 	1637 	1643 	: 	: 
NR,ED6,F,LV	: 	25517 	26862 	27984 	28853 	32521 	36858 
NR,ED6,F,LV0	: 	25517 	26862 	27984 	28853 	32521 	36858 
NR,ED6,F,LV00	: 	25517 	26862 	27984 	28853 	32521 	36858 
NR,ED6,F,ME	: 	12364 	: 	: 	: 	: 	: 
NR,ED6,F,ME0	: 	12364 	: 	: 	: 	: 	: 
NR,ED6,F,ME00	: 	12364 	: 	: 	: 	: 	: 
NR,ED6,F,MK	: 	31669 	: 	32837 	32175 	31450 	31005 
NR,ED6,F,MK0	: 	31669 	: 	32837 	32175 	31450 	31005 
NR,ED6,F,MK00	: 	31669 	: 	32837 	32175 	31450 	31005 
NR,ED6,F,MT	: 	4571 	4515 	4330 	3977 	3889 	3889 
NR,ED6,F,MT0	: 	4571 	4515 	4330 	3977 	3889 	3889 
NR,ED6,F,MT00	: 	4571 	4515 	4330 	3977 	3889 	3889 
NR,ED6,F,NL	: 	343909 	339801 	328139 	335802 	294866 	285730 
NR,ED6,F,NL1	: 	36016 	36241 	34589 	35841 	33220 	32715 
NR,ED6,F,NL11	: 	18644 	19002 	19348 	20217 	18588 	18435 
NR,ED6,F,NL12	: 	11496 	11937 	10713 	11097 	10244 	9878 
NR,ED6,F,NL13	: 	5876 	5302 	4529 	4527 	4388 	4402 
NR,ED6,F,NL2	: 	66577 	64220 	61347 	62706 	56012 	54474 
NR,ED6,F,NL21	: 	19710 	19660 	19135 	18558 	17517 	17186 
NR,ED6,F,NL22	: 	39696 	38162 	36172 	38290 	33017 	31956 
NR,ED6,F,NL23	: 	7171 	6397 	6041 	5858 	5478 	5332 
NR,ED6,F,NL3	: 	161594 	162556 	157687 	162488 	141371 	136456 
NR,ED6,F,NL31	: 	29488 	31003 	30161 	30232 	26282 	25477 
NR,ED6,F,NL32	: 	55430 	55447 	54947 	58601 	50485 	48399 
NR,ED6,F,NL33	: 	72605 	71529 	68216 	69420 	61220 	59335 
NR,ED6,F,NL34	: 	4071 	4577 	4363 	4235 	3384 	3245 
NR,ED6,F,NL4	: 	64768 	63198 	62514 	63841 	54713 	53431 
NR,ED6,F,NL41	: 	45731 	44455 	44280 	44607 	38453 	37093 
NR,ED6,F,NL42	: 	19037 	18743 	18234 	19234 	16260 	16338 
NR,ED6,F,NLZ	: 	14954 e	13586 	12001 	10926 	9550 	8654 
NR,ED6,F,NLZZ	: 	14954 e	13586 	12001 	10926 	9550 	8654 
NR,ED6,F,NO	: 	120165 	121685 	119339 	114827 	113296 	112175 
NR,ED6,F,NO0	: 	119584 	120999 	118631 	114438 	112762 	111999 
NR,ED6,F,NO01	: 	39168 	38844 	37556 	36089 	35693 	37036 
NR,ED6,F,NO02	: 	9853 	9523 	9450 	9054 	9206 	8915 
NR,ED6,F,NO03	: 	12818 	12967 	12808 	12464 	12259 	11894 
NR,ED6,F,NO04	: 	13043 	13217 	12672 	12041 	11840 	11395 
NR,ED6,F,NO05	: 	21263 	22352 	22172 	21506 	20686 	20651 
NR,ED6,F,NO06	: 	13263 	13890 	13587 	13438 	12980 	12311 
NR,ED6,F,NO07	: 	10176 	10206 	10386 	9846 	10098 	9797 
NR,ED6,F,NOZ	: 	581 	686 	708 	389 	534 	176 
NR,ED6,F,NOZZ	: 	581 	686 	708 	389 	534 	176 
NR,ED6,F,PL	: 	557156 	578737 	595857 	620577 	663355 	723764 
NR,ED6,F,PL2	: 	110142 	115413 	119327 	124819 	133485 	146034 
NR,ED6,F,PL21	: 	62954 	68025 	70644 	73496 	78192 	83522 
NR,ED6,F,PL22	: 	47188 	47388 	48683 	51323 	55293 	62512 
NR,ED6,F,PL4	: 	78304 	80078 	85555 	89360 	96441 	104034 
NR,ED6,F,PL41	: 	57653 	58458 	60733 	62283 	65798 	70023 
NR,ED6,F,PL42	: 	15579 	16039 	18279 	19804 	22765 	24673 
NR,ED6,F,PL43	: 	5072 	5581 	6543 	7273 	7878 	9338 
NR,ED6,F,PL5	: 	62547 	63760 	65415 	67769 	71239 	77910 
NR,ED6,F,PL51	: 	51740 	53690 	54266 	55875 	58287 	63417 
NR,ED6,F,PL52	: 	10807 	10070 	11149 	11894 	12952 	14493 
NR,ED6,F,PL6	: 	74970 	78081 	80880 	82799 	88864 	98540 
NR,ED6,F,PL61	: 	27115 	26979 	27894 	28848 	30809 	34174 
NR,ED6,F,PL62	: 	11368 	12484 	13559 	14618 	16743 	19822 
NR,ED6,F,PL63	: 	36487 	38618 	39427 	39333 	41312 	44544 
