indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
CAP,RCV_R_B,TR52	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR6	: 	: 	: 	: 	: 	54750 	0 	: c
CAP,RCV_R_B,TR61	: 	: 	: 	: 	: 	54750 	0 	: c
CAP,RCV_R_B,TR62	: 	: 	: 	: 	: 	0 	0 	: c
CAP,RCV_R_B,TR63	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR7	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR71	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR72	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR8	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR81	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR82	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR83	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR9	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TR90	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRA	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRA1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRA2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRB	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRB1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRB2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRC	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRC1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRC2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,TRC3	: 	: 	: 	: 	: 	0 	0 	0 
CAP,RCV_R_B,UK	: 	: 	: 	: 	: 	137178138 	140921445 	: 
CAP,RCV_R_B,UKC	: 	: 	: 	: 	: 	6202988 	6445168 	: 
CAP,RCV_R_B,UKC1	: 	: 	: 	: 	: 	3064631 	3009809 	: 
CAP,RCV_R_B,UKC2	: 	: 	: 	: 	: 	3138357 	3435359 	: 
CAP,RCV_R_B,UKD	: 	: 	: 	: 	: 	14330091 	12415091 	: 
CAP,RCV_R_B,UKD1	: 	: 	: 	: 	: 	2583439 	1581962 	: 
CAP,RCV_R_B,UKD2	: 	: 	: 	: 	: 	2368757 	2006053 	: 
CAP,RCV_R_B,UKD3	: 	: 	: 	: 	: 	3323129 	3328735 	: 
CAP,RCV_R_B,UKD4	: 	: 	: 	: 	: 	3406141 	2004537 	: 
CAP,RCV_R_B,UKD5	: 	: 	: 	: 	: 	2648625 	3493804 	: 
CAP,RCV_R_B,UKE	: 	: 	: 	: 	: 	14058515 	12030709 	: 
CAP,RCV_R_B,UKE1	: 	: 	: 	: 	: 	2913048 	2094677 	: 
CAP,RCV_R_B,UKE2	: 	: 	: 	: 	: 	2268811 	1494131 	: 
CAP,RCV_R_B,UKE3	: 	: 	: 	: 	: 	4052252 	4227939 	: 
CAP,RCV_R_B,UKE4	: 	: 	: 	: 	: 	4824404 	4213962 	: 
CAP,RCV_R_B,UKF	: 	: 	: 	: 	: 	11844220 	8925323 	: 
CAP,RCV_R_B,UKF1	: 	: 	: 	: 	: 	5965576 	4012497 	: 
CAP,RCV_R_B,UKF2	: 	: 	: 	: 	: 	3582306 	2835630 	: 
CAP,RCV_R_B,UKF3	: 	: 	: 	: 	: 	2296338 	2077196 	: 
CAP,RCV_R_B,UKG	: 	: 	: 	: 	: 	12899180 	17003787 	: 
CAP,RCV_R_B,UKG1	: 	: 	: 	: 	: 	3401286 	3281995 	: 
CAP,RCV_R_B,UKG2	: 	: 	: 	: 	: 	4850780 	6947283 	: 
CAP,RCV_R_B,UKG3	: 	: 	: 	: 	: 	4647114 	6774510 	: 
CAP,RCV_R_B,UKH	: 	: 	: 	: 	: 	13989246 	11880631 	: 
CAP,RCV_R_B,UKH1	: 	: 	: 	: 	: 	7676719 	6089137 	: 
CAP,RCV_R_B,UKH2	: 	: 	: 	: 	: 	2946307 	2273596 	: 
CAP,RCV_R_B,UKH3	: 	: 	: 	: 	: 	3366220 	3517898 	: 
CAP,RCV_R_B,UKI	: 	: 	: 	: 	: 	5739839 	4909891 	: 
CAP,RCV_R_B,UKI1	: 	: 	: 	: 	: 	1621001 	2057963 	: 
CAP,RCV_R_B,UKI2	: 	: 	: 	: 	: 	4118838 	2851928 	: 
CAP,RCV_R_B,UKI3	: 	: 	: 	579879 	444000 	: 	: 	: 
CAP,RCV_R_B,UKI4	: 	: 	: 	78138 	3824861 	: 	: 	: 
CAP,RCV_R_B,UKI5	: 	: 	: 	2863757 	1840408 	: 	: 	: 
CAP,RCV_R_B,UKI6	: 	: 	: 	294969 	564498 	: 	: 	: 
CAP,RCV_R_B,UKI7	: 	: 	: 	1687024 	462094 	: 	: 	: 
CAP,RCV_R_B,UKJ	: 	: 	: 	: 	: 	18784906 	14298965 	: 
CAP,RCV_R_B,UKJ1	: 	: 	: 	: 	: 	5439261 	3924770 	: 
CAP,RCV_R_B,UKJ2	: 	: 	: 	: 	: 	4372184 	3299175 	: 
CAP,RCV_R_B,UKJ3	: 	: 	: 	: 	: 	3509658 	3142280 	: 
CAP,RCV_R_B,UKJ4	: 	: 	: 	: 	: 	5463803 	3932740 	: 
CAP,RCV_R_B,UKK	: 	: 	: 	: 	: 	19305456 	21802346 	: 
CAP,RCV_R_B,UKK1	: 	: 	: 	: 	: 	6937524 	5513324 	: 
CAP,RCV_R_B,UKK2	: 	: 	: 	: 	: 	4302016 	3472940 	: 
CAP,RCV_R_B,UKK3	: 	: 	: 	: 	: 	3083535 	1984205 	: 
CAP,RCV_R_B,UKK4	: 	: 	: 	: 	: 	4982381 	10831876 	: 
CAP,RCV_R_B,UKL	: 	: 	: 	: 	: 	11286643 	12243885 	: 
CAP,RCV_R_B,UKL1	: 	: 	: 	: 	: 	6653239 	6864694 	: 
CAP,RCV_R_B,UKL2	: 	: 	: 	: 	: 	4633404 	5379192 	: 
CAP,RCV_R_B,UKM	: 	: 	: 	: 	: 	8737056 	18965648 	: 
CAP,RCV_R_B,UKM2	: 	: 	: 	: 	: 	2396650 	7172539 	: 
CAP,RCV_R_B,UKM3	: 	: 	: 	: 	: 	3383000 	5220939 	: 
CAP,RCV_R_B,UKM5	: 	: 	: 	: 	: 	1610865 	1659707 	: 
CAP,RCV_R_B,UKM6	: 	: 	: 	: 	: 	1346541 	4912463 	: 
CAP,RCV_R_B,UKN	: 	: 	: 	: 	: 	0 	0 	: 
CAP_RST,DSP_L,AT	49922610 	58225046 	60601516 	46269085 	44171691 	77068867 	89097700 	76109513 
CAP_RST,DSP_L,AT1	28114081 	32847948 	34353757 	23938188 	22088330 	36852280 	40277352 	37202825 
CAP_RST,DSP_L,AT11	3119115 	2778011 	1597429 	2929697 	3203306 	4119746 	4603322 	4896210 
CAP_RST,DSP_L,AT12	: c	14510390 	16189429 	14441275 	12005635 	24995285 	27988030 	23498615 
CAP_RST,DSP_L,AT13	: c	15559547 	16566899 	6567216 	6879389 	7737249 	7686000 	8808000 
CAP_RST,DSP_L,AT2	7192292 	11061564 	10501800 	7050336 	5369529 	8444947 	10997940 	9275864 
CAP_RST,DSP_L,AT21	2055347 	5346900 	856540 	1245495 	1428738 	2739883 	3023648 	2414704 
CAP_RST,DSP_L,AT22	5136945 	5714664 	9645260 	5804841 	3940791 	5705064 	7974292 	6861160 
CAP_RST,DSP_L,AT3	14616237 	14315534 	15745959 	15280561 	16713832 	31771640 	37822408 	29630824 
CAP_RST,DSP_L,AT31	10205974 	8640359 	10037497 	9382210 	10069051 	20530296 	21251733 	16676252 
CAP_RST,DSP_L,AT32	282069 	402581 	397241 	716458 	902412 	1362705 	632429 	923678 
CAP_RST,DSP_L,AT33	3781238 	4535408 	4657653 	4522799 	4976009 	8675604 	13451390 	10609166 
CAP_RST,DSP_L,AT34	346956 	737186 	653568 	659094 	766360 	1203035 	2486856 	1421728 
CAP_RST,DSP_L,BE	45223555 	44272761 	31 	43617554 e	: c	49600996 	50962612 	71325625 
CAP_RST,DSP_L,BE1	0 	0 	1 	0 	: c	0 	0 	0 
CAP_RST,DSP_L,BE10	0 	0 	1 	0 	: c	0 	0 	0 s
CAP_RST,DSP_L,BE2	37965263 	36576243 	15 	28015974 	: c	26657496 	28019112 	31836625 
CAP_RST,DSP_L,BE21	16052356 	13832236 	1 	4031823 	: c	6132750 	5994194 	8787000 
CAP_RST,DSP_L,BE22	5464359 	5265925 	2 	5269028 	: c	2758910 	2383899 	3298701 
CAP_RST,DSP_L,BE23	11609671 	12491213 	3 	14779717 	: c	13228417 	15199757 	14754802 
CAP_RST,DSP_L,BE24	0 	0 	4 	75000 	: c	484240 	646079 	1402079 
CAP_RST,DSP_L,BE25	4838877 	4986869 	5 	3860406 	: c	4053179 	3795183 	3594043 
CAP_RST,DSP_L,BE3	7258292 	7696518 	15 	15601580 e	: c	22943500 	22943500 	39489000 
CAP_RST,DSP_L,BE31	293851 	343870 	1 	3565240 e	: c	5243000 	5243000 	10659000 
CAP_RST,DSP_L,BE32	1204028 	1326733 	2 	3899800 e	: c	5735000 	5735000 	10150000 
CAP_RST,DSP_L,BE33	4871120 	5077717 	3 	6653800 e	: c	9785000 	9785000 	15091000 
CAP_RST,DSP_L,BE34	258293 	296137 	4 	1412360 e	: c	2077000 	2077000 	2214000 
CAP_RST,DSP_L,BE35	631000 	652061 	5 	70380 e	: c	103500 	103500 	1375000 
CAP_RST,DSP_L,BG	241603982 	231159418 	236865638 	242373478 	75360140 	38571389 	65850171 	25233656 
CAP_RST,DSP_L,BG1	: 	: 	: 	: 	: 	: 	: 	8948855 
CAP_RST,DSP_L,BG11	: 	: 	: 	: 	: 	: 	: 	841829 
CAP_RST,DSP_L,BG12	: 	: 	: 	: 	: 	: 	: 	5129496 
CAP_RST,DSP_L,BG13	: 	: 	: 	: 	: 	: 	: 	2977530 
CAP_RST,DSP_L,BG2	: 	: 	: 	: 	: 	: 	: 	16284801 
CAP_RST,DSP_L,BG21	: 	: 	: 	: 	: 	: 	: 	7512857 
CAP_RST,DSP_L,BG22	: 	: 	: 	: 	: 	: 	: 	7388497 
CAP_RST,DSP_L,BG23	: 	: 	: 	: 	: 	: 	: 	1383447 
CAP_RST,DSP_L,BG3	205957273 	204319404 	177603105 	200963833 	47312890 	19492022 	50013369 	: 
CAP_RST,DSP_L,BG31	3371139 	3680927 	2389258 	2038229 	1663458 	2658533 	3298290 	: 
CAP_RST,DSP_L,BG32	3538942 	4591581 	4848722 	4848722 	7699553 	9175775 	4685130 	: 
CAP_RST,DSP_L,BG33	3754801 	3974729 	4485483 	4485484 	32365098 	6138245 	40256272 	: 
CAP_RST,DSP_L,BG34	195292390 	192072167 	165879642 	189591398 	5584781 	1519469 	1773677 	: 
CAP_RST,DSP_L,BG4	35646709 	26840014 	59262533 	41409645 	28047250 	19079366 	15836802 	: 
CAP_RST,DSP_L,BG41	32477133 	23019161 	19276912 	36905427 	22988359 	14977759 	7921152 	: 
CAP_RST,DSP_L,BG42	3169576 	3820853 	39985621 	4504218 	5058891 	4101608 	7915650 	: 
CAP_RST,DSP_L,CY	1440828 	1291801 	1425296 	1530000 	1554473 	300000 	: 	6460 
CAP_RST,DSP_L,CY0	1440828 	1291801 	1425296 	1530000 	1554473 	: 	: 	: 
CAP_RST,DSP_L,CY00	1440828 	1291801 	1425296 	1530000 	1554473 	: 	: 	: 
CAP_RST,DSP_L,CZ	57251510 	58298825 	58732794 	61541957 	73218690 	58340130 	83095550 	83095550 
CAP_RST,DSP_L,CZ0	57251510 	58298825 	58732794 	61541957 	73218690 	: 	: 	: 
CAP_RST,DSP_L,CZ01	20848 	20848 	20848 	7350 	: c	300000 	4994400 	4994400 
CAP_RST,DSP_L,CZ02	10855982 	11095982 	11591577 	14847441 	14176202 	14800661 	14942753 	14942753 
CAP_RST,DSP_L,CZ03	7528674 	8188654 	6149000 	7977775 	9038644 	4771380 	9466318 	9466318 
CAP_RST,DSP_L,CZ04	8860051 	8860051 	9743288 	7201799 	10820108 	9993097 	15056726 	15056726 
CAP_RST,DSP_L,CZ05	19493262 	19493262 	19350384 	19173007 	26975843 	17341905 	15054799 	15054799 
CAP_RST,DSP_L,CZ06	3063180 	3064100 	3063100 	4173900 	3580651 	3071781 	6405507 	6405507 
CAP_RST,DSP_L,CZ07	3848312 	3848312 	5036882 	4423815 	5236305 	3721156 	8114666 	8114666 
CAP_RST,DSP_L,CZ08	3581201 	3727616 	3777715 	3736870 	2865637 	4340150 	9060381 	9060381 
CAP_RST,DSP_L,DE	477046309 	485511259 	522022446 	537558406 	535671098 	464758160 	499657445 	686728241 
CAP_RST,DSP_L,DE1	41891491 	41501982 	48519029 	68719226 	78328027 	87170314 	85270164 	106524233 
CAP_RST,DSP_L,DE11	13057557 	14077854 	16510122 	27867639 	30526097 	36727684 	32800027 	44037649 
CAP_RST,DSP_L,DE12	7773223 	8703696 	9508017 	11807185 	13544663 	14247888 	14807435 	20846282 
CAP_RST,DSP_L,DE13	5732227 	5120689 	6002347 	10354307 	11590606 	12054020 	11642901 	13950734 
CAP_RST,DSP_L,DE14	15328484 	13599743 	16498543 	18690095 	22666661 	24140722 	26019801 	27689568 
CAP_RST,DSP_L,DE2	50636742 	57995234 	53479670 	69736648 	76918289 	87195661 	104935498 	97785948 
CAP_RST,DSP_L,DE21	5469163 	9076087 	7677496 	5970846 	5674234 	6448356 	10384754 	11739996 
CAP_RST,DSP_L,DE22	3591485 	3824812 	3243338 	3341546 	2962943 	4313242 	5091261 	4859849 
CAP_RST,DSP_L,DE23	5033144 	5637227 	3664556 	4968852 	6367729 	8164284 	9903256 	13952368 
CAP_RST,DSP_L,DE24	3326672 	3471373 	3951323 	3971936 	4077866 	6688395 	5218837 	5347896 
CAP_RST,DSP_L,DE25	15364564 	18192432 	18839934 	17185043 	19798038 	23735776 	37123134 	23278741 
CAP_RST,DSP_L,DE26	14227599 	14624449 	13340273 	30265648 	33227013 	32716526 	31631477 	32777823 
CAP_RST,DSP_L,DE27	3624115 	3168854 	2762750 	4032777 	4810466 	5129082 	5582779 	5829275 
CAP_RST,DSP_L,DE3	0 	0 	0 	0 	0 	0 	0 	: c
CAP_RST,DSP_L,DE30	0 	0 	0 	0 	0 	0 	0 	: c
CAP_RST,DSP_L,DE4	41994633 	32668476 	38879215 	7398082 	9011463 	8664885 	25256022 	42148461 
CAP_RST,DSP_L,DE40	41994633 	32668476 	38879215 	7398082 	9011463 	: 	: 	: 
CAP_RST,DSP_L,DE41	: 	: 	: 	: 	: 	1627340 	3186419 	4586912 
CAP_RST,DSP_L,DE42	: 	: 	: 	: 	: 	7037545 	22069603 	37561549 
CAP_RST,DSP_L,DE5	1582640 	2036657 	2512974 	: c	3470895 	: c	6831529 	2259415 
CAP_RST,DSP_L,DE50	1582640 	2036657 	2512974 	: c	3470895 	: c	6831529 	2259415 
CAP_RST,DSP_L,DE6	2900001 	: c	: c	: c	: c	: c	5401000 	: c
CAP_RST,DSP_L,DE60	2900001 	: c	: c	: c	: c	: c	5401000 	: c
CAP_RST,DSP_L,DE7	25002585 	24027012 	26748042 	29520024 	28959732 	28579075 	30896913 	46248456 
CAP_RST,DSP_L,DE71	2117482 	3425406 	2850867 	4002100 	4912821 	3779480 	5791752 	16396869 
CAP_RST,DSP_L,DE72	7394079 	8648488 	5639476 	6870832 	5694059 	5473305 	7961457 	8105626 
CAP_RST,DSP_L,DE73	15491024 	11953118 	18257699 	18647092 	18352852 	19326290 	17143704 	21745961 
CAP_RST,DSP_L,DE8	14199131 	15574903 	15361725 	28253963 	28881620 	30430537 	17027195 	18633688 
CAP_RST,DSP_L,DE80	14199131 	15574903 	15361725 	28253963 	28881620 	30430537 	17027195 	18633688 
CAP_RST,DSP_L,DE9	40956051 	36854945 	40768752 	37075178 	29648937 	34684048 	38002223 	53855872 
CAP_RST,DSP_L,DE91	15206818 	14131434 	13877806 	14111128 	12571050 	13459317 	13498076 	16382692 
CAP_RST,DSP_L,DE92	7596509 	8152277 	9457574 	7060717 	7206122 	10507597 	11886447 	20801019 
CAP_RST,DSP_L,DE93	15292734 	12062027 	14468032 	12403836 	6745886 	7329597 	8338735 	10583514 
CAP_RST,DSP_L,DE94	2859990 	2509207 	2965340 	3499497 	3125879 	3387537 	4278965 	6088647 
CAP_RST,DSP_L,DEA	183631179 	197778448 	226623804 	221031392 	225305645 	115465232 	119461285 	227239832 
CAP_RST,DSP_L,DEA1	78115974 	80507539 	84256944 	71449362 	78735039 	24197430 	25920374 	42935995 
CAP_RST,DSP_L,DEA2	57614655 	66302084 	91679271 	91736694 	85479846 	32162100 	35365955 	112973626 
CAP_RST,DSP_L,DEA3	3302121 	4337949 	2616474 	14510892 	21688615 	13855726 	13276482 	16892200 
CAP_RST,DSP_L,DEA4	16682895 	15060699 	24356881 	15275225 	12686827 	20047291 	12409745 	14458745 
CAP_RST,DSP_L,DEA5	27915534 	31570177 	23714234 	28059219 	26715318 	25202685 	32488729 	39979265 
CAP_RST,DSP_L,DEB	13084830 	14310124 	7495683 	8963128 	9528948 	19571699 	17464184 	29857898 
CAP_RST,DSP_L,DEB1	4271773 	4515571 	5060838 	5295819 	5090512 	11226004 	11055113 	16022975 
CAP_RST,DSP_L,DEB2	1386056 	305970 	445701 	435700 	784000 	1298000 	1920381 	1988400 
CAP_RST,DSP_L,DEB3	7427001 	9488583 	1989145 	3231609 	3654436 	7047695 	4488691 	11846523 
CAP_RST,DSP_L,DEC	8228935 	10251633 	17057895 	16741850 	8617828 	10008707 	7983017 	12667045 
CAP_RST,DSP_L,DEC0	8228935 	10251633 	17057895 	16741850 	8617828 	: 	: 	: 
CAP_RST,DSP_L,DED	19058150 	: c	: c	12387268 	: c	7953628 	3616802 	5287482 
CAP_RST,DSP_L,DED1	: 	: 	: 	: 	: 	: c	: c	243667 
CAP_RST,DSP_L,DED2	5390882 	6681069 	6773000 	0 	845365 	: c	2416178 	3507820 
CAP_RST,DSP_L,DED3	: 	: 	: 	: 	: 	6490000 	: c	1535995 
CAP_RST,DSP_L,DED4	: c	0 	0 	6797225 	: c	: 	67000 	266667 
CAP_RST,DSP_L,DED5	: c	: c	: c	5590043 	6075000 	: 	1133624 	1512995 
CAP_RST,DSP_L,DEE	22260761 	23481992 	19233860 	16098134 	10585939 	10038579 	20961787 	26102307 
CAP_RST,DSP_L,DEE0	22260761 	23481992 	19233860 	16098134 	10585939 	10038579 	20961787 	: 
CAP_RST,DSP_L,DEE1	: 	: 	: 	: 	: 	: 	: 	3079600 
CAP_RST,DSP_L,DEE2	: 	: 	: 	: 	: 	: 	: 	13576000 
CAP_RST,DSP_L,DEE3	: 	: 	: 	: 	: 	: 	: 	9446707 
CAP_RST,DSP_L,DEF	7222363 	9557248 	3543008 	7639249 	7467882 	7289749 	9289214 	10337074 
CAP_RST,DSP_L,DEF0	7222363 	9557248 	3543008 	7639249 	7467882 	7289749 	9289214 	10337074 
CAP_RST,DSP_L,DEG	4396817 	5172012 	4994051 	5542871 	5761728 	7142838 	7260612 	7630532 
CAP_RST,DSP_L,DEG0	4396817 	5172012 	4994051 	5542871 	5761728 	7142838 	7260612 	7630532 
CAP_RST,DSP_L,DK	29773558 	24146332 	25747310 	25747310 	26006975 	14415238 e	: 	: 
CAP_RST,DSP_L,DK0	29773558 	24146332 	25747310 	25747310 	26006975 	: 	: 	: 
CAP_RST,DSP_L,DK01	12130540 	8370680 	8925683 	8925683 	9661889 	1275020 	: 	: 
CAP_RST,DSP_L,DK02	3807994 	6248772 	6663085 	6663085 	5229999 	5634721 	: 	: 
CAP_RST,DSP_L,DK03	4559251 	4982117 	5312447 	5312447 	5463756 	2246588 	: 	: 
CAP_RST,DSP_L,DK04	2400152 	3412081 	3638313 	3638313 	3661010 	1870477 	: 	: 
CAP_RST,DSP_L,DK05	6875621 	1132682 	1207782 	1207782 	1990321 	3388432 	: 	: 
CAP_RST,DSP_L,EE	476200000 	: 	490300000 	497342000 e	524754000 	253300000 	269272405 	110613288 s
CAP_RST,DSP_L,EE0	476200000 	: 	490300000 	497342000 e	524754000 	: 	: 	: 
CAP_RST,DSP_L,EE00	476200000 	: 	490300000 	497342000 e	524754000 	: 	: 	: 
CAP_RST,DSP_L,EL	9138814 	: 	: 	: 	: 	30658045 	22056786 	: 
CAP_RST,DSP_L,EL1	: 	: 	: 	: 	: 	19684356 	8918765 	: 
CAP_RST,DSP_L,EL11	: 	: 	: 	: 	: 	201673 	925323 	: 
CAP_RST,DSP_L,EL12	: 	: 	: 	: 	: 	15035071 	2767408 	: 
CAP_RST,DSP_L,EL13	: 	: 	: 	: 	: 	894200 	: c	: 
CAP_RST,DSP_L,EL14	: 	: 	: 	: 	: 	3553412 	4225027 	: 
CAP_RST,DSP_L,EL2	: 	: 	: 	: 	: 	1552941 	7993884 	: 
CAP_RST,DSP_L,EL21	: 	: 	: 	: 	: 	42 	: 	: 
CAP_RST,DSP_L,EL22	: 	: 	: 	: 	: 	275000 	225000 	: 
CAP_RST,DSP_L,EL23	: 	: 	: 	: 	: 	639044 	700000 	: 
CAP_RST,DSP_L,EL24	: 	: 	: 	: 	: 	638855 	7008624 	: 
CAP_RST,DSP_L,EL25	: 	: 	: 	: 	: 	0 	60260 	: 
CAP_RST,DSP_L,EL3	2366120 	: 	: 	: 	: 	7000000 	4070925 	: 
CAP_RST,DSP_L,EL30	2366120 	: 	: 	: 	: 	7000000 	4070925 	: 
CAP_RST,DSP_L,EL4	714599 	: 	: 	: 	: 	2420748 	1073212 	: 
CAP_RST,DSP_L,EL41	120272 	: 	: 	: 	: 	1005580 	: 	: 
CAP_RST,DSP_L,EL42	214193 	: 	: 	: 	: 	465405 	565725 	: 
CAP_RST,DSP_L,EL43	380134 	: 	: 	: 	: 	949763 	507487 	: 
CAP_RST,DSP_L,EL5	2145069 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL51	259825 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL52	1056970 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL53	700535 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL54	127738 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL6	3896687 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL61	309260 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL62	26726 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL63	231251 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL64	1015092 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,EL65	2314357 	: 	: 	: 	: 	: 	: 	: 
CAP_RST,DSP_L,ES	290370988 e	280490888 e	257372337 e	303484397 e	225167939 	74140484 	104293584 	73233509 
CAP_RST,DSP_L,ES1	: c	: c	24330754 e	44433223 e	6668341 	2889953 	13441432 	: 
CAP_RST,DSP_L,ES11	2513038 	4163935 	4622013 	5339383 	4071610 	1854372 	5785191 	10686624 
CAP_RST,DSP_L,ES12	24209617 	8044523 	10319211 	28543840 	: c	: c	6382741 	1255987 
CAP_RST,DSP_L,ES13	: c	: c	: c	: c	: c	: c	1273500 	92336 
CAP_RST,DSP_L,ES2	33222086 e	35248588 	42283911 e	43575604 e	17111693 	3445357 	16930325 	: 
CAP_RST,DSP_L,ES21	712554 e	712554 e	6824802 	5650426 e	2851231 e	: 	7146776 e	2128791 
CAP_RST,DSP_L,ES22	2447906 e	2656045 e	1726697 	3715721 	632411 	978453 	3927553 	872809 
CAP_RST,DSP_L,ES23	150000 	150000 	150000 	150000 	150000 	227358 e	245492 	1116896 
CAP_RST,DSP_L,ES24	29911627 	31729989 	33582412 e	34059457 e	13478051 e	2239546 	5610504 e	772835 
CAP_RST,DSP_L,ES3	32996060 	12763471 	24237718 	27954505 	33732936 	27860807 	16170620 	: 
CAP_RST,DSP_L,ES30	32996060 	12763471 	24237718 	27954505 	33732936 	27860807 	16170620 	4625154 
CAP_RST,DSP_L,ES4	47520620 e	51022326 e	24404006 e	34618371 e	23453350 	10637025 	4386199 	: 
CAP_RST,DSP_L,ES41	13184363 e	12250154 e	583885 e	11854630 e	8266500 e	4885188 	3119999 e	3119999 
CAP_RST,DSP_L,ES42	33711257 e	36481358 e	23820121 	22078790 	14501850 	5355009 	766200 	699170 
CAP_RST,DSP_L,ES43	625000 	2290814 e	0 e	684951 e	685000 	396828 	500000 	209908 
CAP_RST,DSP_L,ES5	72062047 e	85527859 e	74606486 e	86836990 e	81717276 	20825260 	28135978 	: 
CAP_RST,DSP_L,ES51	53074400 e	53196212 e	42680478 e	60230619 e	54475004 e	9600864 e	18297777 e	16131906 
CAP_RST,DSP_L,ES52	12892277 	26236277 e	26236277 	20829649 	20836180 	10032504 	9323387 	4038953 
CAP_RST,DSP_L,ES53	6095370 e	6095370 e	5689731 	5776722 	6406092 	1191892 	514814 	625123 
CAP_RST,DSP_L,ES6	: c	: c	59508675 	61070859 	59975605 	5927000 	23835208 	: 
CAP_RST,DSP_L,ES61	45938835 	48380646 e	41475664 	57846785 	55751531 	4850000 	20577040 	20139825 
CAP_RST,DSP_L,ES62	19636972 e	19636972 	18033011 	3224074 	3224074 	1077000 	3258169 	4837865 
CAP_RST,DSP_L,ES63	0 	0 	0 	0 	0 	: 	0 	57323 
CAP_RST,DSP_L,ES64	: c	: c	0 	0 	: c	: 	0 	0 
CAP_RST,DSP_L,ES7	3018270 	5636131 	8000787 	4994845 	2508738 	2555082 	1393821 	: 
CAP_RST,DSP_L,ES70	3018270 	5636131 	8000787 	4994845 	2508738 	2555082 	1393821 	1822007 
CAP_RST,DSP_L,EU27_2020	2732140000 	1907970000 s	2352430000 	2901780000 	2687330000 	2414510000 	3228520000 	: 
CAP_RST,DSP_L,EU28	3207790000 	2462720000 s	2945070000 	3534980000 	3379650000 	3147580000 	4058750000 	1425180000 
CAP_RST,DSP_L,FI	: 	: 	112800823 e	112780823 e	149471514 	: 	22222 	: 
CAP_RST,DSP_L,FI1	: 	: 	112780823 e	112780823 e	149451514 	: 	: 	: 
CAP_RST,DSP_L,FI19	: 	: 	18149158 e	18149158 e	24335355 	: 	: 	: 
CAP_RST,DSP_L,FI1B	: 	: 	53620728 e	53620728 e	57243735 	: 	: 	: 
CAP_RST,DSP_L,FI1C	: 	: 	12851854 e	12851854 e	16910144 	: 	: 	: 
CAP_RST,DSP_L,FI1D	: 	: 	28159083 e	28159083 e	50872680 	: 	: 	: 
CAP_RST,DSP_L,FI2	: 	: 	20000 	: 	20000 	0 	22222 	: 
CAP_RST,DSP_L,FI20	: 	: 	20000 	: 	20000 	0 	22222 	: 
CAP_RST,DSP_L,FR	194116000 	: 	: 	451122084 e	392703724 	: 	0 	: 
CAP_RST,DSP_L,FR1	: 	: 	: 	73122236 e	66581895 	: 	0 	: 
CAP_RST,DSP_L,FR10	: 	: 	: 	73122236 e	66581895 	: 	: 	: 
CAP_RST,DSP_L,FR2	: 	: 	: 	81886858 e	83831260 	: 	0 	: 
CAP_RST,DSP_L,FR21	: 	: 	: 	7081710 e	11166000 	: 	: 	: 
CAP_RST,DSP_L,FR22	: 	: 	: 	21285140 e	19577100 	: 	: 	: 
CAP_RST,DSP_L,FR23	: 	: 	: 	4581971 e	6562000 	: 	: 	: 
CAP_RST,DSP_L,FR24	: 	: 	: 	19335748 e	17136000 	: 	: 	: 
